iteration	node_index	branch_start_time	branch_end_time	start_state	end_state	transition_time	transition_type	parent_index	child1_index	child2_index
1	1	4	0	0	0	NA	no_change	6	NA	NA
1	2	4	0	1	1	NA	no_change	6	NA	NA
1	3	1	0	0	0	NA	no_change	7	NA	NA
1	4	1	0	1	1	NA	no_change	7	NA	NA
1	5	3	0	0	0	NA	no_change	8	NA	NA
1	6	5	4	0	2	4.75	anagenetic	9	1	2
1	6	4	4	2	2	NA	no_change	9	1	2
1	6	4	4	2	0	4	cladogenetic	9	1	2
1	6	4	4	2	1	4	cladogenetic	9	1	2
1	7	3	1	1	2	2.75	anagenetic	8	3	4
1	7	1	1	2	2	NA	no_change	8	3	4
1	7	1	1	2	0	1	cladogenetic	8	3	4
1	7	1	1	2	1	1	cladogenetic	8	3	4
1	8	5	3	0	2	3.25	anagenetic	9	5	7
1	8	3	3	2	2	NA	no_change	9	5	7
1	8	3	3	2	0	3	cladogenetic	9	5	7
1	8	3	3	2	1	3	cladogenetic	9	5	7
