Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-931.7856	-898.3767	-33.40887	0.0968314	46.4153	0.330313	0.75814	0.902829	1.25476	4.50736	2.82246	2.81696	4.44477	0.084882	40.6874	0.289551	0.796856	0.948933	1.31883	0.0968314	46.4153	0.330313	0	0	0	0	-2.53763	0.122563	0	0	3.2833	-2.69813	0	-0.281612	0.7557411	1.660916	1.140777	0.9505423	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-0.00275114	0.950542	0.755741	1.706283	0.796856	0.948933	1.31883
10	-928.8893	-897.1829	-31.70644	0.205711	51.4126	0.46043	0.794559	0.970375	1.42286	3.27872	3.68249	3.91195	5.43614	0.145652	36.4021	0.326002	0.7704	0.940872	1.3796	0.205711	51.4126	0.46043	0	0	0	0	0.0742359	0.194805	0	0	3.19927	-2.71746	0	-0.32745	1.059896	1.627166	1.412351	1.031358	1	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	-0.188218	0	0	0	0	0.54724	0	0	1.03136	1.0599	2.091254	0.7704	0.940872	1.3796
20	-932.1115	-897.7228	-34.38869	0.165404	62.0787	0.523594	0.676249	2.07617	1.211	3.06334	3.67351	3.6892	4.73174	0.0944173	35.4363	0.298883	0.770401	2.36522	1.3796	0.165404	62.0787	0.523594	0	0	0	0	1.13199	1.92953	-0.690809	0	3.15827	-2.57964	0	-0.32745	0.3878202	1.998607	1.75184	1.193541	1	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.921821	0	1.19354	0.38782	1.581361	0.770401	2.36522	1.3796
30	-932.604	-899.0009	-33.60307	0.090391	88.1592	0.559459	0.6465	1.02857	1.50819	2.28196	3.08707	3.0628	4.16897	0.0435365	42.4615	0.269461	0.591376	0.940872	1.3796	0.090391	88.1592	0.559459	0	0	0	0	0	0.717482	0	0	3.31078	-2.6581	0	-0.32745	0.4669738	2.880866	2.076214	1.000968	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	-0.325342	0	0	-0.696888	0	-0.264459	1.00097	0.466974	1.467942	0.591376	0.940872	1.3796
40	-931.8964	-898.9324	-32.96395	0.0879369	102.408	0.261516	0.61737	1.27455	1.27455	2.93674	3.63944	3.42945	4.88355	0.0660953	76.972	0.196561	0.484382	1	1	0.0879369	102.408	0.261516	0	0	0	0	0	0.859469	-0.221098	0	3.81692	-2.94745	0	0	0.8154253	1.847369	1.330457	1.000968	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-0.724881	1.00097	0.815425	1.816393	0.484382	1	1
50	-931.9769	-897.7824	-34.19449	0.0127518	23.6281	0.310841	0.56124	2.14789	1.34911	3.30836	3.51763	3.99807	5.1496	0.0227116	42.0829	0.553624	0.26644	1.01968	0.640471	0.0127518	23.6281	0.310841	0	0	0	0	0	0.897754	0	0	2.74652	-2.71038	0.237381	0.167124	0.5291705	1.393398	0.5614666	1.175988	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	0.449384	0	0	0	0.723974	-1.36048	-0.315866	-1.4328	1.17599	0.529171	1.705159	0.26644	1.01968	0.640471
60	-931.9749	-898.3532	-33.62162	0.0854478	32.2285	0.474896	0.482536	1.27215	1.27215	4.0363	2.65441	7.80832	6.0322	0.0988404	37.2798	0.549329	0.379306	1	1	0.0854478	32.2285	0.474896	0	0	0	0	0.258922	-1.30034	0.322767	0.575913	2.64831	-2.58401	0	0	1.429358	1.332408	0.8645025	0.9208803	1	1	1	1	1	1	0	0	1	1	0	0	1	0	0	1	-0.288123	0.430142	0	0	0.705145	0	0	-0.969412	0.92088	1.42936	2.350238	0.379306	1	1
70	-931.0607	-899.7599	-31.30072	0.139466	25.8319	0.693373	0.585512	1.92034	1.31671	5.51196	3.03106	6.91069	7.15999	0.102787	19.0382	0.511018	0.370945	1.21661	0.834191	0.139466	25.8319	0.693373	0	0	0	0	0.353861	0	0	0	2.6667	-2.53263	0.152981	0	1.563446	1.51232	1.356847	1.139731	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	-1.16501	0	0	-0.652034	0	0	0	-0.976922	1.13973	1.56345	2.703177	0.370945	1.21661	0.834191
80	-932.5118	-900.1908	-32.32103	0.0687428	22.4959	0.426558	0.914311	2.39391	1.14339	4.5527	3.30219	4.78178	6.31834	0.0789692	25.8425	0.490014	0.526455	1.3784	0.658358	0.0687428	22.4959	0.426558	0	0	0	0	0	0	1.09384	0.591652	2.94821	-2.8294	0	0.425355	0.8799835	0.971177	0.8705015	1.357684	0	0	1	1	1	1	0	1	0	0	0	1	0	0	1	1	0	0	0	-0.393718	0	0	0.24175	-0.980425	1.35768	0.879984	2.237667	0.526455	1.3784	0.658358
90	-931.4002	-899.3593	-32.0409	0.109286	25.4657	0.709533	0.402917	1.82316	1.82316	3.40141	3.20187	3.9184	5.01608	0.0871097	20.2982	0.565556	0.220999	1	1	0.109286	25.4657	0.709533	0	0	0	0	0	-0.310902	0	0.591655	2.74549	-2.73083	0	0	0.4455168	1.249217	1.254576	1.102271	0	1	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	-1.52519	0	0.941208	0	0	0	-1.5096	1.10227	0.445517	1.547788	0.220999	1	1
