Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-459.8735	-424.6613	-35.21218	0.46478	0.0324057	0.123709	15.072	0.878092	0.473097	54.7659	57.8922	1.48914	36.9505	1.96536	0.13703	0.523115	8.17744	0.476416	0.256683	0.46478	0.0324057	0.123709	0	0	0	0	0.397542	2.08936	0	0	1.24863	1.45014	-1.01828	0.183434	2.10423	1.286891	0.2364859	1.843121	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	-0.867241	-0.72803	1.62922	-0.228339	-1.95983	0	0	0	1.84312	2.10423	3.947351	8.17744	0.476416	0.256683
10	-453.7932	-426.9491	-26.84409	0.0745527	0.0704833	0.0704833	17.3654	1.05335	0.191585	34.9126	39.9929	1.26686	28.1598	1.05774	1	1	10.5605	0.640578	0.11651	0.0745527	0.0704833	0.0704833	0	0	0	0	-0.39826	2.76539	0	0	0	0	-1.06902	0	0.5773409	1.102199	0.07048333	1.518933	1	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	1.51483	0	0	0.0561299	-0.762996	0.524952	1.51893	0.577341	2.096274	10.5605	0.640578	0.11651
20	-461.0007	-428.5079	-32.49283	1.36394	2.32037	0.671508	15.0336	0.851368	0.322805	28.3442	74.9433	1.19502	26.5541	0.817548	1.39084	0.402504	11.1605	0.632031	0.239641	1.36394	2.32037	0.671508	0	0	0	0	0	2.69082	0.34909	0	0	-0.190771	-1.10126	0	0.6406914	1.102177	1.668325	1.604626	0	1	1	0	0	1	1	0	1	0	1	0	1	1	0	1	-1.82744	0	1.75319	0	-0.950556	0.168967	0	0.524952	1.60463	0.640691	2.245318	11.1605	0.632031	0.239641
30	-453.2494	-422.8421	-30.40728	0.11154	0.295389	0.254681	19.8006	1.22791	0.48338	42.7567	72.9362	1.85663	37.1821	0.456825	1.2098	1.04307	10.3744	0.643354	0.253263	0.11154	0.295389	0.254681	0	0	0	0	-0.854912	2.06011	0.493234	0.0589855	0.457124	0	-1.05864	0	1.941277	1.070946	0.2441647	2.273582	1	1	1	1	1	0	1	0	1	0	1	0	1	0	0	1	0.153444	0	1.42872	0	-0.550835	0	0	0.524952	2.27358	1.94128	4.214858	10.3744	0.643354	0.253263
40	-450.0124	-422.3547	-27.65771	0.350548	0.350548	0.350548	17.9945	1.00957	0.381313	60.7447	49.3073	1.52205	37.4128	1	1	1	11.2447	0.630877	0.238282	0.350548	0.350548	0.350548	0	0	0	0	0.043369	2.42793	0	0	0	0	-1.10565	0	1.928159	0.991668	0.3505476	1.906275	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1.9963	-0.611687	0	0	0	0.524952	1.90628	1.92816	3.834434	11.2447	0.630877	0.238282
50	-454.5687	-422.8129	-31.75581	0.632245	0.18188	0.161922	20.2945	1.18262	0.800184	46.5416	49.1302	2.25467	36.0489	3.29018	0.946496	0.842638	10.9069	0.635573	0.430042	0.632245	0.18188	0.161922	0	0	0	0	-0.204602	1.89275	0.370637	0	-0.131985	0	-1.08785	0	2.382897	0.9146924	0.1921613	2.677961	1	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	0	0	1.86144	-0.813043	0	0.964735	0.56734	0.524952	2.67796	2.3829	5.060858	10.9069	0.635573	0.430042
60	-457.1122	-424.1452	-32.96707	1.7536	0.097643	0.097643	19.7672	1.60365	0.705437	36.3454	33.2988	2.65353	29.6571	17.9593	1	1	8.358	0.678057	0.298274	1.7536	0.097643	0.097643	0	0	0	0	0	1.58771	0.0534887	0.0265216	0	0	-0.932543	0	1.9296	0.6686264	0.09764304	2.817331	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	2.34196	-0.726958	0	2.88811	0	0.524952	2.81733	1.9296	4.746932	8.358	0.678057	0.298274
70	-451.9925	-424.6483	-27.34415	0.459115	0.459115	0.459115	19.8326	1.31925	0.534612	46.8149	33.3887	2.10654	30.8229	1	1	1	9.80527	0.652238	0.264313	0.459115	0.459115	0.459115	0	0	0	0	0	1.94483	-0.263712	0	0	0	-1.02572	0	1.887655	0.8786122	0.459115	2.409433	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0.488755	0	2.18911	0	0	0	0	0.524952	2.40943	1.88765	4.297087	9.80527	0.652238	0.264313
80	-460.7194	-425.4126	-35.30683	1.18505	3.03109	4.46873	16.9522	1.55787	0.721539	69.8339	36.7734	2.60945	33.8036	0.469782	1.2016	1.77151	7.56046	0.69479	0.321797	1.18505	3.03109	4.46873	0	0	0	0	0.06154	2.29562	-0.279698	0	0.440804	0	-0.874028	0	2.797296	0.9303191	2.522547	2.670992	1	1	1	0	1	0	1	0	1	1	1	1	0	0	0	1	0.67535	0.399264	2.2352	0.120683	0	0	0	0.524952	2.67099	2.7973	5.468289	7.56046	0.69479	0.321797
90	-455.7585	-422.8142	-32.94431	4.11556	4.11556	4.11556	22.1084	1.30345	0.502511	52.451	30.0111	2.1236	30.4305	1	1	1	10.8049	0.637026	0.245588	4.11556	4.11556	4.11556	0	0	0	0	0.82232	1.79327	0	-0.202435	0	0	-1.08236	0	1.837735	0.9004434	4.11556	2.437436	1	1	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	-0.363327	2.21357	-0.102675	0	0	0	0.524952	2.43744	1.83774	4.275171	10.8049	0.637026	0.245588
