Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-935.6878	-910.0352	-25.65257	0.0202027	0.101305	30.702	0.0523014	0.0523014	0.0523014	4.84016	6.12844	5.22548	8.03642	0.0576425	0.289044	87.5993	1	1	1	0.0202027	0.101305	30.702	0	0	0	0	-0.405709	0	0	-0.166671	-1.8599	0	0	0	3.717047	1.624389	0.350482	0.05230145	1	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	-0.111325	0	0	-1.67385	0.378101	0	0	0	0.0523014	3.71705	3.769348	1	1	1
10	-936.3257	-909.9174	-26.40832	0.00466945	0.110282	18.3369	0.0852466	0.0295256	0.00347641	3.49404	2.92967	5.43833	5.60319	0.0214479	0.506551	84.2258	3.72792	1.29119	0.152027	0.00466945	0.110282	18.3369	0	0	0	0	0.292566	0	-0.0734154	0	-1.83047	-0.715966	0.776931	0.347677	2.601697	1.67704	0.2177116	0.02060642	1	0	1	0	1	1	1	1	0	1	0	0	0	1	0	1	0	0.526137	0	0	0	-0.0887577	0	-0.312283	0.0206064	2.6017	2.622304	3.72792	1.29119	0.152027
20	-940.9342	-913.2054	-27.72879	0.00145986	0.0915311	87.4804	0.028816	0.0171514	0.0179267	4.23426	5.56862	5.17264	7.41435	0.00739689	0.463773	443.249	1.39259	0.828872	0.866344	0.00145986	0.0915311	87.4804	0	0	0	0	-0.466067	0	-0.121306	0	-2.51213	-1.20085	0.0542442	0.296072	3.467359	1.469452	0.1973618	0.0206924	1	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0.11442	0	0	0	0.419076	0	0	0.0206924	3.46736	3.488051	1.39259	0.828872	0.866344
30	-939.1985	-909.1896	-30.00884	0.00720303	0.048968	31.566	0.0266541	0.006592	0.006592	4.76874	3.96928	5.6974	7.09827	0.0565299	0.384305	247.732	4.04339	1	1	0.00720303	0.048968	31.566	0	0	0	0	0.564262	-0.460624	0	0.155874	-2.27853	-0.74614	0	0	3.331894	1.427245	0.1274198	0.01050186	1	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	0	-0.299006	0.569885	0	0	1.68304	0	1.39708	0.0105019	3.33189	3.342395	4.04339	1	1
40	-937.9793	-911.5253	-26.45402	0.00271137	0.0757869	49.0836	0.120352	0.062035	0.0946437	3.26038	4.01981	3.77904	5.49825	0.00689301	0.19267	124.783	1.23889	0.638578	0.974246	0.00271137	0.0757869	49.0836	0	0	0	0	0	-0.652067	0	0	-2.01434	0.400077	0	0.593116	2.462342	1.613297	0.3933513	0.0890692	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	1	0	-0.672947	0	0	0	-1.79745	0	-0.260391	0.0890692	2.46234	2.551412	1.23889	0.638578	0.974246
50	-940.2342	-911.8729	-28.36136	0.00801256	0.0187131	16.9715	0.180229	0.0586381	0.25166	4.16324	4.35626	4.23467	6.37709	0.0975405	0.227803	206.601	1.59065	0.517523	2.22108	0.00801256	0.0187131	16.9715	0	0	0	0	0	0	0	0	-2.21668	0	-0.342237	0.56905	2.774952	1.449188	0.08214592	0.1385501	0	0	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	0	-1.74614	0	1.53281	-0.00878064	0.218025	0.385414	0.13855	2.77495	2.913502	1.59065	0.517523	2.22108
60	-939.2983	-910.5151	-28.78321	0.0015989	0.0261641	19.9774	0.0603358	0.0337394	0.249081	3.17247	7.69723	4.37471	6.90622	0.0169746	0.277769	212.088	1.15837	0.647754	4.78203	0.0015989	0.0261641	19.9774	0	0	0	0	-1.47601	0	0	0	-2.22269	-0.267545	-0.650713	0	3.127321	1.655321	0.09419383	0.07974145	1	0	0	0	1	1	1	0	1	0	1	1	0	0	1	1	-0.56183	0	-0.0997251	-0.264795	0	0	0.408815	0.868822	0.0797414	3.12732	3.207062	1.15837	0.647754	4.78203
70	-939.1606	-910.497	-28.66366	0.00139548	0.0200777	31.1436	0.0884395	0.0525026	0.0265707	4.31085	3.27489	4.74473	6.05105	0.014091	0.202735	314.474	3.47146	2.06085	1.04296	0.00139548	0.0200777	31.1436	0	0	0	0	0.467645	0	-0.636581	0	-2.39138	0	0	-0.956259	2.776825	1.555113	0.09903394	0.04978248	1	0	1	0	1	0	0	1	1	1	0	0	1	0	1	0	0.365269	0.202502	0	0	-0.107174	0	2.00976	0	0.0497825	2.77682	2.826607	3.47146	2.06085	1.04296
80	-940.5842	-911.4571	-29.12713	0.00348888	0.0237249	29.2678	0.0389097	0.0722292	0.426529	3.42044	5.68289	5.52985	7.12013	0.0313341	0.213077	262.858	0.366284	0.679944	4.01521	0.00348888	0.0237249	29.2678	0	0	0	0	-0.641356	-0.230337	0	0	-2.31682	0	-0.578036	0	3.10687	1.633494	0.1113444	0.1062281	1	1	0	0	1	0	1	0	1	0	1	1	0	1	0	0	1.48143	0	-0.154236	-1.65942	0	0.562464	0	0	0.106228	3.10687	3.213098	0.366284	0.679944	4.01521
90	-936.1304	-909.4176	-26.71276	0.00638835	0.0272741	29.1165	0.0485181	0.00817671	0.00817671	3.83195	3.83195	3.79161	5.72775	0.051501	0.219876	234.728	5.93369	1	1	0.00638835	0.0272741	29.1165	0	0	0	0	0	0	0	0	-2.26976	0	0	0	2.669509	1.687808	0.1240433	0.01480314	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0.614244	0	1.88261	-0.905029	1.78065	0	0.0148031	2.66951	2.684312	5.93369	1	1
