Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-545.6333	-518.2883	-27.345	0.0341374	3.12794	6.97929	1.59568	0.681767	0.849449	3.5403	14.9971	3.68288	6.9069	0.0376528	3.45005	7.698	1.87849	0.802599	1	0.0341374	3.12794	6.97929	0	0	0	0	0	-1.5441	0	-0.121633	-1.21244	1.0813	0	0	1.962924	3.158448	0.9066368	0.9740313	0	1	0	1	1	1	0	0	0	1	0	0	0	0	1	1	0	0.394916	0	0	0	0	0.630468	-0.2199	0.974031	1.96292	2.936955	1.87849	0.802599	1
10	-553.0086	-521.9618	-31.04686	0.109218	8.0804	6.99169	1.83449	0.976555	0.976555	6.26196	10.2052	4.08769	9.11564	0.0795005	5.88176	5.08929	1.87853	1	1	0.109218	8.0804	6.99169	0	0	0	0	-0.848505	-1.14662	0	0	-0.977243	0.804347	0	0	2.557677	4.131922	1.373805	1.204951	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	-1.9301	0	0	0.867003	0.630489	0	1.20495	2.55768	3.762628	1.87853	1	1
20	-550.0553	-519.0142	-31.04109	0.0951648	6.36432	7.23544	1.48766	0.995568	0.514518	6.74093	14.7281	6.32979	11.9445	0.0764605	5.11344	5.81334	1.62872	1.08996	0.563303	0.0951648	6.36432	7.23544	0	0	0	0	0.771469	0	0	-0.146645	-0.972864	1.32723	0.397002	0	4.329275	3.680618	1.244627	0.9133952	1	0	0	1	1	1	1	0	1	1	0	0	1	0	0	0	-0.672547	0.50389	0	0	0.821047	0	0	0	0.913395	4.32928	5.24267	1.62872	1.08996	0.563303
30	-549.0322	-518.5312	-30.501	0.0524147	5.50265	8.18038	1.722	1.02887	0.431771	3.73827	18.0738	8.18468	9.7007	0.0393719	4.13339	6.14479	1.87451	1.11999	0.47001	0.0524147	5.50265	8.18038	0	0	0	0	1.85802	0	0	0	-1.0376	1.18411	0.522247	0	2.714377	3.977959	1.33127	0.9145688	1	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	1.35684	-0.186698	0	0	0	-0.0133316	0	0.914569	2.71438	3.628946	1.87451	1.11999	0.47001
40	-551.4894	-518.3981	-33.09132	0.0383849	3.10272	8.91978	1.72415	0.398439	0.503519	3.38429	11.4492	2.32847	5.64089	0.0349028	2.82125	8.11062	1.60939	0.37192	0.470006	0.0383849	3.10272	8.91978	0	0	0	0	0	-0.355749	0.568898	0	-1.27351	0.94594	0.522253	0	1.574514	4.813319	1.099765	0.7019679	0	1	1	0	1	1	1	0	0	1	1	0	1	0	1	1	0	1.55097	-1.51843	0	-0.224833	0	-0.165829	-1.1024	0.701968	1.57451	2.276482	1.60939	0.37192	0.470006
50	-553.9082	-517.4769	-36.43128	0.136269	4.09813	19.7505	1.6975	0.465711	0.195435	4.00308	21.0876	3.15822	7.30655	0.0803923	2.4177	11.6519	4.08234	1.11999	0.470004	0.136269	4.09813	19.7505	0	0	0	0	0	-0.141226	0.388383	-0.745673	-1.53701	0.87595	0.522256	0	2.65032	5.256697	1.69505	0.5365899	0	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0.256685	2.17102	-0.161299	0	0.817447	0	0.764979	0	0.53659	2.65032	3.18691	4.08234	1.11999	0.470004
60	-549.549	-516.6459	-32.90308	0.0162793	2.30243	10.0396	1.29221	0.343133	0.363203	3.68177	20.2332	4.88156	8.6243	0.0162022	2.29152	9.99208	1.79156	0.475729	0.503555	0.0162793	2.30243	10.0396	0	0	0	0	0.690639	0	0.830034	-0.745673	-1.31265	1.51639	0.474561	0	3.332586	2.496312	1.004758	0.5440621	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	1	0	1.67678	0	0.105839	0	-0.991597	0	-0.845882	0.544062	3.33259	3.876649	1.79156	0.475729	0.503555
70	-551.7164	-523.1554	-28.56101	0.0464462	1.45238	5.90458	1.11598	0.690468	0.313667	4.93564	14.3549	2.42757	6.89999	0.0631263	1.97397	8.02506	1.79157	1.10846	0.503554	0.0464462	1.45238	5.90458	0	0	0	0	0	-0.122408	0.100677	-0.745675	-1.31246	0.694835	0.474562	0	2.38045	2.778484	0.735767	0.6229058	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	-0.829948	1.26766	0.24022	0	0	0	0	0	0.622906	2.38045	3.003356	1.79157	1.10846	0.503554
80	-549.5695	-521.028	-28.54155	0.0205767	4.8038	8.22815	1.94299	0.414971	0.722013	3.75776	8.1127	3.18549	6.51389	0.0259267	6.05281	10.3675	1.35511	0.289415	0.503557	0.0205767	4.8038	8.22815	0	0	0	0	0	-1.10341	0	-0.745681	-1.40287	1.16537	0.474558	0	1.667989	3.081546	0.7936487	0.8349844	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0.486716	-0.279199	-1.34287	0.834984	1.66799	2.502974	1.35511	0.289415	0.503557
90	-548.0855	-516.253	-31.83254	0.0441772	2.28441	8.24366	1.05807	0.294467	0.843316	3.16921	31.1254	2.60688	6.11723	0.0434763	2.24817	8.11286	1.23923	0.344887	0.987714	0.0441772	2.28441	8.24366	0	0	0	0	0	-2.06137	0	-0.745683	-1.27306	0.949404	0	-0.0463859	2.309045	2.930584	1.016123	0.6404911	0	1	0	1	1	1	0	1	1	1	0	0	0	1	1	1	-0.923738	0.239371	0	0	0	-0.231974	0.137721	-1.00013	0.640491	2.30904	2.949536	1.23923	0.344887	0.987714
