Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-359.8928	-335.5054	-24.38746	1.93623	0.550707	1.54583	11.3916	0.463952	1.19314	11.8795	12.6087	1.68103	13.0846	6.04632	1.71971	4.82719	14.1218	0.575148	1.4791	1.93623	0.550707	1.54583	0	0	0	0	0	0	0	-0.694538	0	-0.609034	0	0.621361	0.01692343	0.8911466	0.3202327	1.847495	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1.95794	2.48603	0	1.84749	0.0169234	1.864418	14.1218	0.575148	1.4791
10	-362.4933	-337.6708	-24.82249	0.996426	0.891826	0.996426	10.3562	0.788412	0.788412	11.4003	11.5148	1.74155	12.2985	1.11729	1	1.11729	13.1356	1	1	0.996426	0.891826	0.996426	0	0	0	0	0	-0.873128	0.259977	0	0	0	0	0	0.173125	1.343907	0.8918264	1.860243	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	-1.50404	0	0	0.110903	2.57532	0	1.86024	0.173125	2.033368	13.1356	1	1
20	-361.3772	-336.3781	-24.99912	0.337154	0.399824	0.399824	9.37156	0.839793	0.888832	10.7116	13.1653	2.2289	12.2039	0.843257	1	1	10.5557	0.945909	1.00115	0.337154	0.399824	0.399824	0	0	0	0	0	0	0	-0.0980258	0	0	0.0833842	0	0.5666967	0.8525956	0.3998237	1.912499	0	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	0.941918	1.75899	0	0	-0.170484	0	2.30221	0	1.9125	0.566697	2.479196	10.5557	0.945909	1.00115
30	-368.132	-334.361	-33.77098	1.71532	3.37673	0.0426367	12.4625	1.03417	0.999019	15.6193	15.5165	4.23908	17.6855	5.36802	10.5673	0.133429	12.2972	1.02045	0.985773	1.71532	3.37673	0.0426367	0	0	0	0	0	0.0763844	-0.606438	0	0	-2.64861	0	-0.0227463	1.503763	1.476675	0.3195453	2.343813	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	2.71534	-0.34565	2.51529	0	2.34381	1.50376	3.847576	12.2972	1.02045	0.985773
40	-371.1938	-334.1006	-37.09315	2.91739	4.14596	0.071766	12.5268	1.19425	1.19425	16.2528	13.8614	4.92033	16.4471	7.5685	10.7557	0.18618	10.4892	1	1	2.91739	4.14596	0.071766	0	0	0	0	0	0	0	0	0	-2.66847	0	0	0.5216049	1.311372	0.3854656	2.61423	0	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	-0.218329	-2.89255	1.69232	0	2.71839	0	2.35035	0	2.61423	0.521605	3.135835	10.4892	1	1
50	-371.141	-333.2705	-37.87048	2.60457	7.01325	0.063791	10.788	1.03716	0.630524	13.3999	13.2009	3.24244	14.9152	4.05078	10.9074	0.0992114	8.4814	0.8154	0.495711	2.60457	7.01325	0.063791	0	0	0	0	0	0	1.14299	-0.511377	0	-2.6842	0.306006	0	1.159706	0.8663996	0.642981	1.917914	0	0	1	1	0	1	1	0	1	1	0	1	1	1	1	1	-0.0896056	0.123829	0	0.158591	2.71695	-0.619552	2.64396	-0.705963	1.91791	1.15971	3.07762	8.4814	0.8154	0.495711
60	-376.8105	-335.382	-41.4285	3.17276	8.1125	0.0788093	11.6902	1.03072	0.562099	13.1226	12.5834	1.65942	13.5771	4.10503	10.4962	0.101966	16.1764	1.42627	0.777811	3.17276	8.1125	0.0788093	0	0	0	0	2.56651	-1.27292	1.59788	-0.2822	0	-2.64103	0	-0.398867	0.1311653	0.6786366	0.7728961	1.892017	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	0	-1.12312	0	0	0	2.71883	-0.619356	2.88735	0	1.89202	0.131165	2.023183	16.1764	1.42627	0.777811
70	-374.8314	-338.6082	-36.22311	3.406	8.72846	0.0842551	11.9847	0.628368	0.628368	13.9945	13.9945	2.63819	15.3136	4.11026	10.5333	0.101677	19.0727	1	1	3.406	8.72846	0.0842551	0	0	0	0	0	0	1.68673	0	0	-2.64499	0	0	0.9768339	0.3915855	0.8286574	1.678874	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	1.66997	0	0	0.732045	2.72148	-0.619708	2.94826	0	1.67887	0.976834	2.655708	19.0727	1	1
80	-369.6195	-335.2819	-34.33754	2.61239	3.64936	0.0641846	10.3455	1.74766	0.845658	13.3246	11.5491	3.82471	14.1092	7.62795	10.6558	0.187414	5.91964	1	0.483879	2.61239	3.64936	0.0641846	0	0	0	0	0	0	0.231749	0.33249	0	-2.65799	0	0	0.5432117	0.8900759	0.3424756	2.482001	0	0	1	1	0	1	0	0	0	1	1	0	1	0	1	1	0	-1.23565	0.55182	0	2.72349	0	2.5042	-0.72592	2.482	0.543212	3.025213	5.91964	1	0.483879
90	-369.0306	-335.6031	-33.42748	3.52565	0.229983	0.192999	12.3344	1.48606	1.48606	13.9167	14.0499	3.06828	15.4902	12.6559	0.825562	0.692803	8.30011	1	1	3.52565	0.229983	0.192999	0	0	0	0	0	0	0	-0.311614	0.287434	0	0	0	0.08812082	0.8757614	0.2785774	3.008827	0	0	0	1	1	0	0	0	1	1	1	0	1	1	1	0	2.48503	0.869407	1.52835	0	2.72133	-0.370955	2.11627	0	3.00883	0.0881208	3.096948	8.30011	1	1
