Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-509.0805	-484.9903	-24.09023	0.360826	4.21413	9.64928	2.0677	1.74462	1.66665	3.89658	3.80499	3.58608	5.62457	0.27303	3.18876	7.30143	1.15473	0.974307	0.930765	0.360826	4.21413	9.64928	0	0	0	0	-1.09172	0	0	0.737395	1.07764	0	-0.11943	0	0.06967576	0.1777642	1.32156	1.818349	1	0	0	1	1	0	1	0	1	1	0	0	0	1	1	0	-0.0622774	0.865827	0	0	0	0.924764	0.0460919	0	1.81835	0.0696758	1.888025	1.15473	0.974307	0.930765
10	-507.2034	-484.4569	-22.74644	0.10568	3.36186	8.8467	1.92667	1.4073	1.21803	3.43658	3.24731	2.72794	4.70592	0.0676228	2.15121	5.66088	1.254	0.915961	0.79277	0.10568	3.36186	8.8467	0	0	0	0	0	0	0	-0.290109	0.670624	1.39751	-0.18789	0	0.07256068	0.1884977	1.562779	1.489189	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	1	1.13451	0	0	0	0	-0.0971009	0	-0.0468319	1.48919	0.0725607	1.56175	1.254	0.915961	0.79277
20	-511.41	-486.7714	-24.63853	0.203021	1.4234	3.00763	1.79065	1.37065	0.999254	4.78622	4.66145	3.57274	6.45374	0.179787	1.26051	2.66344	1.254	0.959878	0.699784	0.203021	1.4234	3.00763	0	0	0	0	0	0.378854	0.67602	0	1.75338	-0.293591	-0.18789	0	1.082632	0.09983041	1.12923	1.348563	0	1	1	0	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0.996072	0	-0.504848	0	-0.171593	0	1.34856	1.08263	2.431195	1.254	0.959878	0.699784
30	-515.7671	-489.0514	-26.71575	0.0121044	1.41703	6.99183	1.90679	1.6158	1.6158	5.16776	4.82485	5.17688	7.53667	0.0216541	2.53498	12.5079	1	0.847389	0.847389	0.0121044	1.41703	6.99183	0	0	0	0	-0.704385	-0.321669	0.60759	0	2.19492	0.880676	0	0	1.132195	0.2274419	0.5589914	1.707494	1	1	1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	0	-0.122198	0.843734	-0.376011	0	0	-0.165595	1.70749	1.13219	2.839689	1	0.847389	0.847389
40	-512.1501	-488.5973	-23.55277	0.730596	0.147677	0.733037	2.19596	1.86083	0.946661	4.17369	3.27553	2.93656	5.19247	0.788121	0.159305	0.790755	1	0.847389	0.431092	0.730596	0.147677	0.733037	0	0	0	0	0.794633	0	0	0.0115108	0.197655	0	0	0	0.08911549	0.04772812	0.9270096	1.569793	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1.45022	-1.88001	-0.675839	-0.165595	1.56979	0.0891155	1.658909	1	0.847389	0.431092
50	-513.0639	-488.1343	-24.92961	0.275647	4.86337	44.3154	1.59354	1.59354	1.59354	3.68581	3.61661	3.87248	5.56412	0.124964	2.2048	20.0903	1	1	1	0.275647	4.86337	44.3154	0	0	0	0	0	-0.400463	-0.556835	0	0	1.5411	0	0	0.3704086	0.1938301	2.205807	1.593539	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1.99712	0	1.71115	0	0	0	1.59354	0.370409	1.963948	1	1	1
60	-513.4546	-486.2309	-27.22372	0.0497987	3.04933	8.23818	1.96824	1.25689	1.94612	3.28967	3.99425	3.29687	5.28835	0.0356605	2.1836	5.89929	1.38397	0.883789	1.36842	0.0497987	3.04933	8.23818	0	0	0	0	1.76909	-0.193896	0	0	0	2.47031	0	-0.240796	0.05527345	0.2937786	1.396468	1.688553	1	1	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	-0.909956	0	0.194864	-0.486384	0.515076	0	1.68855	0.0552735	1.743827	1.38397	0.883789	1.36842
70	-510.5704	-484.8029	-25.76758	0.35678	5.16733	16.6324	2.18947	1.39817	2.16485	3.73982	4.52116	3.7264	5.99342	0.137961	1.99812	6.43146	1.38397	0.883789	1.36841	0.35678	5.16733	16.6324	0	0	0	0	0.569206	0	0	0.818053	0.253379	1.2416	0	-0.240796	0.1135835	0.1351183	2.586092	1.878347	1	0	0	1	1	1	0	1	1	0	0	0	1	0	1	0	-1.40535	0	0	0	0.572626	0	0.515072	0	1.87835	0.113584	1.99193	1.38397	0.883789	1.36841
80	-514.1194	-484.6142	-29.50513	0.282515	16.9216	57.8643	1.94164	1.08627	0.940281	4.05198	3.906	2.60779	5.2218	0.158191	9.47505	32.4004	1.54803	0.866057	0.749664	0.282515	16.9216	57.8643	0	0	0	0	0	0	-0.679369	0	0	1.36639	-0.0929934	-0.240796	0.5916903	0.3321816	1.785914	1.256381	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	-0.43515	-0.566385	1.60651	0.422882	0.787566	1.54766	0.00504661	0	1.25638	0.59169	1.848072	1.54803	0.866057	0.749664
90	-507.2941	-484.1363	-23.15786	0.091722	4.72749	7.33068	1.85128	1.04176	1.04176	3.32056	3.17204	3.14397	4.62919	0.0574717	2.96218	4.5933	1	0.562726	0.562726	0.091722	4.72749	7.33068	0	0	0	0	0	-1.14425	0	-0.0883616	0	2.11667	0	0	0.3359281	0.1679754	1.595951	1.261836	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0.442605	0	0	0	-0.245937	0	0	-0.574962	1.26184	0.335928	1.597765	1	0.562726	0.562726
