Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-909.7691	-888.26	-21.50907	0.16442	0.0543235	0.506197	0.48587	1.14005	0.232161	2.13371	1.54549	3.13934	3.13077	0.994339	0.328524	3.06125	0.979589	2.29852	0.468073	0.16442	0.0543235	0.506197	0	0	0	0	-1.42375	0	0.27384	-0.332107	0.0779319	0.494012	0	-0.211247	0.6108227	0.2787293	0.1653563	0.504752	1	0	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.339582	-0.62665	0.504752	0.610823	1.115575	0.979589	2.29852	0.468073
10	-908.0807	-886.7779	-21.30275	0.694786	0.0518121	0.670063	0.697773	0.990764	0.39386	2.20075	1.7064	2.26044	3.04622	2.40465	0.179321	2.31908	1.07656	1.5286	0.607669	0.694786	0.0518121	0.670063	0	0	0	0	-0.664102	0	0	-0.332107	-1.20088	0.479059	-0.136469	-0.211247	0.4560465	0.2787334	0.2889345	0.64815	1	0	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0.0452589	0	0.299661	0	0	0	0	0.64815	0.456046	1.104196	1.07656	1.5286	0.607669
20	-925.0711	-894.9361	-30.13505	0.521374	0.127918	0.285542	0.520174	1.26574	0.50772	2.04458	2.77307	4.63423	3.84006	0.770688	0.189087	0.422085	0.979589	2.38363	0.956135	0.521374	0.127918	0.285542	0	0	0	0	1.82648	1.20531	0.569523	-0.332107	0.401786	0.178636	0	-0.211247	0.6491094	0.3199935	0.6765043	0.6940205	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	-1.32885	0	-0.176824	0	-1.4501	0.111625	0.375942	0.0512635	0.694021	0.649109	1.34313	0.979589	2.38363	0.956135
30	-911.0862	-884.5952	-26.49098	0.568759	0.029074	1.40508	0.85632	0.910815	0.386513	2.03741	2.35092	3.13148	3.29726	1.05265	0.0538098	2.6005	1.27297	1.35398	0.574574	0.568759	0.029074	1.40508	0	0	0	0	0	0	0	-0.153788	0.0133595	0.620276	-0.378745	-0.211247	0.5184558	0.3754915	0.5403102	0.6705176	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	-0.503943	-1.41096	0.484742	0	-1.48234	1.0494	0	-0.00972983	0.670518	0.518456	1.188973	1.27297	1.35398	0.574574
40	-909.2158	-882.1802	-27.03558	0.861227	0.0562823	1.79279	1.0293	0.856713	0.367109	2.47435	3.23762	4.23461	4.33367	1.05252	0.0687837	2.191	1.27297	1.05952	0.454013	0.861227	0.0562823	1.79279	0	0	0	0	-0.922792	0	-0.439414	0	0	0.524357	-0.378745	-0.211247	0.9670068	0.3754915	0.8182506	0.6866331	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	0	0	-0.824403	0.202618	0.662971	-1.45385	1.06646	-0.245231	0	0.686633	0.967007	1.65364	1.27297	1.05952	0.454013
50	-909.3085	-888.9991	-20.30935	1.13987	0.0531686	1.09186	0.657435	1.09845	0.418596	3.25226	2.57241	3.01342	4.41904	1.06674	0.0497574	1.02181	0.979589	1.6367	0.623715	1.13987	0.0531686	1.09186	0	0	0	0	0	0	0.319817	0	0	0.661755	0	-0.211247	1.058098	0.3966995	1.068557	0.6711335	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0.389035	-1.45721	0	0	0	0.671133	1.0581	1.729231	0.979589	1.6367	0.623715
60	-907.014	-882.5123	-24.50164	0.698636	0.0109218	1.72914	0.907118	0.773093	0.29461	2.3655	3.7274	3.65205	4.33285	1.11434	0.0174205	2.75801	0.979589	0.834857	0.318147	0.698636	0.0109218	1.72914	0	0	0	0	0.0120108	0.255064	0	0	0	1.10898	0	-0.211247	1.089035	0.5186289	0.6269506	0.5911728	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	0	0	-0.771983	-0.0504743	0.310546	-1.46367	0	-0.67318	0	0.591173	1.08903	1.680208	0.979589	0.834857	0.318147
70	-907.3783	-883.7062	-23.67219	0.396742	0.00663663	0.974001	0.73379	0.962439	0.3031	2.85715	1.93838	2.68664	3.69731	1.11208	0.0186027	2.73015	0.979589	1.28483	0.404629	0.396742	0.00663663	0.974001	0	0	0	0	0	0	0.717597	0	0	1.08817	0	-0.211247	0.8019421	0.4531703	0.3567569	0.5981959	0	0	1	0	0	1	0	1	1	1	0	0	1	1	1	1	-0.455138	0.252926	0	0	-1.44656	0.0192602	-0.24206	-0.190663	0.598196	0.801942	1.400138	0.979589	1.28483	0.404629
80	-909.6406	-887.3406	-22.30005	0.162131	0.0630731	0.944224	0.46077	0.919363	0.350351	2.53115	1.33659	2.52582	3.06237	1.14438	0.445192	6.66466	0.979589	1.95455	0.744839	0.162131	0.0630731	0.944224	0	0	0	0	-0.69404	0	-0.0419551	0	-0.112417	0.584915	0	-0.211247	0.6273985	0.3485575	0.1416761	0.5294498	1	0	1	0	1	1	0	1	1	1	0	0	1	0	1	0	-0.501613	1.02215	0	0	0.611215	0	0.177474	0	0.52945	0.627398	1.156848	0.979589	1.95455	0.744839
90	-914.2081	-893.5889	-20.61926	0.190689	0.266717	0.266717	0.485539	1.09382	0.156396	1.72982	1.33165	1.97265	2.33665	1	1.3987	1.3987	0.979589	2.20681	0.315534	0.190689	0.266717	0.266717	0	0	0	0	0	0.402537	0	-0.303709	0	0	0	-0.211247	0.2722164	0.3166557	0.1906892	0.4363137	0	1	0	1	0	0	0	1	0	1	1	0	1	0	1	1	0	-0.675769	0.0678163	0	0.335542	0	0.298864	-0.98029	0.436314	0.272216	0.70853	0.979589	2.20681	0.315534
100	-913.4483	-888.1925	-25.25586	0.155579	0.067682	0.108888	0.59168	0.988583	0.130229	2.60907	1.29148	3.06907	3.19144	1.62065	0.705034	1.13427	0.979589	1.6367	0.215609	0.155579	0.067682	0.108888	0	0	0	0	1.50579	0	0.788441	0	-0.69804	0	0	-0.211247	0.706532	0.2803805	0.09599831	0.423906	1	0	1	0	1	0	0	1	1	1	1	0	0	1	0	1	-2.03331	0.0748473	-0.141441	0	0	0.259306	0	-1.06223	0.423906	0.706532	1.130438	0.979589	1.6367	0.215609
