Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-1014.682	-986.696	-27.98594	0.314352	3.09488	4.348	0.36154	0.36154	0.36154	14.3229	14.316	1.13092	8.67475	0.124323	1.22399	1.71958	1	1	1	0.314352	3.09488	4.348	0	0	0	0	-0.0713762	0.754192	1.05502	0.160946	0	-0.721127	0	0	2.077339	1.603384	2.528524	0.3615402	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	-1.93755	0	0	0	-1.34068	0	0	0.36154	2.07734	2.438879	1	1	1
10	-1016.016	-988.6595	-27.35667	0.932733	3.02442	4.61511	0.639927	0.139878	0.66467	19.5686	22.02	1.58182	12.7926	0.396488	1.28563	1.9618	1.63921	0.358306	1.70259	0.932733	3.02442	4.61511	0	0	0	0	0	0.752682	1.53793	0	0	-0.896435	-1.07169	0	3.443322	1.603384	2.352488	0.3903873	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	-1.69712	0	0	0	0	0	0	0.390387	3.44332	3.833709	1.63921	0.358306	1.70259
20	-1018.252	-989.3187	-28.93368	1.04537	5.35375	3.45614	0.617838	0.58478	0.281027	13.2066	14.1341	1.40696	8.81614	0.38943	1.99443	1.28751	1.71184	1.62024	0.77864	1.04537	5.35375	3.45614	0	0	0	0	0	0.752869	1.37986	0.0259981	0.521621	-0.680747	0.503886	0	2.293893	1.722813	2.684353	0.4665217	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	-1.61083	0	0	0	0	0	0.769938	0.466522	2.29389	2.760415	1.71184	1.62024	0.77864
30	-1015.341	-987.4043	-27.93695	0.761585	4.56696	2.92789	0.393377	0.393377	0.393377	14.4351	15.8342	1.5658	9.8147	0.331228	1.98626	1.2734	1	1	1	0.761585	4.56696	2.92789	0	0	0	0	0	0.75246	1.00366	0	0.521626	-0.666084	0	0	2.924066	1.939944	2.299277	0.3933771	0	1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	-0.209785	-1.16586	0	-0.391135	0	-0.177008	0	0	0.393377	2.92407	3.317444	1	1	1
40	-1018.071	-987.0909	-30.97993	0.147464	4.21016	2.8321	0.485051	0.485051	0.485051	82.3447	9.49176	1.39729	10.0008	0.0715908	2.04395	1.37493	1	1	1	0.147464	4.21016	2.8321	0	0	0	0	-1.70893	0.752281	0.862966	0	0.521649	-0.768153	0	0	2.708761	1.495052	2.059816	0.4850506	1	1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	-0.571787	-1.31596	0	-0.133148	0	-1.6035	0	0	0.485051	2.70876	3.193811	1	1	1
50	-1017.507	-991.0099	-26.49668	0.793878	2.30123	3.37296	0.370978	0.370978	0.370978	15.7739	17.3154	1.06405	9.62678	0.433024	1.25522	1.8398	1	1	1	0.793878	2.30123	3.37296	0	0	0	0	0	0.752739	0.896131	0	0	-0.81102	0	0	1.994867	2.159579	1.833334	0.3709784	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	-0.533528	-1.82134	0	-1.19939	0	0	0	0	0.370978	1.99487	2.365846	1	1	1
60	-1016.571	-991.0966	-25.47439	0.451397	5.67999	2.1092	0.503654	1.05711	0.494424	9.51123	9.76332	2.13138	7.30848	0.33429	4.20642	1.56201	0.785865	1.64944	0.771462	0.451397	5.67999	2.1092	0	0	0	0	0	0.752291	1.12102	0	0.423061	-0.872734	0.522535	0	1.916261	1.576822	1.350316	0.6408916	0	1	1	0	1	1	1	0	1	0	0	0	1	0	0	0	-1.1309	0	0	0	0.786836	0	0	0	0.640892	1.91626	2.557153	0.785865	1.64944	0.771462
70	-1016.614	-987.4594	-29.15413	0.562083	3.9005	3.40818	0.263024	1.19086	1.19086	9.78406	14.4714	2.66689	8.27917	0.28751	1.99514	1.74331	0.22087	1	1	0.562083	3.9005	3.40818	0	0	0	0	0.253319	0.751567	1.10798	0	0.423057	-1.01881	0	0	1.514925	1.979505	1.955004	0.7198436	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	-1.91538	-0.251104	0	0	0	0	0	-1.51018	0.719844	1.51492	2.234768	0.22087	1	1
80	-1020.52	-986.9277	-33.59183	0.500471	3.21095	2.68099	0.428719	0.514798	0.424518	17.9222	10.8256	1.46362	8.65715	0.308876	1.9817	1.65462	0.879592	1.0562	0.870972	0.500471	3.21095	2.68099	0	0	0	0	-0.386317	0	1.33532	0	0.423053	-0.949356	0.278207	0	2.282199	1.60744	1.6203	0.4541876	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	-3.05388	0	-0.955922	1.14934	0.0127146	0	-0.211767	0	0.454188	2.2822	2.736387	0.879592	1.0562	0.870972
90	-1017.505	-988.9441	-28.56056	0.198754	2.81705	1.6883	0.431637	0.593689	0.431637	12.8997	8.95994	2.3633	8.6218	0.187797	2.66175	1.59523	1	1.37544	1	0.198754	2.81705	1.6883	0	0	0	0	-0.277996	0	0.993999	0	0.339387	-0.845455	0	0	3.080816	1.514527	1.058344	0.4800268	1	0	1	0	1	1	0	0	0	1	0	1	1	1	1	0	0	-1.87829	0	-0.139228	0.41699	-0.643386	0.31877	0	0.480027	3.08082	3.560842	1	1.37544	1
