Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-544.9158	-519.0173	-25.89851	0.335147	2.24895	0.32565	0.532519	4.62208	3.49266	5.55116	4.36223	9.17473	9.37378	0.53912	3.61769	0.523843	0.287814	2.49813	1.8877	0.335147	2.24895	0.32565	0	0	0	0	0.156454	0	-0.383871	-1.17887	0	-1.02421	0.825225	0	0.3520915	1.374418	0.6216552	2.048532	1	0	1	1	0	1	1	0	1	0	0	0	0	1	1	1	0.955357	0	0	0	0	0.0107275	-0.156124	0.23079	2.04853	0.352091	2.400624	0.287814	2.49813	1.8877
10	-546.813	-518.4176	-28.39534	0.541731	2.72239	0.526389	0.861706	0.795932	4.26381	2.0334	5.62046	5.67104	6.64126	0.664152	3.33759	0.645342	0.371376	0.343029	1.83761	0.541731	2.72239	0.526389	0	0	0	0	-0.265131	0	0	-1.29627	0	-1.02359	0.69646	0.416084	0.3400288	1.236631	0.8156733	1.430027	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	0.533793	0	0.907811	0.142646	-0.0798151	0.218923	-1.45202	0	1.43003	0.340029	1.770056	0.371376	0.343029	1.83761
20	-548.2555	-514.6524	-33.60317	0.00532988	0.273611	1.34187	0.987301	0.939138	4.6011	2.47757	6.05556	6.10719	7.31596	0.019998	1.0266	5.03478	0.409436	0.389463	1.90809	0.00532988	0.273611	1.34187	0	0	0	0	0.159087	0	0.61807	-1.68589	2.40565	1.62797	0.671125	0.338109	0.3718021	1.057372	0.2665203	1.621861	1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	0	-0.813517	0	-1.05397	-0.607761	-1.39005	0.100097	1.62186	0.371802	1.993663	0.409436	0.389463	1.90809
30	-539.541	-514.8679	-24.67303	0.501914	0.0527423	0.520755	1.99635	0.722323	1.99635	2.86429	5.14393	2.86867	5.05089	2.23836	0.235213	2.32239	0.733452	0.265379	0.733452	0.501914	0.0527423	0.520755	0	0	0	0	0.24608	-0.426683	0	-1.68572	0	1.31295	0	0	0.1780646	0.670233	0.2242325	1.422552	1	1	0	1	0	1	0	0	0	1	0	0	1	0	1	1	0	0.876171	0	0	0.201076	0	-1.3266	-0.309994	1.42255	0.178065	1.600617	0.733452	0.265379	0.733452
40	-541.0669	-514.8274	-26.23954	0.0102715	0.12018	0.0100532	0.979915	1.94064	3.79167	3.56253	5.41356	6.37428	7.67518	0.223428	2.61418	0.218679	0.34575	0.684728	1.33784	0.0102715	0.12018	0.0100532	0	0	0	0	0	0	0.170061	-1.61119	0	-0.765425	0.593688	0	0.4539446	0.4827983	0.04597254	1.931914	0	0	1	1	0	1	1	0	0	0	1	1	0	1	1	0	0	0	-1.94449	0.203244	0	-1.02893	-1.14972	0	1.93191	0.453945	2.385859	0.34575	0.684728	1.33784
50	-537.4466	-512.242	-25.2046	0.0290328	0.0371177	0.239607	0.828235	1.4108	3.74227	2.61213	4.94359	6.0385	6.69283	0.561394	0.717728	4.63318	0.306132	0.52146	1.38321	0.0290328	0.0371177	0.239607	0	0	0	0	0	0	0	-1.54218	0.905135	1.69768	0.66172	0	0.3414272	0.6854336	0.05171556	1.635253	0	0	0	1	1	1	1	0	1	0	0	0	1	0	1	0	0.864255	0	0	0	0.624245	0	-1.51045	0	1.63525	0.341427	1.976681	0.306132	0.52146	1.38321
60	-545.2817	-515.8783	-29.40337	0.794732	0.422731	0.794732	0.867839	0.615155	4.47185	10.9588	6.38307	6.31769	8.54861	1.88	1	1.88	0.423659	0.300305	2.18306	0.794732	0.422731	0.794732	0	0	0	0	2.12328	0	0	-1.6166	0	0	0.711082	0.673334	1.384197	0.751366	0.4227305	1.336504	1	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	-2.41888	0	0	0	0	0.63127	-1.28106	0	1.3365	1.3842	2.720701	0.423659	0.300305	2.18306
70	-537.7258	-514.1565	-23.56928	0.838814	0.498687	0.679847	0.60611	0.891442	2.58951	2.0542	5.54444	4.02983	5.25834	1.1793	0.701112	0.955808	0.541914	0.797025	2.31525	0.838814	0.498687	0.679847	0	0	0	0	0	-0.424509	-0.136764	-1.53779	-0.0921935	0	0.626943	0.829218	0.5840893	0.8594478	0.7112796	1.118462	0	1	1	1	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	-0.00186778	-0.235361	0	0	0	1.11846	0.584089	1.702551	0.541914	0.797025	2.31525
80	-538.4087	-513.5655	-24.84326	0.736163	0.150351	0.767984	0.50652	0.937023	2.74546	2.55084	4.88273	4.78978	6.06164	1.09024	0.222666	1.13737	0.463741	0.857886	2.51359	0.736163	0.150351	0.767984	0	0	0	0	0	0	0	-1.88152	0	1.5077	0.730759	0.877992	0.885308	0.6053691	0.6752302	1.092246	0	0	0	1	0	1	1	1	0	1	0	0	1	1	0	0	0	0.387119	0	0	0.390752	-0.83886	0	0	1.09225	0.885308	1.977554	0.463741	0.857886	2.51359
90	-540.7882	-512.4175	-28.37067	0.39568	0.206529	0.396991	0.369006	1.19791	3.86027	1.98318	4.78272	5.11895	5.77254	1.075	0.561105	1.07856	0.308798	1.00246	3.23042	0.39568	0.206529	0.396991	0	0	0	0	0	-0.0839864	0.547318	-2.07738	0	0.117843	1.01714	1.05018	0.1459238	0.5472885	0.3680749	1.194975	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	-1.92155	0	-0.899261	-0.458319	-0.429901	0	0	0	1.19497	0.145924	1.340899	0.308798	1.00246	3.23042
