Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-902.5808	-877.5705	-25.01034	0.0103289	0.72312	1.06188	0.107483	0.0260263	0.0904377	1.03525	1.09966	1.0182	1.57656	0.0401628	2.81177	4.12898	2.20916	0.534932	1.85882	0.0103289	0.72312	1.06188	0	0	0	0	0	0	0	-1.63055	-0.583492	0	0.353102	0	0.6376262	0.4580895	0.2571765	0.06324608	0	0	0	1	1	0	1	0	0	0	1	0	1	1	0	1	0	0	-1.8617	0	-1.90505	1.14208	0	0.786934	0.0632461	0.637626	0.7008723	2.20916	0.534932	1.85882
10	-904.067	-875.5569	-28.51012	0.0182569	1.11154	1.10061	0.0766584	0.046691	0.0476549	1.41672	1.56305	1.53309	2.25256	0.0483369	2.94292	2.91399	1.69639	1.03323	1.05457	0.0182569	1.11154	1.10061	0	0	0	0	0	0	0.311337	-1.52539	-0.609222	0	0	-0.353197	0.9813915	0.5670415	0.3777002	0.05545833	0	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0.106515	0	-2.4444	0	-1.66204	0.781401	0.429384	0.184943	0.0554583	0.981392	1.03685	1.69639	1.03323	1.05457
20	-903.154	-877.365	-25.78903	0.0643846	1.73732	0.598545	0.104707	0.0374257	0.0225256	1.48882	1.47392	1.40664	2.18469	0.158561	4.27853	1.47404	3.09477	1.10617	0.665775	0.0643846	1.73732	0.598545	0	0	0	0	0	0	-0.377218	-1.87529	-0.820428	0	0	-1.09005	0.9522525	0.5216094	0.4060566	0.0445254	0	0	1	1	1	0	0	1	0	0	1	1	0	0	1	0	0	0	-2.53707	-0.218221	0	0	0.823811	0	0.0445254	0.952253	0.9967779	3.09477	1.10617	0.665775
30	-903.6345	-877.881	-25.75352	0.0335536	0.899325	0.302516	0.0561969	0.0273708	0.0345397	1.30037	0.944388	0.820558	1.48877	0.113693	3.04727	1.02504	1.49488	0.728084	0.918782	0.0335536	0.899325	0.302516	0	0	0	0	0.435607	-0.481115	0	-1.81374	-0.593084	-0.685311	0.179108	0	0.6482479	0.3884909	0.2951252	0.03759292	1	1	0	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	-2.49965	0	-1.03528	0	0	0	0.0375929	0.648248	0.6858408	1.49488	0.728084	0.918782
40	-902.3532	-878.2305	-24.12268	0.0635719	1.08754	0.434174	0.0514519	0.0514519	0.0448946	1.50737	0.780419	0.869282	1.46927	0.204554	3.49935	1.39703	1	1	0.872555	0.0635719	1.08754	0.434174	0	0	0	0	0	-0.481102	0	-1.86776	-0.706964	0	0	0	0.628789	0.3286767	0.3107838	0.04916609	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	-2.84949	0.21117	0	0	0	-0.136329	0.0491661	0.628789	0.6779551	1	1	0.872555
50	-906.6625	-879.1189	-27.54363	0.0192117	1.15141	0.340288	0.0273967	0.0272243	0.102117	1.66666	0.957021	1.09282	1.75177	0.0679517	4.07254	1.2036	1.00947	1.00311	3.76261	0.0192117	1.15141	0.340288	0	0	0	0	0	-0.599288	0	-1.75347	-0.767695	-0.476303	0	-0.0335743	0.7573278	0.4061473	0.282726	0.04238876	0	1	0	1	1	1	0	1	1	0	1	1	1	0	0	1	0.22923	0	-2.06114	-0.0265568	-1.09938	0	0	1.33764	0.0423888	0.757328	0.7997166	1.00947	1.00311	3.76261
60	-906.9231	-878.0748	-28.8483	0.0879799	1.6663	0.477952	0.0610183	0.0538314	0.00742146	1.69986	1.12464	1.29101	2.01678	0.213407	4.04185	1.15934	1.20563	1.06362	0.146636	0.0879799	1.6663	0.477952	0	0	0	0	0	-0.599287	-0.981281	-1.82283	-0.758771	-0.565383	0	-0.666351	0.8948422	0.3750648	0.4122626	0.02899536	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	-0.490151	-2.55648	0	0	0	0	-1.67112	0.0289954	0.894842	0.9238376	1.20563	1.06362	0.146636
70	-900.5218	-878.845	-21.67686	0.0522619	1.27332	0.453413	0.115539	0.00850424	0.0183287	1.58095	1.99524	1.61106	2.57439	0.167873	4.09008	1.45643	4.76608	0.350808	0.756077	0.0522619	1.27332	0.453413	0	0	0	0	0.292464	0	0	-1.87855	-0.795004	0	0.591226	0	1.147288	0.355849	0.3113191	0.02621192	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	-1.34663	0	0	0	0.234396	0	0.0262119	1.14729	1.1735	4.76608	0.350808	0.756077
80	-904.4185	-876.5152	-27.90321	0.0224422	1.74276	5.59322	0.0383147	0.0175284	0.0175284	1.73211	2.13994	1.92412	2.88146	0.0878277	6.82029	21.8891	2.18586	1	1	0.0224422	1.74276	5.59322	0	0	0	0	0.178238	0	0	-2.14121	-1.08361	0	0	0	1.324371	0.3953846	0.2555256	0.02274835	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	0	0.0718043	0.00335278	-0.241555	0.00149299	0	2.57351	0.78201	0	0.0227483	1.32437	1.347119	2.18586	1	1
90	-906.6546	-877.3355	-29.31912	0.0145377	1.64255	2.33932	0.0967085	0.0634224	0.0634224	1.64519	2.19263	0.997384	2.23995	0.0506497	5.72267	8.15024	1.52483	1	1	0.0145377	1.64255	2.33932	0	0	0	0	1.5382	0	0.309753	-1.91298	-1.01768	0.633758	0	0	0.9540735	0.4392245	0.2870251	0.07299893	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	-0.0476041	0.927139	-0.344402	0.0550795	-0.520571	1.38023	0.421884	0	0.0729989	0.954074	1.027072	1.52483	1	1
100	-905.4799	-878.9349	-26.54498	0.0629183	1.13196	0.912434	0.184465	0.0906932	0.0917812	1.42808	1.7094	0.857234	1.89028	0.166167	2.98951	2.40974	2.00112	0.983864	0.995667	0.0629183	1.13196	0.912434	0	0	0	0	1.36653	0	0	-1.80475	-0.671571	1.02369	0.00918143	0	0.7198171	0.3081353	0.3786437	0.1153667	1	0	0	1	1	1	1	0	0	1	1	0	0	1	1	0	0	0.927169	-1.83189	0	0	0.17987	0.673099	0	0.115367	0.719817	0.8351838	2.00112	0.983864	0.995667
110	-908.6205	-880.7916	-27.82888	0.0247804	0.871115	4.51162	0.206069	0.10453	0.10453	0.91892	1.2853	0.683792	1.37557	0.112711	3.96219	20.5207	1.97138	1	1	0.0247804	0.871115	4.51162	0	0	0	0	1.17829	0.275228	-0.108625	-1.47986	-0.834666	1.10232	0	0	0.4558662	0.352166	0.2198569	0.1310687	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0.927155	-0.987317	0	0	2.21531	0.678733	0	0.131069	0.455866	0.5869349	1.97138	1	1
120	-905.5957	-878.3118	-27.28386	0.0318215	1.0329	5.46649	0.185952	0.0584265	0.0584265	0.941714	2.2192	1.11235	1.8901	0.0788509	2.55943	13.5455	3.18267	1	1	0.0318215	1.0329	5.46649	0	0	0	0	1.24264	0	0	-1.78408	-0.618396	1.68385	0	0	0.7593794	0.2603278	0.4035662	0.08594225	1	0	0	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	-0.279585	0.40342	-0.679537	1.68518	1.15772	0	0.0859422	0.759379	0.8453217	3.18267	1	1
130	-906.1302	-880.5246	-25.60558	0.0389327	2.00732	1.6903	0.0534342	0.154015	0.218086	1.60757	1.99534	2.09592	2.83265	0.0764451	3.94141	3.31893	0.553428	1.59516	2.25876	0.0389327	2.00732	1.6903	0	0	0	0	0	0	0	-1.80008	-0.883551	2.09481	-0.263564	0	1.135238	0.3390732	0.5092891	0.1215262	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	1	0	-0.207984	-0.977858	0.40342	0	0	0	0.690167	0.121526	1.13524	1.256765	0.553428	1.59516	2.25876
140	-906.3587	-880.616	-25.74263	0.0466457	1.9829	3.36939	0.111445	0.229837	0.124751	1.63637	3.12038	3.23877	3.69565	0.122993	5.22839	8.8842	0.72989	1.50528	0.817035	0.0466457	1.9829	3.36939	0	0	0	0	0	0	0	-1.82681	-0.933588	0	-0.20414	-0.510892	1.521588	0.3049863	0.3792561	0.1472903	0	0	0	1	1	0	1	1	1	1	0	1	0	1	0	1	0.483409	-0.317253	0	0.40342	0	1.74275	0	-0.107955	0.14729	1.52159	1.668878	0.72989	1.50528	0.817035
150	-904.4475	-876.0562	-28.39126	0.0210298	1.31136	6.61164	0.100956	0.0155871	0.0364078	1.71161	3.83688	2.60926	3.76189	0.0756304	4.71609	23.7777	2.61879	0.40433	0.944417	0.0210298	1.31136	6.61164	0	0	0	0	0.669881	0	-0.0273377	-1.59697	-0.956386	1.5504	0.486857	0.463734	1.709769	0.2942123	0.2780602	0.03855056	1	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	-0.280124	0	0.40342	0	2.13783	0	0	0.0385506	1.70977	1.74832	2.61879	0.40433	0.944417
160	-907.925	-880.3022	-27.62277	0.0181317	0.759629	1.11768	0.0798187	0.0812225	0.0812225	1.03458	8.78183	3.22951	3.97756	0.123998	5.1949	7.64349	0.982717	1	1	0.0181317	0.759629	1.11768	0	0	0	0	1.8748	0	0.00956051	-1.85202	-0.929961	0	0	0	1.744416	0.2001457	0.146226	0.08075184	1	0	1	1	1	0	0	0	1	0	1	1	0	1	1	0	0.718847	0	-1.07253	0.40342	0	1.59404	-0.0174338	0	0.0807518	1.74442	1.825167	0.982717	1	1
170	-907.7906	-877.7059	-30.08473	0.0225611	1.05004	1.94935	0.0142547	0.0193968	0.041594	1.46247	7.4268	2.56507	4.0509	0.109913	5.11555	9.49683	0.631517	0.859324	1.84271	0.0225611	1.05004	1.94935	0	0	0	0	1.95856	0	0.434926	-2.27953	-0.921274	0	0	1.63784	1.942172	0.2024643	0.2052635	0.02257214	1	0	1	1	1	0	0	1	0	0	1	1	1	1	0	0	0	0	-0.687581	0.40342	-0.140079	1.81525	0	0	0.0225721	1.94217	1.964744	0.631517	0.859324	1.84271
180	-907.9313	-877.1037	-30.82767	0.0450267	1.28893	0.937884	0.123271	0.0796281	0.0945302	1.28005	6.63455	2.39852	3.59724	0.153411	4.3915	3.19546	1.4962	0.96648	1.14735	0.0450267	1.28893	0.937884	0	0	0	0	1.93384	-0.0258302	0.409667	-2.04682	-0.835137	0	0	0.368324	1.603489	0.2677865	0.2935047	0.09753628	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	-0.237429	-0.440659	-1.64532	0.40342	0	0.766766	0.506289	0	0.0975363	1.60349	1.701026	1.4962	0.96648	1.14735
190	-909.1771	-882.0014	-27.17568	0.0326223	1.46037	1.18184	0.157249	0.157249	0.157249	1.06566	5.22245	1.91701	2.84269	0.0851143	3.81023	3.08352	1	1	1	0.0326223	1.46037	1.18184	0	0	0	0	2.03051	0	-1.10351	-1.76355	-0.855972	1.93262	0	0	1.155311	0.1917019	0.3832767	0.1572489	1	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	-0.457796	-0.63382	0	0.40342	0	0	0	0	0.157249	1.15531	1.31256	1	1	1
200	-904.4157	-881.6059	-22.80981	0.0328416	1.2751	1.867	0.211293	0.211293	0.211293	1.22975	1.11709	1.11709	1.72774	0.0839816	3.26065	4.77424	1	1	1	0.0328416	1.2751	1.867	0	0	0	0	0	0	-1.10337	-1.87017	-0.667088	0	0	0	0.5158395	0.2190068	0.3910568	0.2112932	0	0	1	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0.150322	0.447285	0	-0.979741	1.24775	0	0	0.211293	0.51584	0.7271327	1	1	1
210	-905.7685	-877.8053	-27.9632	0.00714985	1.24507	1.61787	0.114475	0.132154	0.389275	1.30595	1.00566	1.02334	1.56797	0.0209584	3.64967	4.74246	0.807113	0.931756	2.7446	0.00714985	1.24507	1.61787	0	0	0	0	0	0	-1.10358	-2.12901	-0.782196	0.985597	0	0.763602	0.4450169	0.1982455	0.3411445	0.1805853	0	0	1	1	1	1	0	1	1	0	0	1	1	1	0	1	-0.746959	0	0	-0.0851623	-1.83282	0.818804	0	0.724661	0.180585	0.445017	0.6256022	0.807113	0.931756	2.7446
220	-909.8168	-881.5165	-28.30026	0.049231	1.6916	3.09966	0.0929257	0.261398	0.604989	1.26687	0.953515	1.12199	1.48646	0.0931597	3.20101	5.86548	0.561013	1.57811	3.65245	0.049231	1.6916	3.09966	0	0	0	0	0	0	-1.10316	-1.98421	-0.774763	2.26035	-0.2575	0	0.2592735	0.2526939	0.5284579	0.2449412	0	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	-0.74703	0.525597	0	0.127376	0	0.559113	0	1.17362	0.244941	0.259273	0.5042146	0.561013	1.57811	3.65245
230	-912.1059	-883.6368	-28.46905	0.0904587	1.73718	3.7433	0.20501	0.316786	0.226279	1.21695	0.877603	1.0673	1.55981	0.125257	2.40545	5.1833	0.691911	1.06915	0.763692	0.0904587	1.73718	3.7433	0	0	0	0	-0.291906	0	-1.10322	-1.89003	-0.622153	2.42607	0	-0.722379	0.3835764	0.3117691	0.7221834	0.2449412	1	0	1	1	1	1	0	1	1	1	0	0	0	1	1	0	-0.747324	-0.548747	0	0	0	0.445796	-0.57102	0	0.244941	0.383576	0.6285175	0.691911	1.06915	0.763692
240	-918.3023	-886.4258	-31.87651	0.174234	2.85989	4.90095	0.157783	0.305373	0.261576	2.03875	1.16731	1.31918	2.11611	0.119825	1.96682	3.37051	0.678002	1.3122	1.124	0.174234	2.85989	4.90095	0	0	0	0	-0.0126487	0.00495966	-1.10348	-2.27993	-0.488003	2.03324	-0.15918	0.111509	0.6641907	0.3180124	1.454067	0.232718	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	-1.03682	-0.294951	-0.309063	0	-0.455708	0.225469	0	0	0.232718	0.664191	0.8969087	0.678002	1.3122	1.124
250	-908.3072	-882.8943	-25.41291	0.19048	2.18993	1.22285	0.059383	0.059383	0.043566	2.08967	1.05396	1.09471	1.94906	0.210757	2.42305	1.35303	1	1	0.733644	0.19048	2.18993	1.22285	0	0	0	0	-0.076113	0	-1.10382	-2.2212	-0.508196	0.166141	0	0	0.8517919	0.2978441	0.9037887	0.05355796	1	0	1	1	1	1	0	0	1	1	0	0	1	0	0	1	-1.03701	-0.372053	0	0	-0.369673	0	0	-0.309731	0.053558	0.851792	0.9053499	1	1	0.733644
260	-908.1718	-880.8883	-27.28349	0.16091	1.78025	2.69409	0.0410448	0.00551935	0.00982515	1.55811	0.992537	0.938751	1.67604	0.196916	2.17861	3.29694	3.14362	0.422726	0.752507	0.16091	1.78025	2.69409	0	0	0	0	0	0.0771367	-1.1037	-1.87295	-0.501014	1.17746	0.493129	-0.136994	0.7671299	0.3856585	0.8171488	0.01305655	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	-1.03699	-0.44842	0	0	-0.169915	0.51662	0	0	0.0130566	0.76713	0.7801864	3.14362	0.422726	0.752507
