Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-438.9627	-404.8228	-34.13993	2.12952	1.72389	3.20874	12.9433	12.041	1.21181	28.9538	15.6487	14.0354	28.4486	1.1041	0.893792	1.66365	5.31906	4.94826	0.497995	2.12952	1.72389	3.20874	0	0	0	0	-1.28865	0	0	0	0	-0.389083	0.288086	0.545716	1.091403	1.985073	1.928733	5.737392	1	0	0	0	0	1	1	1	1	1	1	1	0	1	0	1	0.233619	1.39173	0.415037	-0.402338	0	0.247883	0	1.28658	5.73739	1.0914	6.828795	5.31906	4.94826	0.497995
10	-442.8614	-406.7387	-36.12268	1.84324	1.08945	2.02699	12.9682	12.0642	1.20673	25.9717	14.796	19.5527	27.9952	0.955673	0.564854	1.05095	5.35172	4.97865	0.497995	1.84324	1.08945	2.02699	0	0	0	0	1.45332	0.43533	-0.901846	-0.423119	0.853907	0	0.288086	0.545716	0.9265088	1.721568	1.928733	5.736716	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	1	-1.57274	0	0.592532	0	-0.566837	0	0	1.29271	5.73672	0.926509	6.663225	5.35172	4.97865	0.497995
20	-437.6557	-404.2867	-33.369	0.943651	1.33165	1.33165	11.9309	11.6553	0.666189	24.3578	13.8126	13.0097	25.5276	0.708635	1	1	8.89889	8.69331	0.496889	0.943651	1.33165	1.33165	0	0	0	0	1.92745	0	-1.85979	0	0	0	0.249882	0.545716	0.6042904	1.695218	1.331645	4.524791	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	1	1.18615	-1.07411	0	0	-0.344414	0	0	1.82455	4.52479	0.60429	5.129081	8.89889	8.69331	0.496889
30	-435.4163	-404.8103	-30.60605	3.46507	0.572922	0.572922	16.6823	8.83497	0.895098	26.4451	18.9477	10.6593	27.9836	6.04806	1	1	18.6373	9.87039	1	3.46507	0.572922	0.572922	0	0	0	0	-1.2129	0	0	-0.536747	0	0	0	0	0.7428466	1.078176	0.5729217	5.090692	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0.536444	-0.514692	1.79974	0	0.635628	2.28954	5.09069	0.742847	5.833538	18.6373	9.87039	1
40	-435.3807	-404.4748	-30.90592	0.421346	1.13969	0.386966	11.5086	11.5086	1.27295	26.3109	16.2785	14.1814	27.9683	0.998669	2.70128	0.917182	9.04089	9.04089	1	0.421346	1.13969	0.386966	0	0	0	0	-0.472185	-0.748248	0	0	-1.48558	0	0	0	1.730538	1.233429	0.4219074	5.524394	1	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0.290191	0	0.450533	0	0.905942	0	0	2.20176	5.52439	1.73054	7.254932	9.04089	9.04089	1
50	-434.9924	-403.4961	-31.49631	2.0593	0.527483	0.478078	13.0191	11.5593	1.39887	25.2642	15.1037	14.4452	27.2588	2.56199	0.656245	0.59478	9.30692	8.26334	1	2.0593	0.527483	0.478078	0	0	0	0	0	0	-1.24956	-1.15653	1.25666	0.453044	0	0	0.6125259	1.73002	0.80379	5.948806	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	1	-0.77403	0	0	0	0	0	0.118929	2.11183	5.94881	0.612526	6.561332	9.30692	8.26334	1
60	-441.1561	-407.5406	-33.6155	2.01061	0.79699	1.86324	9.99605	9.91554	1.44424	20.3537	15.1395	11.8908	22.4564	1.3963	0.553481	1.29396	7.05749	7.00064	1.01967	2.01061	0.79699	1.86324	0	0	0	0	0	0	0	-1.28707	0.651839	-0.16799	0	-0.0148898	0.5809285	1.725307	1.439959	5.231116	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	1	1.94103	-2.12422	0	0	0	0	0	1.95979	5.23112	0.580929	5.812045	7.05749	7.00064	1.01967
70	-437.1272	-406.5985	-30.5287	1.43996	1.43996	1.43996	18.2266	12.1299	1.02039	32.8758	21.7663	19.9501	36.313	1	1	1	17.8624	11.8876	1	1.43996	1.43996	1.43996	0	0	0	0	0	0	-1.02394	0	0	0	0	0	2.384258	1.686735	1.439959	6.087546	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	-0.992902	0	0	0	0	0	0.407205	2.47549	6.08755	2.38426	8.471804	17.8624	11.8876	1
80	-438.886	-408.7635	-30.12253	2.14968	1.6961	1.36736	14.1588	14.1588	1.33275	28.6512	16.1538	16.1538	30.4252	1.57214	1.24042	1	10.6237	10.6237	1	2.14968	1.6961	1.36736	0	0	0	0	0	0	-0.0742059	0.39664	0	0	0	0	0.3655458	1.2632	1.36736	6.440703	0	0	1	1	0	0	0	0	0	1	1	0	1	1	0	1	0	-0.685642	0.0768125	0	0.236989	0.215447	0	2.36309	6.4407	0.365546	6.806249	10.6237	10.6237	1
90	-442.4824	-406.857	-35.62535	2.60972	2.58014	1.25322	11.9079	11.9079	1.26463	23.9175	13.6337	13.506	25.4353	1.36428	1.34882	0.655146	9.41608	9.41608	1	2.60972	2.58014	1.25322	0	0	0	0	-0.685675	-1.58159	0	0.977182	0	0.323256	0	0	0.1643083	1.174793	1.912888	5.639122	1	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	-0.897499	-1.48505	0.781195	0.439894	0.186963	0	0	2.24242	5.63912	0.164308	5.80343	9.41608	9.41608	1
