Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-1275.075	-1244.954	-30.12005	0.159344	0.0713445	0.0936572	0.100771	0.100771	0.0950269	0.339412	0.238665	0.441634	0.454103	0.801913	0.359049	0.471339	1	1	0.943002	0.159344	0.0713445	0.0936572	0	0	0	0	1.34893	1.03469	2.906	-0.713131	-0.720637	-0.00175997	0	0	0.07314867	1.363978	0.1987043	0.0988185	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	0	0.951344	0	0.199541	0	0.0604847	-1.02886	-0.0586871	0	0.0988185	0.0731487	0.1719672	1	1	0.943002
10	-1272.566	-1246.99	-25.57616	0.119439	0.115091	0.0360289	0.150834	0.0988895	0.106135	0.339865	0.337662	0.262966	0.467432	0.993633	0.95746	0.299729	1.15923	0.76001	0.815691	0.119439	0.115091	0.0360289	0	0	0	0	0	-0.553714	2.05781	0	0	-0.21383	0	-2.43437	0.05266831	1.398321	0.1202048	0.1165474	0	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	-1.25474	0	-0.771341	0.220477	0.116547	0.0526683	0.1692157	1.15923	0.76001	0.815691
20	-1271.292	-1245.676	-25.61686	0.0676111	0.0676111	0.0805484	0.152195	0.145725	0.0564287	0.347037	0.234891	0.258255	0.415542	0.270437	0.270437	0.322184	0.992545	0.950348	0.368001	0.0676111	0.0676111	0.0805484	0	0	0	0	0.939805	-0.0447807	1.83375	0	0	0	0	-0.250507	0.02888149	1.399423	0.2500072	0.1077651	1	1	1	0	0	0	0	1	1	1	0	0	1	1	1	0	-0.632814	-0.341116	0	0	-1.13263	-1.30772	-1.05808	0	0.107765	0.0288815	0.1366466	0.992545	0.950348	0.368001
30	-1275.626	-1248.086	-27.54027	0.115946	0.0884729	0.045989	0.162188	0.103897	0.0660137	0.359702	0.461581	0.386908	0.57676	0.430531	0.328517	0.170766	1.56531	1.00273	0.637111	0.115946	0.0884729	0.045989	0	0	0	0	-0.722001	0.88737	2.36269	-0.273821	-0.389484	0.943908	-0.39956	0	0.1151362	1.187944	0.2693096	0.1036141	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0.251234	-1.10793	-1.30772	0	0	0.103614	0.115136	0.2187503	1.56531	1.00273	0.637111
40	-1272.733	-1246.936	-25.79745	0.0675982	0.0786483	0.0543465	0.119821	0.119821	0.0969799	0.265146	0.287502	0.38343	0.427122	0.335214	0.39001	0.269499	1.23552	1.23552	1	0.0675982	0.0786483	0.0543465	0	0	0	0	0	1.43326	1.81942	0	-0.143631	1.79616	0	0	0.0428419	1.28099	0.2016572	0.1116646	0	1	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0	-0.733011	0	0	-0.730325	-1.30772	0	0.211493	0.111665	0.0428419	0.1545065	1.23552	1.23552	1
50	-1272.181	-1244.241	-27.94018	0.0444436	0.0405439	0.0446754	0.135094	0.126746	0.076351	0.291553	0.282505	0.246224	0.403574	0.266192	0.242835	0.26758	0.989073	0.927957	0.558995	0.0444436	0.0405439	0.0446754	0	0	0	0	-1.21226	0.859334	1.27648	-0.944138	0	-0.529549	0	-0.367789	0.03107728	1.592129	0.1669607	0.1093439	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	0	0.134762	0.535713	0	0	-1.44181	-1.30772	-0.667371	0	0.109344	0.0310773	0.1404211	0.989073	0.927957	0.558995
60	-1279.015	-1244.428	-34.58675	0.0851658	0.0896358	0.0674404	0.131254	0.07254	0.0455161	0.390946	0.326123	0.194111	0.436846	0.27283	0.28715	0.216046	0.902899	0.499004	0.313107	0.0851658	0.0896358	0.0674404	0	0	0	0	0	-1.12823	1.84811	0	0	0.294972	0	-3.41933	0.08852332	1.415134	0.3121567	0.07567485	0	1	1	0	0	1	0	1	1	0	1	1	1	1	1	0	-0.73775	0	0.144291	0.333311	-1.46348	-1.30772	-1.9585	0	0.0756749	0.0885233	0.1641982	0.902899	0.499004	0.313107
70	-1273.59	-1243.406	-30.18457	0.108854	0.0954353	0.0710799	0.13196	0.116006	0.130579	0.289094	0.396632	0.298854	0.470645	0.30871	0.270655	0.201583	1.13842	1.00079	1.12651	0.108854	0.0954353	0.0710799	0	0	0	0	-1.12701	0	3.37128	0.190655	-0.11803	0	-0.115603	0	0.04458381	1.05627	0.352609	0.1259696	1	0	1	1	1	0	1	0	0	1	1	0	1	1	1	0	0	-0.0329785	0.14766	0	-1.46839	-1.30772	0.249553	0	0.12597	0.0445838	0.1705534	1.13842	1.00079	1.12651
80	-1277.345	-1246.199	-31.14649	0.0637887	0.0637887	0.0532521	0.150832	0.109064	0.0839237	0.372292	0.548671	0.269245	0.533368	0.270437	0.270437	0.225766	2.77926	2.00964	1.54639	0.0637887	0.0637887	0.0532521	0	0	0	0	-1.89008	0.275871	2.36319	0	0	0	0	-1.86956	0.0923592	0.9437028	0.2358728	0.1113492	1	1	1	0	0	0	0	1	1	1	0	1	1	1	0	1	-0.0613866	0.95483	0	0.485626	-1.48825	-1.30772	0	1.07803	0.111349	0.0923592	0.2037083	2.77926	2.00964	1.54639
90	-1268.647	-1243.426	-25.22089	0.0731257	0.0775862	0.0544463	0.126473	0.126473	0.137291	0.276875	0.362806	0.362806	0.478304	0.273209	0.289874	0.20342	0.921206	0.921206	1	0.0731257	0.0775862	0.0544463	0	0	0	0	0	0	1.47045	0	0	0.341413	0	0	0.04035227	1.06998	0.2676549	0.1299812	0	0	1	0	0	1	0	0	1	1	1	1	1	1	0	1	0.220041	-1.42047	0.14205	0.577471	-1.51288	-1.30772	0	-0.0820711	0.129981	0.0403523	0.1703334	0.921206	0.921206	1
100	-1264.315	-1242.826	-21.4888	0.0764479	0.0764479	0.0613894	0.126452	0.121666	0.116978	0.295471	0.29269	0.294079	0.44086	0.270437	0.270437	0.217167	1.03959	1.00024	0.961694	0.0764479	0.0764479	0.0613894	0	0	0	0	0	0.197449	1.38665	0	0	0	-0.0346181	0	0.03572654	1.26468	0.2826832	0.1216374	0	1	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0.595863	-1.52709	-1.30772	0	0	0.121637	0.0357265	0.1573639	1.03959	1.00024	0.961694
110	-1268.48	-1244.734	-23.74622	0.0432682	0.0464282	0.0308623	0.172347	0.172347	0.075303	0.380584	0.275066	0.263967	0.456986	0.27374	0.293733	0.195253	1	1	0.436927	0.0432682	0.0464282	0.0308623	0	0	0	0	-0.620694	0	1.22598	0	0	0.406463	0	0	0.01749105	1.05655	0.1580628	0.1307795	1	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0.902072	0	0.502478	-1.53868	-1.30772	-0.82799	0	0.13078	0.017491	0.1482706	1	1	0.436927
120	-1270.075	-1241.44	-28.63499	0.163686	0.0725503	0.0246087	0.171858	0.13007	0.0581185	0.357474	0.285522	0.243735	0.443365	0.613201	0.271787	0.092189	0.953146	0.721388	0.322333	0.163686	0.0725503	0.0246087	0	0	0	0	0	0	2.34341	-0.142762	-0.73	0	0	-1.60641	0.03927675	1.209115	0.2669378	0.1091157	0	0	1	1	1	0	0	1	1	0	0	1	1	1	1	0	-0.269419	0	0	0.432013	-1.56028	-1.30772	-1.50674	0	0.109116	0.0392767	0.1483924	0.953146	0.721388	0.322333
130	-1269.061	-1242.828	-26.23261	0.102088	0.09719	0.046146	0.127589	0.127589	0.127589	0.306914	0.303136	0.306213	0.458071	0.327311	0.311608	0.147952	1	1	1	0.102088	0.09719	0.046146	0	0	0	0	0.0743897	0	1.65623	-1.32276	-0.15177	0.691958	0	0	0.03550039	1.758574	0.3118981	0.1275893	1	0	1	1	1	1	0	0	1	0	0	0	1	1	0	0	-1.38315	0	0	0	-1.57829	-1.30772	0	0	0.127589	0.0355004	0.1630896	1	1	1
140	-1270	-1241.743	-28.25652	0.0864085	0.0602255	0.0318735	0.189638	0.0986062	0.0975582	0.30574	0.316038	0.215307	0.417339	0.388867	0.271035	0.143442	1.9309	1.00401	0.993341	0.0864085	0.0602255	0.0318735	0	0	0	0	-0.490334	0	1.33933	-1.54032	-0.323868	0	-0.58673	0	0.01492747	1.60714	0.2222055	0.1221887	1	0	1	1	1	0	1	0	1	0	0	1	1	1	1	0	-1.55684	0	0	-0.341031	-1.57642	-1.30772	0.655308	0	0.122189	0.0149275	0.1371161	1.9309	1.00401	0.993341
150	-1277.084	-1249.517	-27.56699	0.0918417	0.0795992	0.110251	0.198161	0.102284	0.0414308	0.360581	0.25934	0.163463	0.381482	0.355732	0.308313	0.427036	2.1004	1.08415	0.439145	0.0918417	0.0795992	0.110251	0	0	0	0	0	0	0.325193	-1.14237	-0.227481	0.637115	-0.651758	0.375556	0.01926865	1.856192	0.2581768	0.09434436	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1.63223	1.11354	0.183041	0	-0.445671	-1.30772	0	0	0.0943444	0.0192686	0.113613	2.1004	1.08415	0.439145
160	-1269.846	-1248.712	-21.1348	0.0631908	0.0436275	0.110623	0.119174	0.119174	0.11496	0.270033	0.408354	0.277193	0.432896	0.392595	0.271051	0.687284	1.03665	1.03665	1	0.0631908	0.0436275	0.110623	0	0	0	0	-1.67203	0	0.404721	-0.557514	-0.332374	0	0	0	0.03986862	1.666126	0.1609568	0.1177523	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	-1.30772	0	0.0359991	0.117752	0.0398686	0.1576209	1.03665	1.03665	1
170	-1280.46	-1252.983	-27.47696	0.0668233	0.0750315	0.169772	0.135115	0.129725	0.143721	0.362872	0.294002	0.307923	0.457734	0.275888	0.309776	0.700922	0.993012	0.953398	1.05626	0.0668233	0.0750315	0.169772	0	0	0	0	1.64817	-0.93048	0	-2.1914	0	0.66805	0	-0.234742	0.02378134	2.283229	0.2422117	0.1360655	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	0	0.428575	0	-0.205498	0	-0.199589	-1.30772	0	0	0.136065	0.0237813	0.1598468	0.993012	0.953398	1.05626
180	-1276.517	-1249.734	-26.78214	0.141908	0.0895313	0.163156	0.175448	0.180224	0.0590778	0.390151	0.268823	0.273748	0.466361	0.429856	0.2712	0.494216	2.86445	2.94243	0.964535	0.141908	0.0895313	0.163156	0	0	0	0	0.00517558	0	0.929119	-1.92519	-0.413228	0	0	0.154863	0.02432962	2.817191	0.3301297	0.1231578	1	0	1	1	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0	-0.789836	-0.23855	-1.30772	0	1.04775	0.123158	0.0243296	0.1474874	2.86445	2.94243	0.964535
