Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-660.3005	-627.6703	-32.63018	0.367731	73.6385	0.902085	2.92191	5.3539	2.83759	9.22	10.646	9.13568	13.1681	0.203098	40.6705	0.498221	0.343808	0.62997	0.333887	0.367731	73.6385	0.902085	0	0	0	0	0	0	0	0	0	-2.85491	0	0.440007	1.043051	0.9996264	1.810611	3.540749	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0	1	0.649613	0.994275	0.781882	-0.998637	0.707363	0	0	-1.31335	3.54075	1.04305	4.5838	0.343808	0.62997	0.333887
10	-663.1922	-623.457	-39.73514	0.0563184	82.3421	0.582177	3.70861	2.61854	2.61854	6.71805	13.5034	5.45859	9.67266	0.0288817	42.2275	0.298558	1	0.706069	0.706069	0.0563184	82.3421	0.582177	0	0	0	0	2.09168	0	2.09046	0	0.637832	-3.39275	0	0	0.4373541	0.88807	1.949966	2.940648	1	0	1	0	1	1	0	0	1	0	1	1	1	0	1	0	2.4809	0	0.381957	-0.98833	-0.505133	0	-0.348042	0	2.94065	0.437354	3.378002	1	0.706069	0.706069
20	-660.2954	-629.0985	-31.19685	0.306714	40.749	0.604324	3.32324	3.32324	3.32324	14.8666	14.8666	14.8666	22.2999	0.249446	33.1406	0.491488	1	1	1	0.306714	40.749	0.604324	0	0	0	0	0	0	0	0	0	-2.86956	0	0	5.812479	1.327808	1.229581	3.323241	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	-0.978672	0.487227	0.213736	0	0	3.32324	5.81248	9.13572	1	1	1
30	-659.248	-624.1116	-35.13637	0.347476	106.881	1.41342	3.50401	3.36097	3.49798	12.2511	12.8634	11.784	18.4188	0.174544	53.6885	0.709989	1.01457	0.973155	1.01283	0.347476	106.881	1.41342	0	0	0	0	0.415816	-0.27905	0	0	0	-2.62309	0	0.0259114	3.79872	0.9411913	1.990768	3.453682	1	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0.0678999	-0.771719	0.00579232	-0.155377	1.22851	-0.280948	0	0	3.45368	3.79872	7.252402	1.01457	0.973155	1.01283
40	-659.7966	-630.1214	-29.6752	1.23461	17.7018	1.29137	4.40301	2.26803	2.26803	10.88	16.5169	8.745	16.9406	0.387523	5.55626	0.405337	1	0.515108	0.515108	1.23461	17.7018	1.29137	0	0	0	0	0	0	0.112204	0	0	-1.69779	0	0	3.836993	1.138467	3.185912	2.829321	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0.849841	0	0	-0.314696	-0.0680458	0	-0.663379	0	2.82932	3.83699	6.666315	1	0.515108	0.515108
50	-655.0109	-623.5628	-31.44813	0.622765	137.038	1.00791	3.61681	2.53663	2.63214	11.5798	11.6753	10.5951	16.9251	0.168841	37.153	0.273259	0.804072	0.56393	0.585163	0.622765	137.038	1.00791	0	0	0	0	0	0	0	0	0	-3.18576	0.0842885	0	3.836993	0.9316933	3.688483	2.890438	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0.269454	0	-0.663379	0	2.89044	3.83699	6.727432	0.804072	0.56393	0.585163
60	-654.8209	-625.0767	-29.7442	0.330781	73.4454	0.413638	4.10656	2.36703	2.11532	7.05398	10.3705	5.06274	9.89743	0.153285	34.0347	0.191681	0.893661	0.515108	0.460332	0.330781	73.4454	0.413638	0	0	0	0	0	0	0.106622	0	0	-3.35887	0	0	0.687004	0.6591257	2.157952	2.739593	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	1.22091	0.745928	0	0	0	0	-0.663379	-0.112429	2.73959	0.687004	3.426597	0.893661	0.515108	0.460332
70	-653.3398	-627.4326	-25.90721	0.62183	19.9315	0.717752	4.40444	1.90811	2.25257	7.42464	11.2355	5.27277	10.9107	0.300107	9.61934	0.346401	1.06194	0.460057	0.543108	0.62183	19.9315	0.717752	0	0	0	0	0	0	0	0	0	-2.15563	0	0.107626	1.166603	0.7604158	2.072027	2.665164	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	1.41513	0	0	0.12221	0	0	-0.663379	0	2.66516	1.1666	3.831767	1.06194	0.460057	0.543108
80	-656.5042	-626.7598	-29.7444	0.760918	7.77554	0.888352	3.92848	2.02359	2.02359	6.61108	11.956	4.65779	9.44069	1.12662	11.5125	1.3153	1	0.515108	0.515108	0.760918	7.77554	0.888352	0	0	0	0	0.313672	-0.10588	0.605646	-0.682221	0	-2.3267	0	0	0.794774	0.2068426	0.6754003	2.524389	1	1	1	1	0	1	0	0	1	0	1	0	0	1	1	0	1.87829	0	-0.170899	0	0	1.41836	-0.663379	0	2.52439	0.794774	3.319163	1	0.515108	0.515108
90	-656.4994	-628.578	-27.92133	0.684361	0.83775	0.0378498	4.46733	2.30116	2.30116	9.17512	10.7674	8.21681	13.9153	2.45357	3.00349	0.135699	1	0.515108	0.515108	0.684361	0.83775	0.0378498	0	0	0	0	-1.40032	-0.315585	0	-0.682221	-0.735275	-1.79942	0	0	2.287695	0.1397837	0.2789252	2.870649	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	0	0	0	-0.263895	0.995326	0	0	-0.663379	0	2.87065	2.28769	5.158344	1	0.515108	0.515108
