Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-979.7487	-955.4707	-24.27799	5.3818	0.129728	0.435845	0.254675	0.247485	0.308724	1.01139	0.727515	0.720326	1.14117	8.00134	0.192872	0.647989	0.441043	0.428592	0.534644	5.3818	0.129728	0.435845	0	0	0	0	0	0	0.47799	0	0	-1.2785	1.08636	-0.0383717	0.1608786	1.151089	0.6726123	0.2689689	0	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	1.13232	0	-0.747346	0.983099	0	0	-1.14601	0	0.268969	0.160879	0.4298475	0.441043	0.428592	0.534644
10	-985.0663	-957.8264	-27.23987	2.51214	0.157235	0.488041	0.133469	0.250766	0.179849	0.42034	0.470625	0.629955	0.71194	4.34871	0.272186	0.844837	0.414357	0.778508	0.558343	2.51214	0.157235	0.488041	0	0	0	0	-1.15947	0	0	0	0.429667	-1.11787	1.08636	0	0.06686231	1.269767	0.5776751	0.1819083	1	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	-1.47661	-1.074	-0.806411	-0.522277	0	0	-1.11566	0.517131	0.181908	0.0668623	0.2487706	0.414357	0.778508	0.558343
20	-983.7362	-960.0714	-23.66479	8.3206	0.171655	0.606662	0.184056	0.370946	0.222699	0.800357	0.480605	0.669834	0.930103	8.72774	0.180055	0.636347	0.413345	0.833053	0.500127	8.3206	0.171655	0.606662	0	0	0	0	0	0	0	-0.406735	0	-1.33192	1.08937	0	0.07449103	1.623968	0.9533514	0.2477379	0	0	0	1	0	1	1	0	1	1	0	0	0	0	1	1	1.16948	-0.0311847	0	0	0	0	-1.22725	0.695474	0.247738	0.074491	0.3222289	0.413345	0.833053	0.500127
30	-982.8876	-956.4947	-26.39287	7.52952	0.133489	0.286714	0.180796	0.254305	0.27618	1.05592	0.556919	0.674518	0.973277	14.9387	0.264844	0.568847	0.345641	0.486172	0.527992	7.52952	0.133489	0.286714	0	0	0	0	0.192523	0.372171	0	-0.643797	0	-1.66233	1.09173	0.108794	0.1320698	1.023811	0.5040269	0.2332987	1	1	0	1	0	1	1	1	1	0	0	1	0	1	1	0	1.26077	0	0	0.410315	0	0.811199	-1.21111	0	0.233299	0.13207	0.3653685	0.345641	0.486172	0.527992
40	-979.9504	-956.0557	-23.89468	4.99396	0.0767957	0.298633	0.461597	0.165878	0.239006	1.05288	0.959812	0.80988	1.39307	10.2834	0.158136	0.614938	1.72389	0.619492	0.892597	4.99396	0.0767957	0.298633	0	0	0	0	0.854076	-0.280142	0.595603	0.567542	0	-1.43276	0	-0.334798	0.2485687	0.9007114	0.4856313	0.2635237	1	1	1	1	0	1	0	1	0	0	1	1	0	0	0	1	0	0	-0.801636	0.98808	0	0	0	-0.0478918	0.263524	0.248569	0.5120924	1.72389	0.619492	0.892597
50	-978.1082	-955.8597	-22.2485	3.01815	0.0673099	0.411592	0.423623	0.163743	0.214659	1.11773	1.16865	0.908769	1.59757	5.19888	0.115944	0.708982	1.75496	0.678345	0.889277	3.01815	0.0673099	0.411592	0	0	0	0	0	0	0.738908	0	0	-1.01342	0	-0.345779	0.3750257	1.14444	0.5805389	0.2460164	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	-1.52393	0.134834	0	-0.850132	0	0.0570009	0.246016	0.375026	0.6210421	1.75496	0.678345	0.889277
60	-984.7116	-954.7434	-29.96819	3.29686	0.0416526	0.390915	0.410431	0.184038	0.20492	0.858056	2.79622	0.767352	1.51236	5.83671	0.0737411	0.692069	1.54158	0.691248	0.769682	3.29686	0.0416526	0.390915	0	0	0	0	-1.96019	-1.08103	0	0.790755	0	-1.08457	-0.533677	0	0.3699243	1.071989	0.5648494	0.2492166	1	1	0	1	0	1	1	0	1	1	1	1	0	1	0	1	0.500392	-0.321496	-1.9203	0.618343	0	-1.2111	0	-0.198226	0.249217	0.369924	0.6191409	1.54158	0.691248	0.769682
70	-976.4872	-953.8294	-22.65782	2.69008	0.0846467	0.348384	0.307694	0.206948	0.235448	0.682916	0.711417	0.610671	1.0025	4.6175	0.145295	0.597999	1.24784	0.839271	0.954855	2.69008	0.0846467	0.348384	0	0	0	0	0	0	1.40192	-0.678488	-0.606829	-0.637966	0	-0.136122	0.1189884	0.910213	0.5825833	0.2465802	0	0	1	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	-1.58096	0	0	-0.913298	0	0	0.24658	0.118988	0.3655687	1.24784	0.839271	0.954855
80	-982.7263	-954.6169	-28.10942	1.55037	0.0797731	0.355095	0.253793	0.253793	0.253793	1.3406	0.548334	0.711058	0.997705	3.38531	0.174188	0.775366	1	1	1	1.55037	0.0797731	0.355095	0	0	0	0	1.09315	-0.430286	-0.703407	-0.437129	0	-0.749687	0	0	0.1068675	1.043274	0.4579706	0.2537927	1	1	1	1	0	1	0	0	1	1	1	1	0	1	0	0	1.37775	-1.08059	-1.50436	-1.83469	0	-0.782594	0	0	0.253793	0.106867	0.3606602	1	1	1
90	-981.5011	-954.8233	-26.67784	1.64507	0.0413238	0.393992	0.245496	0.228912	0.245072	0.692181	0.688781	0.672197	1.02612	3.26251	0.0819536	0.781366	0.722278	0.673487	0.721032	1.64507	0.0413238	0.393992	0	0	0	0	0	0	-1.95312	0	0	-0.726972	0.401168	0	0.144571	1.373139	0.5042346	0.2397005	0	0	1	0	0	1	1	0	1	0	1	1	0	1	1	0	0.0941151	0	-1.15904	-1.8347	0	-1.56582	-0.523851	0	0.2397	0.144571	0.3842714	0.722278	0.673487	0.721032
