Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-529.442	-505.74	-23.70203	0.26123	0.346314	0.386369	2.83692	0.0107051	0.451851	3.72574	4.11815	4.1282	5.11076	0.82358	1.09183	1.21811	11.8496	0.0447143	1.88734	0.26123	0.346314	0.386369	0	0	0	0	0.0904035	0	0	0	-0.324364	0	0	1.19291	0.9039464	0.8184771	0.317188	0.239411	1	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1.88006	-0.393843	-0.492286	0.696756	0.0910551	0	0	0	0.239411	0.903946	1.143357	11.8496	0.0447143	1.88734
10	-522.2318	-499.8559	-22.3759	0.320682	0.562297	0.562297	2.82631	0.0139963	0.715295	3.65397	4.00618	1.00494	4.23022	0.570308	1	1	7.7034	0.0381485	1.94961	0.320682	0.562297	0.562297	0	0	0	0	0.569376	0.865777	0	0	0	0	0	1.25388	0.3211729	0.5626069	0.5622967	0.3047236	1	1	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0.641713	0	0.516328	0	0.255032	-0.816611	0	-0.556976	0.304724	0.321173	0.6258966	7.7034	0.0381485	1.94961
20	-525.6517	-498.0738	-27.57794	0.0281516	0.743893	0.71742	2.37422	0.0133472	0.477724	3.9111	3.72108	1.19374	4.28814	0.0367587	0.971333	0.936765	7.97128	0.0448122	1.60392	0.0281516	0.743893	0.71742	0	0	0	0	0.888661	0	-1.29994	0	0.107392	0	0.244521	1.16665	0.6769198	0.4335255	0.7658481	0.2473786	1	0	1	0	1	0	1	1	1	0	0	1	1	1	0	1	-0.211256	0	0	0.556556	-1.69768	-1.70011	0	-0.556976	0.247379	0.67692	0.9242984	7.97128	0.0448122	1.60392
30	-528.8738	-502.6007	-26.27307	0.0613129	0.613705	0.21951	3.01179	0.0168411	0.793338	3.7264	4.06416	1.05356	4.3168	0.2691	2.69353	0.963419	7.29978	0.0408183	1.92284	0.0613129	0.613705	0.21951	0	0	0	0	1.55249	0.0446325	-0.000479478	0	-0.249034	-0.354482	0	1.22791	0.2393796	0.510551	0.2278446	0.3426764	1	1	1	0	1	1	0	1	0	0	1	1	0	1	0	1	0	0	-1.75846	1.30642	0	-0.359089	0	-0.556976	0.342676	0.23938	0.582056	7.29978	0.0408183	1.92284
40	-524.8072	-498.495	-26.31222	0.0750364	0.213325	0.199156	2.49703	0.0137054	0.443004	4.6485	3.48045	0.623394	3.66713	0.332868	0.946327	0.883471	10.089	0.0553756	1.78992	0.0750364	0.213325	0.199156	0	0	0	0	1.69027	1.32618	0.2686	0	0.203689	0	0.0139998	1.10937	0.3432758	0.3615934	0.2254242	0.2474999	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0.363226	0.244351	0	0.219212	0.013723	-1.2928	0	0	0.2475	0.343276	0.5907757	10.089	0.0553756	1.78992
50	-521.0729	-499.5387	-21.53418	0.248199	0.716325	1.00156	2.4214	0.00968438	0.365575	2.83222	3.18811	0.82217	3.42001	0.453454	1.30871	1.82983	12.2662	0.0490586	1.85191	0.248199	0.716325	1.00156	0	0	0	0	0	0	-0.176538	0	-0.993357	0	0	1.15732	0.2939029	0.6468863	0.5473516	0.2046626	0	0	1	0	1	0	0	1	1	1	0	0	1	1	1	0	-0.364429	0.472501	0	0	0.228968	-0.146565	0.108326	0	0.204663	0.293903	0.4985656	12.2662	0.0490586	1.85191
60	-522.6052	-500.082	-22.52327	0.0709052	0.205974	0.0695608	2.91625	0.0120048	0.46501	3.66374	3.59142	0.96079	3.99505	0.847818	2.46285	0.831744	11.665	0.0480192	1.86003	0.0709052	0.205974	0.0695608	0	0	0	0	1.98326	0	-1.25284	0	0	-0.346004	0	1.16554	0.2838081	0.3855953	0.08363251	0.2534435	1	0	1	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0.83679	0	0	0.551997	0	0.0410288	0	0.253443	0.283808	0.5372516	11.665	0.0480192	1.86003
70	-518.1503	-500.4127	-17.73767	0.103384	0.0991316	0.0991316	2.62789	0.0120204	0.445934	3.29153	3.72544	1.66191	4.25723	1.0429	1	1	10.8812	0.0497722	1.84645	0.103384	0.0991316	0.0991316	0	0	0	0	0	0	0	0	0	0	0	1.15178	0.5567138	0.3955446	0.09913162	0.2415085	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0.613915	0	0	0	0.930111	-0.888105	0	0	0.241509	0.556714	0.7982223	10.8812	0.0497722	1.84645
80	-525.709	-497.3773	-28.33166	0.0072009	0.180678	0.0210032	2.29969	0.0123491	0.411402	7.10005	3.23103	1.13145	4.10875	0.30233	7.58575	0.881818	10.1347	0.0544224	1.81305	0.0072009	0.180678	0.0210032	0	0	0	0	3.43762	0.210868	0	-0.501432	-0.43459	-0.732674	0	1.11749	0.7310953	0.5126147	0.02381803	0.2269118	1	1	0	1	1	1	0	1	1	0	1	0	0	1	0	0	0.596799	0	0.114393	0	0	0.704265	0	0	0.226912	0.731095	0.9580071	10.1347	0.0544224	1.81305
90	-526.7082	-499.8099	-26.89828	0.00176848	0.296121	0.0434537	2.51037	0.0121301	0.456268	5.18291	3.84433	1.0549	4.47086	0.0293852	4.92037	0.722029	10.183	0.0492042	1.85079	0.00176848	0.296121	0.0434537	0	0	0	0	1.46145	0.801387	0	0.292243	0	-0.611679	0	1.15618	0.7310953	0.5046937	0.06018278	0.2404036	1	1	0	1	0	1	0	1	1	0	0	1	1	1	1	0	0.675479	0	0	0.57982	-2.18784	-0.0717271	-0.0754469	0	0.240404	0.731095	0.9714988	10.183	0.0492042	1.85079
100	-519.0474	-499.5475	-19.49999	0.158475	0.175862	0.175862	2.51944	0.00829424	0.383651	3.39513	3.42044	1.51058	4.07776	0.90113	1	1	12.5882	0.0414417	1.91689	0.158475	0.175862	0.175862	0	0	0	0	0.818163	0	0.302675	-0.250157	0	0	0	1.22209	0.5514304	0.5063127	0.1758621	0.2001423	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0.772386	0	0	0	0	-0.104106	0	0	0.200142	0.55143	0.7515727	12.5882	0.0414417	1.91689
