Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-574.6284	-548.9341	-25.69428	1.30882	0.546184	1.09669	0.598307	1.57361	0.412247	9.04308	4.58638	2.56203	5.96386	1.41942	0.592341	1.18937	0.820221	2.15727	0.565151	1.30882	0.546184	1.09669	0	0	0	0	-0.109738	1.3814	0	0	0.168658	0.602763	-0.668232	0.0355674	1.436387	1.352258	0.9220769	0.729446	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	-0.813074	-0.530883	0.289538	0	0	0	0	0	0.729446	1.43639	2.165833	0.820221	2.15727	0.565151
10	-572.2461	-545.3656	-26.8805	2.05504	0.602629	1.21262	0.524963	1.36476	0.373808	12.4863	3.23185	1.93729	4.55381	1.79455	0.526241	1.05891	0.814425	2.11728	0.579924	2.05504	0.602629	1.21262	0	0	0	0	0	2.58182	0	0	0	1.19147	-0.636112	0	0.8336126	1.354202	1.145157	0.6445811	0	1	0	0	0	1	1	0	1	1	1	0	0	0	0	0	-1.95109	0.0736866	0.543789	0	0	0	0	0	0.644581	0.833613	1.478194	0.814425	2.11728	0.579924
20	-575.5072	-546.5695	-28.93775	2.10784	0.539805	1.1734	0.626319	1.59053	0.430847	8.26888	2.21332	2.1226	3.81105	1.91425	0.490227	1.06563	0.830314	2.10857	0.571176	2.10784	0.539805	1.1734	0	0	0	0	0	2.824	0.102616	0	0	1.32304	-0.65683	0.0529905	0.4305722	1.711697	1.101135	0.7543158	0	1	1	0	0	1	1	1	1	1	0	1	0	0	0	0	-0.118005	-1.67691	0	-0.0142425	0	0	0	0	0.754316	0.430572	1.184888	0.830314	2.10857	0.571176
30	-577.6782	-548.3334	-29.34482	1.36471	0.217527	0.61958	0.373318	1.07963	0.262903	13.4115	0.717869	2.2145	2.68431	2.39969	0.382499	1.08947	0.750223	2.16964	0.528332	1.36471	0.217527	0.61958	0	0	0	0	2.40835	2.64537	0	0	0	1.78357	-0.65683	0	0.401501	1.888198	0.5687	0.4732056	1	1	0	0	0	1	1	0	1	0	0	1	0	0	1	0	-0.724204	0	0	-0.199351	0	0	-0.0754259	0	0.473206	0.401501	0.8747067	0.750223	2.16964	0.528332
40	-575.025	-545.6357	-29.38929	1.32146	0.385743	0.593183	0.238364	1.2611	0.13185	10.7986	1.53504	2.00187	3.63785	1.29239	0.377259	0.580137	0.699119	3.69878	0.386714	1.32146	0.385743	0.593183	0	0	0	0	0	3.54405	0	0	0	1.80917	-1.10919	0	1.076968	1.541155	1.022489	0.3409489	0	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0.155243	0.347919	0	-0.631409	0	0	0	0.340949	1.07697	1.417917	0.699119	3.69878	0.386714
50	-572.9078	-544.568	-28.33977	1.95198	0.462635	1.33117	0.125367	1.02906	0.0715806	20.5764	1.00384	1.52875	2.6993	2.64798	0.627594	1.80581	0.420122	3.44853	0.239877	1.95198	0.462635	1.33117	0	0	0	0	1.33116	2.18663	0	0	0	0.86459	-1.04978	0	0.9206577	2.083611	0.7371559	0.2098004	1	1	0	0	0	1	1	0	1	0	0	0	1	0	1	0	-2.1788	0	0	0	0.549474	0	-0.528446	0	0.2098	0.920658	1.130458	0.420122	3.44853	0.239877
60	-580.5565	-551.0727	-29.4838	1.2745	1.07621	1.50104	0.116898	1.8833	0.0766503	9.75218	3.07201	2.5265	5.17723	1.44515	1.22031	1.70202	0.455749	7.34244	0.298837	1.2745	1.07621	1.50104	0	0	0	0	0.859007	-0.400791	0	-0.0456069	0	-0.369522	-1.3709	-0.699749	1.37069	1.478153	0.8819151	0.2564956	1	1	0	1	0	1	1	1	1	1	0	1	1	0	0	0	-2.49351	-0.539911	0	0.465085	0.549569	0	0	0	0.256496	1.37069	1.627186	0.455749	7.34244	0.298837
70	-576.806	-552.49	-24.31597	1.64387	0.903752	0.903752	0.26739	1.57257	0.0578779	4.27351	3.56726	2.20279	4.23776	1.81894	1	1	1.15145	6.77189	0.249237	1.64387	0.903752	0.903752	0	0	0	0	0	-0.489352	0	0	0	0	-1.62204	0	1.059549	1.813405	0.9037517	0.2897937	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	1	-1.8452	0	0	0.465085	0	0.598255	0	0.664456	0.289794	1.05955	1.349343	1.15145	6.77189	0.249237
80	-575.7024	-545.7654	-29.93698	3.07975	0.881695	0.881695	0.711779	1.38749	0.0387688	10.6769	8.59444	1.75949	6.87563	3.49299	1	1	3.56112	6.9418	0.193965	3.07975	0.881695	0.881695	0	0	0	0	0	0.15255	0	0	0	0	-1.95278	0.677853	1.453212	2.183516	0.8816955	0.3370434	0	1	0	0	0	0	1	1	1	1	1	0	0	1	0	1	-1.43727	-1.6868	-0.224751	0	0	1.25076	0	1.56756	0.337043	1.45321	1.790256	3.56112	6.9418	0.193965
90	-575.3312	-544.3536	-30.97761	1.9244	0.562793	0.562793	0.226602	1.06079	0.109471	24.6849	2.4447	1.52186	3.97891	3.41938	1	1	1.06559	4.98832	0.514783	1.9244	0.562793	0.562793	0	0	0	0	0	4.10575	0	0	0	0	-1.36282	0	1.232343	1.561904	0.5627925	0.2974379	0	1	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0.11274	-0.972754	0	0	0	1.22946	0.503308	0	0.297438	1.23234	1.529781	1.06559	4.98832	0.514783
