Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-712.5849	-689.4924	-23.09248	3.30717	2.19658	0.567652	1.39587	1.33954	1.33954	3.50675	3.50675	2.86137	4.75551	2.06235	1.36978	0.353987	1.04205	1	1	3.30717	2.19658	0.567652	0	0	0	0	0	0	0	0	1.06841	0.513203	0	0	0.3112661	0.1344375	1.603596	1.358055	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	1	-0.983932	-0.458583	1.31503	0.100568	0	0	0	0.041192	1.35806	0.311266	1.669321	1.04205	1	1
10	-718.2108	-691.8103	-26.40057	2.08846	1.77079	0.506828	0.904894	1.06744	1.15397	3.99477	4.35904	3.68943	5.9492	1.69385	1.4362	0.411064	0.87274	1.02951	1.11297	2.08846	1.77079	0.506828	0	0	0	0	0.299345	1.26049	0.0960308	0	1.08045	0.221193	0	-0.197732	1.33267	0.1476579	1.232965	1.036843	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	0	0	1.37634	1.31497	0.112805	0	0	0	0	1.03684	1.33267	2.369513	0.87274	1.02951	1.11297
20	-710.311	-687.9286	-22.38239	3.56793	1.73514	0.416169	1.36723	1.36723	1.36723	5.93444	7.71754	3.69074	7.58889	2.60261	1.26569	0.303572	1	1	1	3.56793	1.73514	0.416169	0	0	0	0	-0.519833	0.803142	0	0	1.00167	0.884816	0	0	1.612083	0.1315806	1.370905	1.367233	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1.31513	0	0	0	0	0	1.36723	1.61208	2.979316	1	1	1
30	-716.8748	-689.7428	-27.13197	2.31762	2.36398	0.738155	0.53065	1.12257	1.36482	8.05818	11.1409	2.79518	7.3933	1.45467	1.48377	0.463308	0.465655	0.985078	1.19765	2.31762	2.36398	0.738155	0	0	0	0	-0.0839481	1.45667	-1.05468	0	1.08057	0	-0.114649	-0.182402	1.349221	0.1253719	1.59323	0.9333247	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	1	0	-0.997934	1.31532	0	0	0	0	-0.598982	0.933325	1.34922	2.282545	0.465655	0.985078	1.19765
40	-716.1879	-689.274	-26.91391	1.64321	1.32773	0.348596	0.985811	1.18734	1.13794	3.86396	4.74911	2.73625	5.02549	1.22141	0.986914	0.259114	0.817207	0.984269	0.943321	1.64321	1.32773	0.348596	0	0	0	0	-0.866292	0	0	0.407556	1.89676	0	0	0.107794	0.7772083	0.09028744	1.345336	1.100263	1	0	0	1	1	0	0	1	1	0	1	0	1	1	0	1	-1.25993	0	1.31563	0	-0.705798	0.247943	0	-0.276067	1.10026	0.777208	1.877471	0.817207	0.984269	0.943321
50	-716.7688	-690.1398	-26.62894	3.03814	1.53206	0.347049	1.2615	1.2615	1.2615	6.80246	7.55744	2.66127	6.3662	1.86311	0.939525	0.212825	1	1	1	3.03814	1.53206	0.347049	0	0	0	0	-0.319887	0	0	0	1.52476	0.852883	0	0	0.7063786	0.05558702	1.630679	1.261498	1	0	0	0	1	1	0	0	1	1	1	0	1	0	0	0	-1.49066	-1.8846	1.3159	0	-0.493709	0	0	0	1.2615	0.706379	1.967876	1	1	1
60	-710.961	-691.2293	-19.73164	2.41317	1.22767	0.205199	0.836239	1.1193	1.28436	2.11821	2.28327	2.56634	3.48391	3.16716	1.61126	0.269313	0.786457	1.05267	1.2079	2.41317	1.22767	0.205199	0	0	0	0	0	0	0	0	1.20744	0.835379	0	-0.348953	0.1150261	0.08915428	0.7619352	1.063299	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1.31588	0	0.158985	0	0	0	1.0633	0.115026	1.178325	0.786457	1.05267	1.2079
70	-712.3274	-691.9695	-20.35787	1.40437	1.20141	0.152112	0.964112	0.964112	0.964112	2.51857	2.53441	2.42872	3.73643	2.20989	1.8905	0.23936	1	1	1	1.40437	1.20141	0.152112	0	0	0	0	0	0.118911	0	-0.201084	1.83549	0.2271	0	0	0.3980524	0.0719231	0.6354953	0.9641116	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1.3158	0	0	0	0	0	0.964112	0.398052	1.362164	1	1	1
80	-717.6748	-690.8435	-26.83132	0.434136	0.578617	0.329899	0.664446	0.998162	1.20946	6.19904	5.04044	3.15418	6.24877	1.38407	1.84468	1.05175	0.715115	1.07428	1.30169	0.434136	0.578617	0.329899	0	0	0	0	1.27448	1.29238	-0.944978	0	-0.315566	0.321873	0	-0.487094	1.561043	0.03664054	0.3136675	0.9291461	1	1	1	0	1	1	0	1	0	0	1	1	1	1	0	0	0	0	1.31605	0.382006	0.774885	-0.561987	0	0	0.929146	1.56104	2.490189	0.715115	1.07428	1.30169
90	-712.494	-688.0874	-24.40659	1.37768	1.46181	0.201085	1.21992	1.21992	1.21992	8.92256	11.142	3.47397	9.19104	3.12148	3.3121	0.455608	1	1	1	1.37768	1.46181	0.201085	0	0	0	0	0	1.32203	0	-0.404121	1.13905	-0.045958	0	0	2.37324	0.0665299	0.4413557	1.219917	0	1	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1.3163	-0.146801	0.774884	0	0	0	1.21992	2.37324	3.593157	1	1	1
