Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-965.9178	-932.474	-33.44383	6.5136	0.168938	4.87233	0.0543666	0.12073	0.17708	0.747821	1.43373	8.34279	2.32073	15.9143	0.412757	11.9043	0.517082	1.14827	1.68421	6.5136	0.168938	4.87233	0	0	0	0	0	0	1.3447	0	0.032184	0.52955	0.979746	-0.729706	1.031107	2.094016	0.4092927	0.105141	0	0	1	0	1	1	1	1	1	1	1	1	0	1	0	0	2.6424	-1.90083	0.259446	-0.231482	0	2.17961	0	0	0.105141	1.03111	1.136248	0.517082	1.14827	1.68421
10	-963.8606	-935.8965	-27.96408	6.12634	0.186121	3.49985	0.33485	0.461532	0.2732	1.88018	3.47704	6.05083	4.61985	14.0889	0.428029	8.04869	0.961625	1.32543	0.784579	6.12634	0.186121	3.49985	0	0	0	0	0.307969	-1.28273	0.606881	0	0	0.528084	-0.266881	0	1.671549	1.380208	0.4348342	0.3482126	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	0	0.585353	-0.744673	0.149086	0	-0.245893	2.06411	0	0	0.348213	1.67155	2.019761	0.961625	1.32543	0.784579
20	-967.3369	-936.4582	-30.87871	6.8728	0.268736	3.34407	0.40595	0.40595	0.40595	2.96983	3.47972	3.95475	5.13322	13.1735	0.515104	6.40979	1	1	1	6.8728	0.268736	3.34407	0	0	0	0	0.861498	1.07956	2.06413	-1.13515	-0.176238	0.528626	0	0	1.848149	1.654547	0.5217129	0.4059497	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	0.619387	-0.152387	0	0	-0.271706	2.02218	0	0	0.40595	1.84815	2.254099	1	1	1
30	-966.2351	-937.7347	-28.50035	5.71377	0.260703	3.65518	0.36477	0.36477	0.479679	3.45516	3.05988	3.82715	5.12672	11.2868	0.514983	7.2203	1	1	1.31502	5.71377	0.260703	3.65518	0	0	0	0	0.960189	0.650925	-1.03513	-1.04048	-0.174477	0.527615	0	0	1.848149	1.685319	0.5062366	0.3996349	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	0	0	-0.328277	0.282978	0	0	1.86845	0.27385	0	0.399635	1.84815	2.247784	1	1	1.31502
40	-962.2917	-934.7489	-27.5429	4.87745	0.221143	3.55883	0.383507	0.218097	0.54855	2.19894	6.21139	5.86742	6.18712	9.40977	0.426638	6.86584	1.07126	0.609214	1.53228	4.87745	0.221143	3.55883	0	0	0	0	0.995972	0.645297	0	-1.39434	0	0.530109	0.46945	0	2.345399	1.91933	0.5183393	0.357997	1	1	0	1	0	1	1	0	1	0	0	1	0	1	0	0	1.04801	0	0	-0.46679	0	1.65824	0	0	0.357997	2.3454	2.703396	1.07126	0.609214	1.53228
50	-960.5824	-931.6419	-28.94057	6.51354	0.271831	4.16998	0.185941	0.185941	0.185941	2.98736	2.69768	6.98305	5.38349	12.2488	0.511182	7.8417	1	1	1	6.51354	0.271831	4.16998	0	0	0	0	-0.563576	-0.516275	0	-0.863026	-0.17144	0.53023	0	0	2.329103	1.942605	0.5317695	0.1859412	1	1	0	1	1	1	0	0	1	1	1	1	0	1	0	0	0.892385	-1.03718	0.190424	0.066527	0	1.94693	0	0	0.185941	2.3291	2.515044	1	1	1
60	-966.3894	-935.4431	-30.94633	4.64293	0.226182	3.19427	0.179431	0.159426	0.29217	1.15564	4.62187	6.04888	4.40945	9.51453	0.463504	6.54586	0.800525	0.711271	1.30351	4.64293	0.226182	3.19427	0	0	0	0	0.886348	-0.910898	0.586213	0	-0.0775887	0.529505	0.322734	0	1.673882	2.037915	0.4879834	0.2029382	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	0.852202	-0.447214	0.190406	-0.862545	0	1.68136	0.241485	-0.269808	0.202938	1.67388	1.87682	0.800525	0.711271	1.30351
70	-960.1993	-932.4326	-27.7667	6.01227	0.211875	4.38853	0.0672381	0.0672381	0.120378	2.38432	2.49473	11.5325	5.18865	12.119	0.427079	8.84599	1	1	1.79033	6.01227	0.211875	4.38853	0	0	0	0	0	0	1.59799	0	0	0.529466	0	0	2.495384	2.097931	0.4961034	0.08164443	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1.61791	-1.59277	0	0	0	1.91198	0.582399	0	0.0816444	2.49538	2.577029	1	1	1.79033
80	-965.8902	-933.1243	-32.76584	7.42666	0.225	5.42068	0.0828077	0.0507962	0.10614	5.55118	1.76551	7.39068	5.85302	14.095	0.427025	10.2879	1.63019	1	2.08952	7.42666	0.225	5.42068	0	0	0	0	0	-0.413353	1.88689	-0.573133	0	0.529544	0	0	2.590972	2.659064	0.5269011	0.07642935	0	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	0.0186182	-1.55621	0	-1.39537	0	2.06294	0.248237	0.488699	0.0764293	2.59097	2.667401	1.63019	1	2.08952
90	-963.038	-933.6985	-29.33947	4.91589	0.213002	3.58985	0.0406963	0.122705	0.0406963	3.12802	5.5047	5.58671	6.74936	9.86849	0.427595	7.20652	0.33166	1	0.33166	4.91589	0.213002	3.58985	0	0	0	0	0	0	2.38695	0.491802	0	0.528714	0	0	3.088977	2.378169	0.4981398	0.05879268	0	0	1	1	0	1	0	0	1	0	0	1	0	1	0	1	0.603959	0	0	-0.931708	0	1.70738	0	-1.10364	0.0587927	3.08898	3.14777	0.33166	1	0.33166
