Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-816.8727	-777.3008	-39.5719	0.229077	0.812939	4.40793	0.516294	3.1158	0.279244	11.6097	15.9753	3.92171	10.1437	0.176372	0.6259	3.39376	1.1188	6.75191	0.60512	0.229077	0.812939	4.40793	0	0	0	0	-1.03164	3.06864	0	1.93132	0	-1.3524	0.527624	0.234099	2.092193	1.073547	1.298832	0.7658614	1	1	0	1	0	1	1	1	0	1	0	1	1	1	1	0	0	0.237108	0	-2.65689	-0.437856	-0.54393	1.51976	0	0.765861	2.09219	2.858055	1.1188	6.75191	0.60512
10	-813.7083	-778.8857	-34.82266	0.181265	1.27251	5.44398	0.436927	3.38852	0.358846	8.7232	15.013	3.90941	8.14419	0.13746	0.964994	4.12838	0.910339	7.05999	0.747656	0.181265	1.27251	5.44398	0	0	0	0	0	2.89769	0	2.75836	0	-1.56927	0.527624	0	1.005428	1.142901	1.31867	0.8099198	0	1	0	1	0	1	1	0	0	1	1	0	0	1	1	0	0	-1.05924	-1.23007	0	0	-0.602169	1.56969	0	0.80992	1.00543	1.815348	0.910339	7.05999	0.747656
20	-814.9088	-777.4538	-37.45503	0.170958	1.00709	3.55667	0.186958	3.24781	0.751495	9.44516	8.21272	4.08746	7.65135	0.224208	1.32078	4.66451	0.306927	5.3319	1.23372	0.170958	1.00709	3.55667	0	0	0	0	-1.88462	2.9292	0	1.52365	0	-1.70441	0	-0.232461	0.6766592	1.321463	0.7624953	0.769875	1	1	0	1	0	1	0	1	0	1	1	0	1	1	1	1	0	-0.994216	-1.78267	0	0.316925	0.00610004	1.67899	-0.976389	0.769875	0.676659	1.446534	0.306927	5.3319	1.23372
30	-816.3731	-786.186	-30.18713	0.104429	0.602258	3.99164	0.688294	2.43133	0.479398	10.5027	24.7007	3.48397	10.3105	0.16554	0.954693	6.32751	1.43575	5.07164	1	0.104429	0.602258	3.99164	0	0	0	0	0	3.15204	0	0.532509	0	-2.04189	0	0	2.345782	1.090115	0.6308393	0.9291908	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0.138289	0	0	0	1.62366	0.361685	0.929191	2.34578	3.274972	1.43575	5.07164	1
40	-808.1733	-778.3277	-29.84566	0.0891599	1.2688	2.35055	0.793392	3.60645	0.793392	9.328	6.21521	6.19623	10.1906	0.138652	1.9731	3.65532	1	4.54561	1	0.0891599	1.2688	2.35055	0	0	0	0	0	-0.170618	0	0.87136	0.995552	-2.04189	0	0	2.345782	1.103069	0.6430496	1.314272	0	1	0	1	1	1	0	0	1	1	1	1	0	0	1	0	-0.322129	-0.825395	-1.061	-0.0714839	0	0	1.51416	0	1.31427	2.34578	3.660054	1	4.54561	1
50	-813.028	-781.03	-31.99801	0.22782	2.05987	1.82509	0.244192	4.26892	1.2556	8.24717	5.60245	8.55874	11.1418	0.288222	2.606	2.30898	0.44562	7.79025	2.29132	0.22782	2.05987	1.82509	0	0	0	0	0	0.255977	-0.236995	0.795346	0.220119	-1.06043	0	-0.917651	2.534893	1.098281	0.7904338	1.093874	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	0	0	-1.36055	-0.946058	0.821382	-0.270785	2.07371	0	1.09387	2.53489	3.628767	0.44562	7.79025	2.29132
60	-812.9512	-779.7402	-33.21098	0.511145	1.74442	2.28728	0.328954	3.54341	0.267357	7.57334	7.54936	5.85816	9.4549	0.530005	1.80878	2.37168	0.808642	8.71048	0.657222	0.511145	1.74442	2.28728	0	0	0	0	1.21492	0.160854	0	0	-0.289397	-0.779263	0	0.464548	2.534893	1.582605	0.9644169	0.6779788	1	1	0	0	1	1	0	1	1	0	1	1	1	0	1	1	-1.01148	0	-1.64974	-0.806667	0.821381	0	2.15398	-0.621584	0.677979	2.53489	3.212872	0.808642	8.71048	0.657222
70	-814.2974	-776.8785	-37.41893	0.0384986	1.52211	2.63602	0.540353	3.58459	0.49211	9.19763	16.8038	6.36563	12.0313	0.0556067	2.19851	3.80742	1.09803	7.28414	1	0.0384986	1.52211	2.63602	0	0	0	0	1.74882	0.847776	0	-0.0572185	0	-1.4797	0	0	3.610685	1.446615	0.6923376	0.9841465	1	1	0	1	0	1	0	0	1	0	1	1	1	1	1	1	-0.89993	0	-0.9041	-2.05759	0.821379	-1.5861	1.9857	0.0935217	0.984146	3.61069	4.594832	1.09803	7.28414	1
80	-814.2518	-779.0382	-35.21368	0.103531	1.43332	2.74568	0.515111	3.22296	0.515111	9.45636	3.85321	5.43098	8.50762	0.102926	1.42493	2.72962	1	6.25683	1	0.103531	1.43332	2.74568	0	0	0	0	-1.9308	0.549957	0.775162	0.000298996	0.530307	-1.43487	0	0	2.036785	1.736011	1.005882	0.9491878	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	0	0.102548	0	0	-2.68883	0	-0.915458	1.83367	0	0.949188	2.03678	2.985973	1	6.25683	1
90	-816.8351	-781.5846	-35.25057	0.185191	1.59832	0.884655	0.443816	3.56039	0.470437	10.4267	7.79413	6.08238	10.9315	0.377902	3.26154	1.80523	1.02819	8.24832	1.08986	0.185191	1.59832	0.884655	0	0	0	0	0.146261	0	0	0	0.555347	-0.992532	-0.156117	0	3.007422	1.997967	0.4900501	0.9058722	1	0	0	0	1	1	1	0	0	1	1	1	1	0	1	0	0	-1.20741	-0.992026	-3.10008	0.799769	0	2.22385	0	0.905872	3.00742	3.913294	1.02819	8.24832	1.08986
