Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-490.2016	-458.7902	-31.41131	0.179702	0.570743	0.182958	0.11848	3.44144	0.00584045	16.9487	2.50328	4.25556	6.95136	0.54118	1.71881	0.550984	0.887229	25.7709	0.0437356	0.179702	0.570743	0.182958	0	0	0	0	0	-1.0426	-1.20953	0	1.08046	0	0	-1.77324	1.697393	3.454444	0.3320562	0.1335399	0	1	1	0	1	0	0	1	1	0	1	1	1	0	0	0	0.897545	0	-0.646832	-2.48425	-0.668418	0	0	0	0.13354	1.69739	1.830933	0.887229	25.7709	0.0437356
10	-482.2018	-455.8104	-26.39146	0.0551163	0.361586	0.0551163	0.227013	3.55326	0.00897449	4.92988	1.3856	4.21549	5.19716	1	6.56041	1	0.906927	14.1955	0.0358536	0.0551163	0.361586	0.0551163	0	0	0	0	0	0	0	-0.15806	0	0	0	-1.4478	0.6645214	2.81871	0.05511633	0.1934471	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	0.565204	0	-1.41542	-1.30133	1.88105	0	0	-0.773083	0.193447	0.664521	0.8579685	0.906927	14.1955	0.0358536
20	-487.4174	-461.6206	-25.7968	0.0662848	0.00813895	0.0832768	0.158916	2.44946	0.0137986	4.08605	1.64729	3.61888	4.65659	1	0.122788	1.25635	0.907422	13.9866	0.0787913	0.0662848	0.00813895	0.0832768	0	0	0	0	-1.56176	0	0	0	0	0	0	-1.43971	0.9596	2.592541	0.06628478	0.1751291	1	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	-0.72803	-1.14275	-2.0973	0.22821	0	0	0.175129	0.9596	1.134729	0.907422	13.9866	0.0787913
30	-483.6528	-455.3574	-28.29545	0.0280557	0.346196	0.0389132	0.149842	3.66991	0.0102723	5.27791	1.61584	4.87963	5.87421	0.429193	5.29607	0.595291	0.898938	22.0166	0.061626	0.0280557	0.346196	0.0389132	0	0	0	0	-1.24076	0	0	-0.0475286	1.48844	0	0	-1.57894	0.9640309	2.592541	0.06536841	0.1780955	1	0	0	1	1	0	0	1	0	0	1	1	0	1	1	0	0	0	-1.27591	-2.02436	0	0.302412	0.198584	0	0.178095	0.964031	1.142126	0.898938	22.0166	0.061626
40	-495.0939	-456.4581	-38.63582	0.0241282	0.00472277	0.0264123	0.123533	3.3908	0.00969152	5.25061	1.8695	5.13677	6.12844	0.570552	0.111678	0.624564	0.827329	22.709	0.0649064	0.0241282	0.00472277	0.0264123	0	0	0	0	0	0	-1.99805	0	1.15128	1.37975	0.155329	-1.501	1.227733	2.995032	0.04228926	0.1595239	0	0	1	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	-1.27591	-3.26073	-0.953281	-2.27071	0.198398	0	0.159524	1.22773	1.387257	0.827329	22.709	0.0649064
50	-484.8228	-457.9781	-26.84472	0.22009	0.112533	0.0955486	0.182286	3.55693	0.0128208	4.47797	2.78131	4.53315	5.4467	0.967375	0.494624	0.419971	0.899854	17.5587	0.0632899	0.22009	0.112533	0.0955486	0	0	0	0	0	0	0.882385	0	0	-0.491568	0	-1.56384	0.8228567	2.051908	0.2275123	0.2025729	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0	0.987475	-1.25298	-0.980719	-0.805134	-1.6047	0	0	0	0.202573	0.822857	1.02543	0.899854	17.5587	0.0632899
60	-482.7907	-456.0383	-26.75239	0.0807053	0.433514	0.0674106	0.310774	3.60103	0.0332934	4.7215	1.78154	4.45559	5.39343	0.606305	3.25681	0.506427	0.915033	10.6028	0.0980282	0.0807053	0.433514	0.0674106	0	0	0	0	0.684423	0.34581	0.885511	0	0.866904	-0.11453	0	-1.31594	0.6874058	2.051908	0.1331102	0.3339976	1	1	1	0	1	1	0	1	1	0	1	1	0	0	1	0	0.72696	0	-0.829732	-1.20189	0	0	-0.050181	0	0.333998	0.687406	1.021403	0.915033	10.6028	0.0980282
70	-486.1952	-458.3094	-27.88589	0.533287	0.389148	0.397087	0.501518	3.60833	0.0196995	5.53889	1.95026	4.33301	5.78825	1.01125	0.737928	0.752983	0.89803	6.46115	0.0352744	0.533287	0.389148	0.397087	0	0	0	0	0	0	0.508934	0	0	0.165855	0.0543232	-1.13641	0.7823292	2.741754	0.5273523	0.3291161	0	0	1	0	0	1	1	1	1	0	1	1	0	1	1	1	0.706581	0	-0.648503	-1.35199	0	-0.576431	-0.277365	-1.30898	0.329116	0.782329	1.111445	0.89803	6.46115	0.0352744
80	-487.5615	-460.949	-26.61248	0.433803	0.433803	0.433803	0.438134	2.9395	0.0782925	4.14846	1.45325	3.93203	4.75972	1	1	1	1.02147	6.85316	0.182531	0.433803	0.433803	0.433803	0	0	0	0	0	-0.13985	1.85312	-0.107933	0	0	-0.174781	-1.15721	0.6148438	1.931001	0.4338026	0.4654434	0	1	1	1	0	0	1	1	0	1	0	1	0	0	0	1	0	-0.426792	0	-2.09138	0	0	0	0.245117	0.465443	0.614844	1.080287	1.02147	6.85316	0.182531
90	-488.5743	-462.059	-26.5153	0.554947	0.855312	0.377047	0.61281	3.79415	0.0774641	5.65788	2.58045	6.41148	7.15899	0.984753	1.51775	0.669071	0.921072	5.70272	0.116431	0.554947	0.855312	0.377047	0	0	0	0	0	0	1.69468	0	0	-0.227698	0	-1.21846	1.26542	2.167627	0.563539	0.5647376	0	0	1	0	0	1	0	1	1	1	1	1	0	0	1	0	-0.295441	-0.41279	-0.709854	-1.26982	0	0	-0.491732	0	0.564738	1.26542	1.830158	0.921072	5.70272	0.116431
100	-479.4601	-458.4863	-20.97386	0.122128	0.049549	0.173112	0.425515	3.0097	0.0741024	5.7213	2.78571	5.36989	6.93845	1.20251	0.487876	1.70451	0.932878	6.59832	0.162458	0.122128	0.049549	0.173112	0	0	0	0	0	0	0	0.732821	-0.299761	0.208461	0	-1.02971	1.616509	1.625043	0.1015607	0.4561314	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	-1.11736	0	0	0	0	0	0.456131	1.61651	2.07264	0.932878	6.59832	0.162458
