Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-662.7991	-633.3877	-29.41137	1.04798	0.113589	0.983077	3.51447	1.8781	0.97009	5.59043	4.6843	3.04278	6.65873	1.15894	0.125614	1.08716	1.27654	0.682172	0.35236	1.04798	0.113589	0.983077	0	0	0	0	0.052259	0	-0.384059	0	-0.471732	0	-0.780834	0	0.1395641	2.033813	0.9042649	1.856938	1	0	1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	-2.28715	-1.03062	-1.84347	0	0	-1.18142	1.85694	0.139564	1.996502	1.27654	0.682172	0.35236
10	-662.3787	-631.7214	-30.65732	1.02118	2.50698	1.08623	3.65425	5.3759	0.380399	9.5722	4.61735	6.25365	10.2191	0.867219	2.129	0.92246	1.3266	1.9516	0.138096	1.02118	2.50698	1.08623	0	0	0	0	0	-0.337794	0	0	0.455618	0	-0.780865	-2.64561	0.3812389	1.612127	1.177539	1.955073	0	1	0	0	1	0	1	1	0	1	1	0	1	0	0	1	0	-0.245912	-2.20144	0	0.532478	0	0	-1.02854	1.95507	0.381239	2.336312	1.3266	1.9516	0.138096
20	-659.1713	-631.194	-27.97729	0.572954	0.572954	0.572954	3.54686	2.47537	0.416909	7.83275	6.60655	4.02875	9.00651	1	1	1	1.29828	0.906074	0.152604	0.572954	0.572954	0.572954	0	0	0	0	0	0	0	0.271015	0	0	-0.780895	-1.1605	1.216561	1.155083	0.5729538	1.54114	0	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1	0.8439	-0.378219	-2.19323	0	0	0	-0.177213	-1.54029	1.54114	1.21656	2.757701	1.29828	0.906074	0.152604
30	-665.9566	-633.8699	-32.08674	0.484763	0.795087	0.201736	3.0962	5.19815	0.130386	9.51559	4.45948	6.57215	10.2735	1	1.64016	0.416154	1.03505	1.73772	0.0435876	0.484763	0.795087	0.201736	0	0	0	0	0	0.0184748	-0.649598	0.286999	0	0	0	-2.36985	0.8715307	1.50148	0.4847632	1.280276	0	1	1	1	0	0	0	1	0	0	1	0	1	1	1	1	0	0	-2.2886	0	0.494791	-0.8767	-0.389003	-2.15696	1.28028	0.871531	2.151807	1.03505	1.73772	0.0435876
40	-661.7451	-631.6733	-30.0718	0.95541	0.95541	0.715105	3.87307	3.87307	0.294172	13.9529	6.4721	4.6559	10.5772	1	1	0.74848	1	1	0.0759532	0.95541	0.95541	0.715105	0	0	0	0	0	-1.92752	-0.466052	0	0	0	0	0	1.135702	0.8421771	0.9554096	1.640228	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	1	0.647424	0	-1.58978	-1.53084	0	-0.289711	0	-2.57764	1.64023	1.1357	2.77593	1	1	0.0759532
50	-655.3371	-632.0379	-23.2992	0.562268	0.326862	0.562268	3.31482	3.31482	0.497831	6.98566	4.18039	4.14889	7.65693	1	0.581328	1	1	1	0.150184	0.562268	0.326862	0.562268	0	0	0	0	0.17906	0	0	1.96209	0	0	0	0	0.249613	0.641267	0.5622684	1.761977	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	-1.01367	0	-0.54244	0	0	-1.8959	1.76198	0.249613	2.01159	1	1	0.150184
60	-665.8568	-633.3056	-32.5512	1.39974	1.37215	1.52696	3.68575	3.45998	0.336317	7.81862	5.7673	8.16365	9.79769	0.989027	0.969532	1.07892	1.00591	0.944296	0.0917873	1.39974	1.37215	1.52696	0	0	0	0	-0.0718813	1.87976	-1.19454	0	0.0671792	-0.686084	0	-0.405512	1.104035	0.5476136	1.415269	1.624735	1	1	1	0	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	-1.57617	-0.336439	0.370425	-0.218432	-2.22127	1.62473	1.10404	2.72877	1.00591	0.944296	0.0917873
70	-657.6867	-631.8975	-25.78921	0.531064	0.196643	0.531064	3.28433	4.22706	0.499543	8.00861	4.32832	5.15022	8.7378	1	0.370281	1	1	1.28704	0.152099	0.531064	0.196643	0.531064	0	0	0	0	0.501643	0	0.218212	0	0	0	0	0	0.3428482	0.9240808	0.5310638	1.907008	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	-1.27366	-1.61365	-0.993492	0	0.252346	-1.88322	1.90701	0.342848	2.249856	1	1.28704	0.152099
80	-660.7875	-632.1343	-28.65313	0.659912	0.437938	0.669159	3.5869	2.65294	0.624181	6.68378	4.54172	3.493	7.32937	0.999526	0.663317	1.01353	1.05605	0.781072	0.18377	0.659912	0.437938	0.669159	0	0	0	0	0.789217	0.0575513	0	0.174674	0	0.0326363	-0.192294	0.384826	0.2201687	0.642385	0.6602249	1.811003	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	0.0584847	0.467008	-1.16365	-0.517334	-0.397535	0	0	-1.88663	1.811	0.220169	2.031172	1.05605	0.781072	0.18377
90	-658.6544	-631.8137	-26.84069	0.537152	1.12102	0.674665	3.6853	3.45582	0.66621	9.85861	6.02197	5.56256	10.5568	0.725266	1.51361	0.910937	0.997562	0.935442	0.180334	0.537152	1.12102	0.674665	0	0	0	0	0.296017	0	0	0.783466	1.01748	0.211147	0	0.167967	1.304432	0.7362227	0.7406279	2.0396	1	0	0	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0.540164	-1.37064	0	0	0	0	-1.78212	2.0396	1.30443	3.344032	0.997562	0.935442	0.180334
