Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-645.7054	-611.4032	-34.30216	2.31157	4.36277	1.12881	1.12779	5.14892	0.967629	6.87709	25.6246	20.5273	17.3433	1.02757	1.93939	0.501792	0.53667	2.45015	0.460454	2.31157	4.36277	1.12881	0	0	0	0	0	2.24974	0	-1.76066	-0.362818	0.304731	-0.463248	-0.18437	2.915299	2.127255	2.249553	1.777809	0	1	0	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	-1.61938	0	0	0	-0.602245	0.351364	1.77781	2.9153	4.693108	0.53667	2.45015	0.460454
10	-637.6136	-610.2474	-27.3662	2.64225	4.47338	0.435444	1.20445	5.31588	1.02661	6.5559	11.7586	15.138	12.1913	1.53036	2.59093	0.252204	0.430359	1.89941	0.366815	2.64225	4.47338	0.435444	0	0	0	0	1.51604	0.403489	0	-2.25711	-0.359743	0.86477	-0.463248	0	0.5076634	1.230688	1.726557	1.873222	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-0.602245	0	1.87322	0.507663	2.380886	0.430359	1.89941	0.366815
20	-645.7089	-612.0679	-33.64105	3.53689	6.08089	0.670425	1.77551	6.81053	0.644742	8.71808	68.9961	83.8194	45.0618	1.45314	2.49836	0.275447	1.4957	5.73725	0.543137	3.53689	6.08089	0.670425	0	0	0	0	2.15334	-0.465101	0	-2.2153	-0.360858	0.792498	-0.705759	0	2.730798	1.325055	2.433955	1.982881	1	1	0	1	1	1	1	0	1	0	0	1	0	0	0	1	-0.0244676	0	0	-0.0718166	0	0	0	0.769592	1.98288	2.7308	4.713679	1.4957	5.73725	0.543137
30	-645.9027	-611.2693	-34.63347	3.73554	6.34564	0.74972	1.01453	6.9626	1.14936	8.06397	14.9065	13.7981	13.23	1.36497	2.3187	0.273948	0.288432	1.97947	0.326764	3.73554	6.34564	0.74972	0	0	0	0	1.0044	1.08873	0	-2.54898	-0.355343	0.800791	-0.776549	0	0.7531528	1.101118	2.736726	2.00985	1	1	0	1	1	1	1	0	1	1	1	0	0	1	1	1	0.574955	0.62941	0.826047	0	0	-0.0713402	-0.446898	-0.392593	2.00985	0.753153	2.763003	0.288432	1.97947	0.326764
40	-645.6571	-615.7591	-29.89796	3.26949	5.53408	0.861741	1.25546	6.43749	0.93384	7.93693	9.66577	14.8967	12.8498	1.05332	1.78289	0.277623	0.640036	3.28186	0.476075	3.26949	5.53408	0.861741	0	0	0	0	1.23788	0	0	-2.69662	-0.352604	0.791904	-0.858134	0	1.192418	0.7350988	3.103993	1.961538	1	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0.604992	0	0	0	-0.325654	0	0	1.96154	1.19242	3.153956	0.640036	3.28186	0.476075
50	-645.2772	-612.2383	-33.03891	3.47668	5.85378	0.866735	1.38731	5.3284	1.08734	6.71933	26.7889	31.0613	20.0497	1.07416	1.80859	0.267788	0.692567	2.66002	0.542816	3.47668	5.85378	0.866735	0	0	0	0	2.56799	0	0	-2.85224	-0.352648	0.821124	-0.706441	0	0.2652761	0.884658	3.23665	2.003141	1	0	0	1	1	1	1	0	0	1	1	0	0	1	0	0	0	-0.456763	0.267865	0	0	-0.326737	0	0	2.00314	0.265276	2.268417	0.692567	2.66002	0.542816
60	-644.9098	-612.4682	-32.44152	4.37222	4.92977	0.846688	1.11749	4.98813	0.829166	6.33166	17.3003	21.4982	15.1381	1.66068	1.87245	0.321593	0.742573	3.31461	0.550981	4.37222	4.92977	0.846688	0	0	0	0	1.45322	-0.380889	0	-2.3202	-0.142066	0.820342	-0.865304	0	1.660423	1.642058	2.632796	1.665743	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0.0695726	-0.0418566	-0.0978299	0	0	0	0.152325	0	1.66574	1.66042	3.326166	0.742573	3.31461	0.550981
70	-646.5219	-616.2851	-30.2368	5.0327	4.32721	1.01881	1.24015	6.24202	0.925557	7.51361	22.1599	21.322	16.758	1.79102	1.53995	0.362572	0.643288	3.23786	0.480105	5.0327	4.32721	1.01881	0	0	0	0	1.47163	1.62062	0	-1.82588	0	0.822721	-0.848388	0	0.645936	1.040159	2.809969	1.927823	1	1	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0.975485	0.0343252	0.516538	0	0	0	0	1.92782	0.645936	2.573759	0.643288	3.23786	0.480105
80	-641.0576	-611.412	-29.64564	2.93617	5.22592	0.544514	1.3924	5.82328	0.420772	8.06589	20.9621	22.6316	18.0893	1.44699	2.5754	0.268343	0.924921	3.86819	0.279503	2.93617	5.22592	0.544514	0	0	0	0	0.591969	0.728908	-0.149454	-1.80528	-0.379794	0.800404	-0.796902	0.474818	3.401962	1.362977	2.029167	1.505427	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50543	3.40196	4.907389	0.924921	3.86819	0.279503
90	-643.8296	-613.2513	-30.57822	0.643886	2.02375	0.144012	1.24583	3.59022	0.647229	4.86088	44.7162	46.2939	26.7511	0.476931	1.49901	0.106671	1.08858	3.13705	0.565534	0.643886	2.02375	0.144012	0	0	0	0	1.80068	0.126443	0	-2.1456	0	0.771372	-0.748091	0.204407	0.9145387	1.153488	1.35006	1.42521	1	1	0	1	0	1	1	1	0	1	0	0	1	0	1	0	0	-1.38768	0	0	-1.28679	0	0.329083	0	1.42521	0.914539	2.339748	1.08858	3.13705	0.565534
