Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-555.4369	-523.1342	-32.30271	10.9044	0.0509855	11.9723	0.712661	0.555214	1.64826	2.77206	3.51622	5.37432	5.43655	5.62032	0.0262789	6.17072	3.32197	2.58806	7.68313	10.9044	0.0509855	11.9723	0	0	0	0	-1.00376	-0.408723	0	1.19599	1.24252	0	-0.248448	-0.888822	1.2082	2.300671	1.940171	0.867207	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	1	0	0	1.63749	0	0	-0.0927862	1.88155	0.427402	0.867207	1.2082	2.075407	3.32197	2.58806	7.68313
10	-551.6566	-522.7016	-28.95499	17.5839	0.0475629	17.5961	1.4993	0.449294	0.650171	3.01938	3.18803	5.7376	4.84448	7.17543	0.019409	7.18042	3.337	1	1.44709	17.5839	0.0475629	17.5961	0	0	0	0	-0.146937	0	0	1.18087	1.34599	0	0	0	1.123155	2.649876	2.450567	0.7594198	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	0	1.47248	1.63325	0	0	0	0.369558	0.835516	0.75942	1.12316	1.882575	3.337	1	1.44709
20	-557.8784	-523.1238	-34.75464	8.16334	0.0546896	12.2724	0.629507	0.626932	0.626141	2.13724	1.9919	7.37003	3.7107	4.04301	0.0270858	6.0781	1.00316	0.999055	0.997795	8.16334	0.0546896	12.2724	0	0	0	0	-1.03371	0.264301	0.455474	0.761741	1.2322	0	0	0.00376338	0.9644733	2.837548	2.019126	0.627525	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0	0	-1.47384	2.49533	1.26729	0.774286	0	-0.407067	0	0	0.627525	0.964473	1.591998	1.00316	0.999055	0.997795
30	-562.713	-527.9276	-34.78541	11.2463	0.0437637	16.9083	0.381489	0.59829	0.687224	1.77641	1.78318	13.1289	3.46391	4.84551	0.0188558	7.28501	0.707378	1.10938	1.27429	11.2463	0.0437637	16.9083	0	0	0	0	-0.440698	-0.127498	1.59626	0.183974	1.35587	0	0	-0.413223	1.041596	2.718016	2.320976	0.5393004	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0	0	0.818897	2.47219	1.26268	0.767984	0	-0.407067	0	0	0.5393	1.0416	1.580897	0.707378	1.10938	1.27429
40	-554.1506	-523.2177	-30.93283	13.6675	0.0825174	13.6755	1.269	0.100591	1.63501	2.61301	4.15941	2.98159	4.87698	6.15734	0.0371748	6.16092	2.13934	0.169582	2.75639	13.6675	0.0825174	13.6755	0	0	0	0	0.046085	0	0	1.07886	1.12409	0	0.621112	-0.177695	0.8826501	4.304546	2.219713	0.5931715	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	-1.59412	0	1.25447	-0.390447	0.171874	0	0	0	0.593171	0.88265	1.475822	2.13934	0.169582	2.75639
50	-556.7821	-526.705	-30.07714	9.34515	0.0562113	9.35077	0.568695	0.131714	2.15849	2.05616	4.16493	4.53118	5.27722	5.49752	0.0330678	5.50083	0.736707	0.170627	2.79618	9.34515	0.0562113	9.35077	0	0	0	0	0.282382	0	0.867613	1.21628	1.16406	0	0.621111	-0.202137	1.145137	2.781162	1.699883	0.5447796	1	0	1	1	1	0	1	1	0	1	1	1	0	0	0	1	0	0.489949	0.936004	0.974666	0	0	0	-1.04558	0.54478	1.14514	1.689916	0.736707	0.170627	2.79618
60	-553.1939	-524.4281	-28.76582	13.5616	0.0356835	13.5707	0.4359	0.929716	0.929716	2.37268	2.37268	7.81146	4.52152	8.31874	0.0218884	8.32435	0.468853	1	1	13.5616	0.0356835	13.5707	0	0	0	0	0	0	0	1.17274	1.30494	0	0	0	1.145137	3.752647	1.630246	0.7222636	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	1	0	1.77669	1.00432	-0.353148	0.207949	0	0	-0.757467	0.722264	1.14514	1.8674	0.468853	1	1
70	-556.0349	-524.806	-31.22894	9.1594	0.0296712	9.16557	1.05849	1.05849	1.05849	2.5705	2.90731	2.99526	4.17871	6.75689	0.0218884	6.76144	1	1	1	9.1594	0.0296712	9.16557	0	0	0	0	2.61452	0.0871805	-0.677006	0.880713	1.30494	0	0	0	0.4736147	4.3001	1.355565	1.05849	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	-0.543029	0.712856	0.78446	0	0	0	0	0	1.05849	0.473615	1.532104	1	1	1
80	-556.5162	-522.7853	-33.73087	16.2789	0.0441885	16.2902	1.87435	0.454752	2.0319	2.78605	4.32984	3.84013	5.24506	7.16701	0.0194546	7.17199	5.65124	1.37109	6.12626	16.2789	0.0441885	16.2902	0	0	0	0	0	-0.561412	0.0989222	0.896901	1.34519	0	0	-1.25639	0.4302876	5.534134	2.271369	1.200907	0	1	1	1	1	0	0	1	1	0	1	0	0	0	1	1	-0.510234	0	1.00592	0	0	0	1.07562	1.70883	1.20091	0.430288	1.631195	5.65124	1.37109	6.12626
90	-554.7673	-525.3058	-29.46151	8.25045	0.0469042	9.97115	1.10761	0.406164	1.10761	2.23825	2.90826	2.88171	3.90922	4.93933	0.0280803	5.96947	2.72699	1	2.72699	8.25045	0.0469042	9.97115	0	0	0	0	0	-0.328617	0.110635	0.753274	1.21988	0	0	0	0.6128949	5.420118	1.670358	0.7927887	0	1	1	1	1	0	0	0	1	0	1	0	0	1	1	0	-1.06596	0	0.832395	0	0	-0.188798	1.0032	0	0.792789	0.612895	1.405684	2.72699	1	2.72699
