Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-592.9352	-565.4192	-27.516	1.69463	1.69856	0.624349	0.314485	0.314485	0.314485	27.5146	0.739471	27.0734	14.4951	1.00285	1.00517	0.369476	1	1	1	1.69463	1.69856	0.624349	0	0	0	0	0	1.03277	1.06856	0	-0.0425488	0	0	0	1.527126	1.60032	1.689824	0.3144846	0	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	-1.21664	2.2303	-0.287143	-0.98767	0	0	0	0.314485	1.52713	1.841611	1	1	1
10	-596.084	-564.365	-31.71901	1.32651	1.32651	0.083974	0.581036	0.72894	0.600772	27.1291	1.28801	26.7253	14.9251	1	1	0.0633043	0.78453	0.984234	0.811177	1.32651	1.32651	0.083974	0	0	0	0	0	1.03256	1.27144	0	0	0	0.131077	0	1.467139	1.378783	1.326513	0.6336775	0	1	1	0	0	0	1	0	0	1	1	1	1	0	0	1	0	-1.21672	2.22064	-0.399092	-2.7598	0	0	-0.233916	0.633677	1.46714	2.100816	0.78453	0.984234	0.811177
20	-595.8832	-564.7225	-31.16071	1.12079	1.85055	0.798703	0.846724	0.311725	1.9975	24.5242	2.95776	25.3064	14.9719	0.844918	1.39505	0.602107	2.5415	0.935662	5.99562	1.12079	1.85055	0.798703	0	0	0	0	0	0.992333	1.3511	0	0	-0.327576	0.548505	0	1.442923	1.550471	1.326513	0.807855	0	1	1	0	0	1	1	0	0	1	1	1	1	0	1	1	0	-1.21675	2.26919	0.29117	-0.342909	0	0.718501	0.96939	0.807855	1.44292	2.250778	2.5415	0.935662	5.99562
30	-597.9509	-569.435	-28.5159	2.281	1.48506	2.53315	1.18084	1.18084	1.18084	19.034	2.49832	19.3387	12.2252	1.46122	0.951339	1.62275	1	1	1	2.281	1.48506	2.53315	0	0	0	0	-0.344575	0.978531	1.55107	0	0.411458	0	0	0	1.347058	1.812949	1.561023	1.180844	1	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	-1.21676	2.21017	0	0	0.406756	0	0	1.18084	1.34706	2.527902	1	1	1
40	-599.508	-565.8558	-33.6522	1.89658	1.89658	0.098988	1.00847	0.985733	0.996873	24.0986	2.35107	23.8075	14.6537	1	1	0.052193	0.972411	0.950487	0.961229	1.89658	1.89658	0.098988	0	0	0	0	0	0.794144	1.16902	0	0	0	0.418847	0	2.442268	1.193026	1.896577	0.9969817	0	1	1	0	0	0	1	0	0	1	1	1	1	0	1	0	0	-0.868576	2.3789	-0.208846	-2.95281	0	-0.118301	0	0.996982	2.44227	3.43925	0.972411	0.950487	0.961229
50	-605.0707	-567.6604	-37.41029	2.22825	0.725991	1.06697	1.9703	0.84258	3.08915	20.0697	5.5305	20.9601	15.3899	1.45772	0.474941	0.698009	2.89764	1.23915	4.54308	2.22825	0.725991	1.06697	0	0	0	0	0	0.831731	0.980533	0	0	0.732596	-1.7686	0	2.508832	1.467629	1.52859	1.72449	0	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1	-0.712547	-0.868561	2.39348	1.84969	-0.727215	0	0.900401	0.945763	1.72449	2.50883	4.233322	2.89764	1.23915	4.54308
60	-603.3685	-570.0492	-33.31932	1.28382	1.39246	0.222934	2.67397	0.801146	1.8758	15.7375	5.3653	14.7781	12.9703	1.1048	1.19829	0.191848	2.5726	0.770774	1.80469	1.28382	1.39246	0.222934	0	0	0	0	0	0.826427	0.96012	0	-1.49208	0	0	0.256176	2.747997	1.578962	1.162038	1.589833	0	1	1	0	1	0	0	1	1	0	1	1	1	0	1	1	-0.712551	0	2.1824	-0.302176	-1.37049	0	-0.351318	0.81313	1.58983	2.748	4.33783	2.5726	0.770774	1.80469
70	-598.7878	-565.9805	-32.80734	1.32155	1.45158	0.753099	0.736407	0.70705	0.526885	22.4588	1.74987	21.549	13.2507	1.12202	1.23241	0.639391	1.08949	1.04606	0.779509	1.32155	1.45158	0.753099	0	0	0	0	0.208177	0.841243	1.53998	0	-1.7236	0	-0.846588	0.0566864	2.802918	1.82185	1.177838	0.6497724	1	1	1	0	1	0	1	1	0	0	1	1	1	0	1	0	0	0	1.90762	1.29188	-0.123141	0	-0.118355	0	0.649772	2.80292	3.45269	1.08949	1.04606	0.779509
80	-598.4586	-567.8758	-30.58281	0.520052	0.520052	0.520052	0.422044	0.0372224	0.975532	26.1654	2.51718	26.3403	16.3376	1	1	1	11.3384	1	26.2082	0.520052	0.520052	0.520052	0	0	0	0	0	0.926046	1.28593	0	0	0	0	0	4.69407	2.123129	0.5200521	0.2483904	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	1	-0.70187	0	1.78448	0	0	0	0.837873	2.4282	0.24839	4.69407	4.94246	11.3384	1	26.2082
90	-598.3189	-565.5791	-32.7398	0.86702	1.7121	0.290858	0.735851	0.783367	0.549031	25.6991	1.78541	23.8988	14.7209	1.37555	2.71629	0.461454	1.07979	1.14951	0.80565	0.86702	1.7121	0.290858	0	0	0	0	0.582336	0.746241	0.541325	0	0.740884	-1.07159	-1.14929	0	3.024517	3.236627	0.6303078	0.6814762	1	1	1	0	1	1	1	0	0	0	1	1	1	1	0	0	0	0	1.74524	-0.00409358	-1.29445	0.919602	0	0	0.681476	3.02452	3.705993	1.07979	1.14951	0.80565
