Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-558.2929	-535.0196	-23.27327	1.03969	1.46853	8.1001	0.71753	0.71753	0.71753	2.97017	4.73994	2.97017	5.01658	0.313896	0.443368	2.44553	1	1	1	1.03969	1.46853	8.1001	0	0	0	0	0	0	0	0	0	-0.737111	0	0	1.368492	2.881402	3.312207	0.7175297	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	-0.766796	0	0	0	-1.07779	0	0	0	0.71753	1.36849	2.086022	1	1	1
10	-566.3934	-535.2275	-31.16587	0.520458	0.938938	10.3618	0.86867	0.231519	2.78526	2.74444	3.86254	6.23023	5.35417	0.176626	0.318643	3.51644	0.907858	0.241963	2.91091	0.520458	0.938938	10.3618	0	0	0	0	-0.691169	1.99105	0	0.803946	0	-1.03648	0	-0.880704	0.5929914	1.876529	2.946677	0.8243318	1	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	-1.79011	0	0	-1.61996	0	0	-0.44717	0.824332	0.592991	1.417323	0.907858	0.241963	2.91091
20	-559.6892	-534.4003	-25.28885	0.311449	0.679593	9.15738	1.00814	0.920589	1.00814	4.18014	2.73257	4.18014	5.14938	0.132781	0.289732	3.90408	1	0.913156	1	0.311449	0.679593	9.15738	0	0	0	0	0	0	0	0	0	-1.12267	0	0	1.031837	1.485944	2.345589	0.9780684	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	1	0.372318	-0.772907	0.296669	0	-1.89583	0	0	-0.0908486	0.978068	1.03184	2.009906	1	0.913156	1
30	-564.1526	-535.2605	-28.89214	1.27463	1.73998	26.1712	1.22091	1.22091	1.22091	5.7321	5.7321	5.7321	8.59815	0.346819	0.47344	7.12104	1	1	1	1.27463	1.73998	26.1712	0	0	0	0	0	0	0	-0.483568	-0.25524	-1.5586	0	0	2.326583	1.862035	3.675189	1.220907	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0.296669	0.553023	-0.768784	0.925156	0	0	1.22091	2.32658	3.54749	1	1	1
40	-565.1535	-531.3276	-33.82582	0.243564	1.07713	8.2954	0.404662	0.492466	1.87979	4.20345	8.26279	6.72469	9.30353	0.137233	0.606897	4.67394	0.236839	0.288229	1.1002	0.243564	1.07713	8.2954	0	0	0	0	0	0.766669	0	0	0	-1.27102	-0.304615	-0.00771305	3.087826	2.101499	1.774821	0.7208745	0	1	0	0	0	1	1	1	0	1	0	1	1	1	1	1	0	1.23709	0	0.564819	-1.84657	0.903096	-1.29739	-1.29149	0.720875	3.08783	3.8087	0.236839	0.288229	1.1002
50	-556.6737	-529.4041	-27.26961	0.139015	0.588617	8.39668	0.814599	0.820102	2.98257	2.8149	4.95795	4.98287	6.37778	0.107452	0.454972	6.49021	0.273119	0.274964	1	0.139015	0.588617	8.39668	0	0	0	0	0	0	0	0	-1.70528	-1.14418	0	0	0.8299113	1.709916	1.293745	1.258349	0	0	0	0	1	1	0	0	0	1	0	0	1	1	1	1	0	-0.0165921	0	0	-1.30944	0.161503	-1.29785	-1.29111	1.25835	0.829911	2.08826	0.273119	0.274964	1
60	-560.6718	-529.6417	-31.03007	0.318987	0.561506	10.4137	0.843719	0.678772	4.15358	2.9281	5.41808	6.53715	7.10779	0.228005	0.401353	7.4435	0.266586	0.214469	1.31239	0.318987	0.561506	10.4137	0	0	0	0	0	0.53819	-0.18668	0	-2.0698	-1.17219	0	-0.224077	0.6629495	1.927449	1.399033	1.334898	0	1	1	0	1	1	0	1	1	1	0	0	1	0	1	1	1.0959	0.342412	0	0	-0.383958	0	-1.29746	-1.29234	1.3349	0.66295	1.997847	0.266586	0.214469	1.31239
70	-555.8414	-528.9874	-26.85402	0.201625	0.905648	8.8212	0.549709	0.720471	2.20408	3.16028	4.64389	4.81465	6.30941	0.202198	0.908223	8.84628	0.249405	0.326881	1	0.201625	0.905648	8.8212	0	0	0	0	0	0	0	0	-1.93556	-1.34579	0	0	1.336503	1.909146	0.9971647	0.9557088	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	-0.547661	1.03288	-1.38868	-1.11816	0.955709	1.3365	2.292212	0.249405	0.326881	1
80	-564.0965	-531.4804	-32.61603	0.0753689	0.665765	7.43756	0.525069	0.687939	2.10486	4.15679	4.50416	5.6214	7.03283	0.11513	1.01699	11.3613	0.249455	0.326833	1	0.0753689	0.665765	7.43756	0	0	0	0	-0.629015	0	0	0	-2.72166	-1.36882	0	0	1.75342	2.134655	0.6546425	0.9127047	1	0	0	0	1	1	0	0	0	1	0	0	1	1	1	1	0	-1.72565	0	0	-0.741522	1.02688	-1.38848	-1.11831	0.912705	1.75342	2.666125	0.249455	0.326833	1
90	-561.9282	-530.0071	-31.92115	0.273103	0.951973	10.519	1.01909	0.390134	3.65928	2.51594	7.62403	5.10307	7.1888	0.276015	0.962124	10.6312	0.89937	0.344302	3.2294	0.273103	0.951973	10.519	0	0	0	0	-0.774199	0	0	0	-2.43401	-1.38112	0	-0.966287	1.024679	2.369167	0.9894495	1.133115	1	0	0	0	1	1	0	1	1	1	0	1	0	1	0	0	1.91748	1.32818	0	-0.206885	0	1.03788	0	0	1.13312	1.02468	2.157794	0.89937	0.344302	3.2294
