Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-709.6412	-676.1364	-33.50478	3.90746	3.1162	2.43689	0.449557	7.20068	0.597702	8.76306	2.50707	7.83994	8.95985	1.44112	1.1493	0.898759	0.72747	11.6521	0.967197	3.90746	3.1162	2.43689	0	0	0	0	-2.02225	0.937599	0	0	0.325074	0	0	-0.147434	0.2025094	1.181317	2.711399	1.246085	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	-0.328892	-0.100724	-0.348579	2.0756	0	0.397833	2.03026	0.0736916	1.24608	0.202509	1.448594	0.72747	11.6521	0.967197
10	-700.3057	-675.0591	-25.2466	1.18822	1.18822	1.18822	0.528567	7.71656	0.707476	9.45263	2.04565	10.0796	10.6792	1	1	1	0.722609	10.5494	0.967197	1.18822	1.18822	1.18822	0	0	0	0	1.18387	0	0	0	0	0	0	-0.147434	0.8171797	0.7959093	1.188221	1.423678	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0.0298623	1.91793	0	0	1.93084	0.0669876	1.42368	0.81718	2.240858	0.722609	10.5494	0.967197
20	-699.3842	-673.5578	-25.82632	0.795874	1.53896	1.06292	0.496662	8.35735	0.573199	8.97475	1.37556	9.65536	9.83227	0.728876	1.40941	0.973442	0.615264	10.3531	0.710079	0.795874	1.53896	1.06292	0	0	0	0	0	0	0.534553	0	0	-0.118982	0.941124	-0.147434	0.1929047	0.6210712	1.09192	1.334991	0	0	1	0	0	1	1	1	1	1	0	1	0	0	1	0	0.928961	0.86332	0	1.78713	0	0	1.5092	0	1.33499	0.192905	1.527895	0.615264	10.3531	0.710079
30	-699.8386	-671.9568	-27.88181	0.819959	2.43065	0.883572	0.420618	7.78579	0.808376	8.47236	1.42451	8.93323	9.40052	0.679006	2.01281	0.731683	0.369472	6.83905	0.710079	0.819959	2.43065	0.883572	0	0	0	0	0.911129	0	0.0677002	0	0.873654	-0.112876	0.941124	-0.147434	0.1823146	0.6672194	1.207587	1.383358	1	0	1	0	1	1	1	1	0	0	1	1	0	0	1	1	0	0	-0.271699	2.06712	0	0	1.09457	-0.509978	1.38336	0.182315	1.565672	0.369472	6.83905	0.710079
40	-699.3047	-670.7389	-28.56586	0.768462	1.97559	0.768462	0.462908	7.98121	0.534244	9.11612	2.27116	8.56347	9.50938	1	2.57083	1	0.615264	10.6081	0.710079	0.768462	1.97559	0.768462	0	0	0	0	-2.00744	0.433828	0	0	0	0	0.941124	-0.147434	0.1829445	0.5257211	0.7684622	1.254395	1	1	0	0	0	0	1	1	0	1	0	1	1	0	1	0	0	-1.03069	0	2.31384	0.944229	0	1.53353	0	1.25439	0.182945	1.437339	0.615264	10.6081	0.710079
50	-699.8427	-670.2364	-29.60631	0.268192	2.09113	0.403348	0.353437	7.55895	0.407903	8.22081	1.55647	8.22361	8.87671	0.505786	3.94367	0.760676	0.615264	13.1587	0.710079	0.268192	2.09113	0.403348	0	0	0	0	0	0.473893	0	0.0603415	0.833076	0	0.941124	-0.147434	0.269189	0.4013128	0.5302488	1.029066	0	1	0	1	1	0	1	1	1	0	0	1	1	1	1	0	0.988769	0	0	2.63394	1.01551	-0.598585	1.749	0	1.02907	0.269189	1.298255	0.615264	13.1587	0.710079
60	-700.8315	-670.8586	-29.97295	0.691919	2.26037	0.715784	0.641207	9.20086	0.380906	10.1894	1.43254	9.68487	10.573	0.966658	3.15789	1	1.19533	17.1521	0.710079	0.691919	2.26037	0.715784	0	0	0	0	-0.605299	0.425798	-0.464826	0	0	0	0.941124	-0.147434	0.1620611	0.4207084	0.7157845	1.30983	1	1	1	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0	2.58411	1.1499	-0.0339107	2.01404	0.664125	1.30983	0.162061	1.471891	1.19533	17.1521	0.710079
70	-703.3836	-673.5906	-29.79304	0.596929	1.9093	0.646419	0.337268	9.58624	0.443745	10.7566	1.23529	10.4843	11.1823	0.923439	2.95365	1	0.539695	15.3399	0.710079	0.596929	1.9093	0.646419	0	0	0	0	0	0	0	-0.138615	0	0	0.941124	-0.147434	0.3872915	0.4842466	0.646419	1.127853	0	0	0	1	0	0	1	1	1	0	1	1	1	1	1	1	-0.606389	0	-0.592981	2.69694	1.08304	-0.0796504	1.90237	-0.131047	1.12785	0.387291	1.515144	0.539695	15.3399	0.710079
80	-700.7954	-672.7027	-28.09272	0.617283	1.69893	0.617283	0.306439	7.22413	0.353663	8.89433	2.22943	9.29316	10.1932	1	2.75227	1	0.615264	14.5045	0.710079	0.617283	1.69893	0.617283	0	0	0	0	0.147257	0	0	0	0	0	0.941124	-0.147434	1.089	0.5106645	0.6172825	0.9216656	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0.190129	0	-0.592981	2.69694	1.01242	0	1.84637	0	0.921666	1.089	2.010666	0.615264	14.5045	0.710079
90	-702.14	-670.9718	-31.16822	1.11946	2.49496	1.37722	0.403786	9.47083	0.338761	9.89542	0.763384	9.83152	10.2451	0.972439	2.16728	1.19634	0.846378	19.8519	0.710079	1.11946	2.49496	1.37722	0	0	0	0	0	-0.0213776	0	0	-0.545962	0	0.941124	-0.147434	0.0149753	0.627677	1.151193	1.090129	0	1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	0	0	-0.59298	2.94312	1.00718	-0.0823804	2.16021	0.318915	1.09013	0.0149753	1.105104	0.846378	19.8519	0.710079
100	-702.8827	-673.4313	-29.45142	0.521782	1.48044	0.532408	0.350743	7.82923	0.448429	8.57223	1.16433	8.31499	8.88547	1.00883	2.86233	1.02937	0.555395	12.3974	0.710079	0.521782	1.48044	0.532408	0	0	0	0	0	0.812955	0	0	-0.0881679	0	0.941124	-0.147434	0.1026134	0.735204	0.5172155	1.07185	0	1	0	0	1	0	1	1	0	1	1	1	1	0	1	1	0	-0.341338	-0.592979	2.7192	1.08938	0	1.68941	-0.102372	1.07185	0.102613	1.174463	0.555395	12.3974	0.710079
110	-699.4765	-670.3225	-29.154	0.713593	2.03241	0.777126	0.418174	8.18375	0.482616	8.84501	1.2344	8.82379	9.42767	0.918246	2.61529	1	0.615264	12.0408	0.710079	0.713593	2.03241	0.777126	0	0	0	0	0	0.334648	0	0	0	0	0.941124	-0.147434	0.1624041	0.8084752	0.7771264	1.182053	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0.345993	0.0472797	-0.592979	2.58989	0.961377	-0.0852899	1.66022	0	1.18205	0.162404	1.344457	0.615264	12.0408	0.710079
