Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-885.3323	-854.7648	-30.56754	0.375425	0.108724	0.111112	0.897181	0.485109	0.153254	8.61833	7.03843	3.10321	8.39677	0.735233	0.212924	0.217601	1.19918	0.6484	0.20484	0.375425	0.108724	0.111112	0	0	0	0	-1.714	0	0.731357	1.3033	0.334425	0	0	-0.582816	3.224209	1.367407	0.5106211	0.4055496	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	-0.470997	0.0703635	0.106987	-1.68974	0	-0.918568	0	0.40555	3.22421	3.629758	1.19918	0.6484	0.20484
10	-878.3568	-852.1641	-26.19274	0.0308853	0.0308853	0.0308853	1.03275	0.561458	0.54776	12.3914	5.9851	2.42884	7.46167	1	1	1	1.41855	0.771201	0.752387	0.0308853	0.0308853	0.0308853	0	0	0	0	-2.32743	0	0.446988	1.76263	0	0	-0.380169	0	2.483129	0.8145143	0.03088526	0.6822877	1	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	-1.50939	0	0	-0.0973358	0	0.682288	2.48313	3.165417	1.41855	0.771201	0.752387
20	-880.5853	-849.9662	-30.61911	0.0166159	0.0220491	0.0071018	0.805612	0.38575	0.417566	23.1844	4.33071	2.57417	7.09866	1.19552	1.58645	0.51098	0.8936	0.42788	0.463172	0.0166159	0.0220491	0.0071018	0	0	0	0	-0.931314	-0.687709	0.792947	1.76207	0	-0.573027	0.12232	0	2.911577	0.8348667	0.01389839	0.5062739	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	1	0.159652	0	-0.16877	1.47684	-0.0156705	0	-0.901187	0.0713074	0.506274	2.91158	3.417851	0.8936	0.42788	0.463172
30	-879.3718	-852.8496	-26.5222	0.0551645	0.0148755	0.0139643	0.521276	0.581407	0.384222	30.0062	4.75751	2.60763	7.59092	2.44687	0.659813	0.619397	1.06748	1.19061	0.786814	0.0551645	0.0148755	0.0139643	0	0	0	0	-1.49166	-0.688785	0.652408	1.57101	-0.972942	0	0	-0.209516	3.218495	0.8228717	0.02254497	0.4883262	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0.606751	-0.323052	0	0	0	0	0.488326	3.21849	3.706821	1.06748	1.19061	0.786814
40	-880.2359	-852.1971	-28.0388	0.00463237	0.0600454	0.0714171	0.488326	0.488326	0.488326	25.6182	5.41203	3.28873	8.85736	0.173911	2.25426	2.68119	1	1	1	0.00463237	0.0600454	0.0714171	0	0	0	0	-1.25797	0	0.646307	1.94842	1.90195	0	0	0	3.808464	0.6934809	0.02663637	0.4883262	1	0	1	1	1	0	0	0	0	1	1	0	0	1	0	0	0	1.23019	-0.261003	0	0	0.0498727	0	0	0.488326	3.80846	4.29679	1	1	1
50	-876.9647	-849.382	-27.58274	0.0226523	0.0639889	0.0672753	0.760479	0.631523	0.625889	31.3907	5.1693	2.63944	7.71059	0.492139	1.39021	1.46161	1.13526	0.942753	0.934342	0.0226523	0.0639889	0.0672753	0	0	0	0	-1.94442	0	0.704746	1.97844	0.770903	0	-0.137941	0	2.98301	0.695808	0.0460282	0.669871	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1.32157	0	0.882424	0	0	0	0	0.669871	2.98301	3.652881	1.13526	0.942753	0.934342
60	-881.4573	-853.9852	-27.47208	0.116793	0.107769	0.146219	0.803168	0.468271	0.468271	30.6714	4.4846	3.4171	8.32372	0.953043	0.879407	1.19316	1	0.583029	0.583029	0.116793	0.107769	0.146219	0	0	0	0	-0.499682	0	0	2.1536	0	0.154323	0	0	3.599114	0.7045295	0.1225477	0.5605317	1	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	2.02124	-1.57314	0	0	0	-0.539518	0	0.560532	3.59911	4.159646	1	0.583029	0.583029
70	-886.3597	-853.0595	-33.30016	0.135325	0.0626405	0.0643779	0.90342	0.420987	0.197707	27.7053	8.30711	2.91158	11.031	0.995697	0.460897	0.47368	2.63806	1.22932	0.57732	0.135325	0.0626405	0.0643779	0	0	0	0	-2.21118	0	0.530571	1.97366	0	0.0138374	-0.935622	-0.351544	4.565223	0.6986757	0.13591	0.4220787	1	0	1	1	0	1	1	1	1	0	1	0	1	0	1	0	0.445877	0	1.85805	0	-0.763058	0	0.313572	0	0.422079	4.56522	4.987302	2.63806	1.22932	0.57732
80	-881.707	-852.2179	-29.48917	0.106374	0.164698	0.0318842	0.490748	0.490748	0.490748	22.4513	6.1147	2.61484	8.37192	1	1.54829	0.299737	1	1	1	0.106374	0.164698	0.0318842	0	0	0	0	-2.21118	0	0.731251	1.5464	0	0	0	0	3.345693	0.9305749	0.1063741	0.4907476	1	0	1	1	0	0	0	0	1	1	1	0	1	1	0	0	1.14869	-0.569618	0.0348193	0	0.437154	-1.642	0	0	0.490748	3.34569	3.83644	1	1	1
90	-880.3983	-854.359	-26.03925	0.0720551	0.0720551	0.090894	0.901594	0.504254	0.811917	16.1732	6.08722	3.80142	9.30408	1	1	1.26145	1.42745	0.798361	1.28547	0.0720551	0.0720551	0.090894	0	0	0	0	-1.09147	0	0.886496	1.33734	0	0	-0.407703	0.0611934	3.496079	0.927159	0.07205512	0.7173384	1	0	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0.796322	0	0	0	0	0.232263	0	0.38182	0.717338	3.49608	4.213418	1.42745	0.798361	1.28547
