Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-183.3135	-159.5804	-23.73309	0.303623	0.962494	2.76744	1.18659	4.45374	15.9379	5.65978	17.1624	20.4471	21.628	0.338276	1.07235	3.0833	0.270696	1.01603	3.6359	0.303623	0.962494	2.76744	0	0	0	0	0.474651	1.03275	-0.433606	0	-0.612217	0	-0.701852	0	0.02354894	0.6492951	0.89756	4.383482	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0559776	0	0	4.38348	0.0235489	4.407031	0.270696	1.01603	3.6359
10	-184.4897	-157.3193	-27.17044	0.968467	0.952674	0.880241	0.648829	3.25933	19.1947	4.4267	20.2346	22.9311	23.7892	1.03803	1.0211	0.943462	0.181042	0.909447	5.35589	0.968467	0.952674	0.880241	0	0	0	0	0.196104	0.280474	-0.802773	1.36563	0	0.0988796	-0.835206	-0.241382	0.323747	0.4439819	0.93299	3.436741	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	-0.331521	0.022163	0	0	0	0	0	-0.0628728	3.43674	0.323747	3.760489	0.181042	0.909447	5.35589
20	-189.906	-159.765	-30.14102	0.154926	0.0294475	0.045618	2.56857	2.25289	14.8651	6.33932	17.5145	17.2468	19.9316	3.00625	0.571412	0.885191	1.07936	0.946707	6.24661	0.154926	0.0294475	0.045618	0	0	0	0	0	-1.63928	-0.853187	0	0	0.207196	-0.882783	-0.35409	0.1387503	0.5657501	0.05153463	4.41435	0	1	1	0	0	1	1	1	1	0	0	0	1	1	1	0	-0.642879	0	0	0	1.62589	-0.603395	1.85364	0	4.41435	0.13875	4.553101	1.07936	0.946707	6.24661
30	-193.0939	-157.447	-35.64691	0.0146551	0.244466	0.10939	3.02534	2.87935	14.876	6.77087	18.2976	18.5372	21.7265	0.0943162	1.57331	0.704001	1.18302	1.12593	5.81705	0.0146551	0.244466	0.10939	0	0	0	0	0.478808	0	-1.76086	0.376853	-0.479547	2.09481	-0.95736	0	0.4461265	0.316812	0.1553828	5.060402	1	0	1	1	1	1	1	0	0	0	1	0	1	0	1	1	0	0	-1.10558	0	-2.25889	0	1.85363	0.0969182	5.0604	0.446126	5.506529	1.18302	1.12593	5.81705
40	-190.3916	-159.8472	-30.54441	0.369058	0.301697	0.149364	1.45822	1.85068	15.1107	5.10756	18.311	18.6977	21.0576	1.02283	0.836139	0.413956	0.7434	0.943477	7.70343	0.369058	0.301697	0.149364	0	0	0	0	0	0.0116849	-1.11807	-0.378187	0.725856	-0.769664	-1.11007	0	1.243617	0.1588889	0.3608214	3.44201	0	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	-0.0482616	0	0.112119	0	-1.03839	0	1.85363	-0.0833329	3.44201	1.24362	4.685627	0.7434	0.943477	7.70343
50	-187.7187	-157.1555	-30.56322	0.693656	0.218726	0.581574	0.544259	1.11738	18.3686	10.0745	22.0234	22.5965	26.1272	1.19272	0.376094	1	0.36498	0.749313	12.318	0.693656	0.218726	0.581574	0	0	0	0	0	0	-0.655263	0.292403	0	0	-1.36529	0	2.945291	0.1460099	0.5815735	2.23543	0	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0.994989	1.18024	0	1.15416	-0.977917	1.85361	-0.319531	2.23543	2.94529	5.18072	0.36498	0.749313	12.318
60	-187.7446	-157.2129	-30.53163	0.0193917	0.357994	1.82009	0.653136	1.16775	16.8013	3.39191	17.9717	18.4863	19.6591	0.0332835	0.614454	3.12397	0.418401	0.748068	10.763	0.0193917	0.357994	1.82009	0	0	0	0	0	0	-1.56302	-0.221037	-0.619342	0	-1.29192	0	0.5043557	0.3693653	0.582622	2.340091	0	0	1	1	1	0	1	0	0	1	1	0	1	1	1	1	0	1.11096	-0.534695	0	-1.7485	-0.501053	1.8536	-0.319531	2.34009	0.504356	2.844446	0.418401	0.748068	10.763
70	-189.3352	-158.4752	-30.85997	0.550169	0.513329	0.367814	0.623416	1.24381	14.4503	20.3852	15.5819	24.5788	23.2967	1.17037	1.092	0.782447	0.516783	1.03106	11.9787	0.550169	0.513329	0.367814	0	0	0	0	1.88638	-0.645905	-1.38922	0	0	0.416813	-1.3501	0	2.218741	0.613547	0.4700817	2.237708	1	1	1	0	0	1	1	0	1	1	0	1	0	0	1	0	-0.243293	-0.631042	0	-0.350644	0	0	1.85358	0	2.23771	2.21874	4.456449	0.516783	1.03106	11.9787
80	-191.9598	-157.8203	-34.13954	0.288569	1.06954	0.535285	0.446505	1.25786	20.3795	7.47708	22.6635	24.623	26.583	0.4315	1.59929	0.800416	0.36752	1.03535	16.7744	0.288569	1.06954	0.535285	0	0	0	0	0.0153629	-1.63172	-1.32662	-0.846361	0.121043	0	-1.53318	0	2.150136	0.4303338	0.6687579	2.253635	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	0	-1.15999	0.0350646	0	-1.53815	0.472301	1.85362	0	2.25364	2.15014	4.403772	0.36752	1.03535	16.7744
90	-190.2014	-158.8877	-31.31377	2.34074	0.311501	0.22781	0.406972	1.10408	17.2496	2.58725	24.857	19.1414	20.8618	2.32863	0.309889	0.226631	0.381461	1.03488	16.1684	2.34074	0.311501	0.22781	0	0	0	0	-1.55875	0	-1.17417	0	0.8071	0	-1.51318	0	1.107523	1.439166	1.0052	1.979013	1	0	1	0	1	0	1	0	0	1	1	0	1	1	1	0	0	0.645327	-0.816425	0	0.49582	-1.15325	1.85359	0	1.97901	1.10752	3.086536	0.381461	1.03488	16.1684
