Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-719.3398	-697.0866	-22.25325	0.0907664	0.0288789	0.0313507	1.0242	1.23332	1.95389	3.56618	3.81442	3.82726	5.51406	2.08773	0.664247	0.721101	0.757878	0.912616	1.44581	0.0907664	0.0288789	0.0313507	0	0	0	0	0.219928	0	0	0	-1.07074	-1.34492	0	0.323834	0.6179917	0.2356296	0.04347613	1.35141	1	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	-0.32759	0.116179	-1.31693	0	0	0	0	0	1.35141	0.617992	1.969401	0.757878	0.912616	1.44581
10	-723.7023	-692.5444	-31.15794	1.03093	0.529355	0.00628468	0.959548	1.17374	2.42655	3.0629	5.06186	4.01932	5.78182	23.7126	12.1758	0.144555	0.862163	1.05461	2.18027	1.03093	0.529355	0.00628468	0	0	0	0	1.10872	0.289664	-0.273873	0	-0.1962	-1.04249	0	0.351183	0.5792982	0.6923364	0.04347613	1.398111	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	0	0	-1.72096	0.656342	2.34963	-0.967903	0.152335	0.379642	1.39811	0.579298	1.97741	0.862163	1.05461	2.18027
20	-723.6307	-694.4706	-29.1601	0.329228	0.187273	0.0035049	0.674342	0.931706	2.68088	2.22072	3.85383	4.1112	5.08683	22.4788	12.7865	0.239305	0.61184	0.84535	2.4324	0.329228	0.187273	0.0035049	0	0	0	0	0	0	-0.690706	0	0	-0.983359	0	0.563471	0.3773529	0.416516	0.01464614	1.189814	0	0	1	0	0	1	0	1	1	0	1	1	1	1	1	1	-0.209266	0	-2.50175	0.621349	2.27072	-0.310498	-0.00889913	0.24739	1.18981	0.377353	1.567167	0.61184	0.84535	2.4324
30	-720.91	-697.1421	-23.7679	0.0250864	0.0641969	0.034809	0.532768	0.796835	2.15939	1.93122	4.61388	4.73161	5.31935	0.324184	0.829599	0.449828	0.548435	0.820268	2.22289	0.0250864	0.0641969	0.034809	0	0	0	0	0	0.608504	0	0	0.303413	1.45325	0	0.701657	0.8547509	0.2319068	0.07738304	0.9714327	0	1	0	0	1	1	0	1	1	0	1	0	0	1	0	0	-0.118541	0	-0.822914	0	0	-2.11215	0	0	0.971433	0.854751	1.826184	0.548435	0.820268	2.22289
40	-722.4909	-695.6569	-26.83399	0.147217	0.157819	0.431147	0.544123	1.00582	2.80567	8.74543	5.13684	8.90253	10.0914	0.90144	0.966355	2.64	0.486159	0.898672	2.50679	0.147217	0.157819	0.431147	0	0	0	0	-0.860858	0	0	0	0	0.121203	0	1.07085	2.67888	0.2319068	0.1633132	1.153677	1	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	-0.865517	0.542909	-0.637166	0.69191	0	0.832794	0.195537	-0.300126	1.15368	2.67888	3.832557	0.486159	0.898672	2.50679
50	-718.7386	-695.8282	-22.91042	0.114577	0.0545079	0.0239526	0.458759	0.937737	2.46775	3.63414	3.61177	4.1035	5.26669	1.09529	0.521063	0.228972	0.572856	1.17096	3.08149	0.114577	0.0545079	0.0239526	0	0	0	0	0	-0.141634	0	0	0	-1.29486	0.16141	1.14798	0.6849952	0.1375915	0.104609	1.02013	0	1	0	0	0	1	1	1	1	0	0	1	1	0	1	0	-0.885463	0	0	0.225015	-1.01751	0	0.363057	0	1.02013	0.684995	1.705125	0.572856	1.17096	3.08149
60	-721.8299	-693.4287	-28.40118	0.929153	0.310983	0.0314386	0.356615	0.7068	2.67532	2.85993	5.65567	6.00586	7.18333	5.54876	1.85714	0.187747	0.518034	1.02673	3.88628	0.929153	0.310983	0.0314386	0	0	0	0	0	0	-0.0618251	-1.01964	0	-1.90775	0	1.19236	1.625531	0.5271112	0.1674523	0.8769148	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0.336565	-0.0421854	-1.05048	-0.547901	0.0803552	0.499243	0.363057	0	0.876915	1.62553	2.502446	0.518034	1.02673	3.88628
70	-713.618	-691.5018	-22.11615	1.89876	0.352872	0.00546606	0.809106	1.17946	2.99934	3.10131	4.23097	4.62742	5.83145	12.3183	2.28927	0.0354612	0.569859	0.830701	2.11246	1.89876	0.352872	0.00546606	0	0	0	0	0	-0.460385	0	-1.01413	0	-2.93318	0	0.656897	0.4062218	0.2321076	0.1541418	1.419836	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41984	0.406222	1.826057	0.569859	0.830701	2.11246
80	-718.1248	-692.332	-25.79282	1.49382	0.413164	0.0157172	0.612092	0.893388	2.27895	3.02482	7.61486	7.57593	8.34267	9.69123	2.68041	0.101966	0.568791	0.830187	2.11773	1.49382	0.413164	0.0157172	0	0	0	0	0	0.539305	0.469243	-1.00708	0	-2.24017	0	0.659087	2.13057	0.2785021	0.1541418	1.076129	0	1	1	1	0	1	0	1	0	0	1	0	1	1	0	0	0	0	-0.49892	0	0.353423	0.267228	0	0	1.07613	2.13057	3.206699	0.568791	0.830187	2.11773
90	-722.4492	-691.9253	-30.52397	4.21101	0.808736	0.00800338	0.867515	1.32398	2.65526	4.86455	3.59108	4.07059	5.04077	24.1904	4.64583	0.0459759	0.532146	0.812151	1.62877	4.21101	0.808736	0.00800338	0	0	0	0	0	-2.23367	0	-1.007	0	-2.87589	0	0.736876	0.1251057	0.4547048	0.1740778	1.450181	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0.377614	-0.653513	0	-0.0921275	0.723916	0.194455	0	-0.351078	1.45018	0.125106	1.575287	0.532146	0.812151	1.62877
100	-712.8074	-686.7236	-26.08382	2.62407	0.496573	0.0749963	0.81032	1.07054	2.13367	10.4011	3.43656	3.79181	5.29782	10.7153	2.02774	0.306245	0.659975	0.871916	1.73779	2.62407	0.496573	0.0749963	0	0	0	0	0	-1.35525	0	-1.00653	-0.929298	-2.33653	0	0.485405	0.7436554	0.2069161	0.2448901	1.227804	0	1	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0.554222	0.731815	0.431594	0	0	1.2278	0.743655	1.97146	0.659975	0.871916	1.73779
110	-714.5806	-688.5255	-26.05512	2.67244	0.827026	0.0206359	1.0235	1.33133	2.55326	6.23745	5.65821	5.82515	8.56126	5.75558	1.78115	0.0444431	0.675457	0.87861	1.68502	2.67244	0.827026	0.0206359	0	0	0	0	0.0576321	0	0	-1.00698	0	-2.04436	0	0.45832	1.738544	0.213188	0.4643213	1.515265	1	0	0	1	0	1	0	1	1	1	0	1	0	1	0	0	0.427068	1.04947	0	0.235177	0	-0.786116	0	0	1.51527	1.73854	3.253809	0.675457	0.87861	1.68502
120	-715.6694	-690.4312	-25.23818	0.865759	0.240453	0.1427	1.02812	1.30181	2.33557	4.99593	3.56673	3.83745	5.14105	1.95151	0.542004	0.32166	0.703153	0.890333	1.59734	0.865759	0.240453	0.1427	0	0	0	0	0.143001	-1.22299	0	-1.00838	-1.54974	-1.29052	0	0.411379	0.2695046	0.2316577	0.4436365	1.462162	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0.164875	-1.40789	0	0	1.46216	0.269505	1.731667	0.703153	0.890333	1.59734
130	-712.6769	-693.9718	-18.70513	0.313634	0.313634	0.313634	0.890313	1.2285	2.72692	3.04153	3.92628	4.28253	5.47765	1	1	1	0.618508	0.853453	1.89442	0.313634	0.313634	0.313634	0	0	0	0	0	-0.436147	0	-1.01018	0	0	0	0.561204	0.3064783	0.1311212	0.3136337	1.439452	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	-0.176445	0	-0.319414	0	0	0	0	0	1.43945	0.306478	1.745931	0.618508	0.853453	1.89442
140	-714.9578	-690.9426	-24.0152	1.59511	0.85349	0.0774134	0.921562	1.26162	2.71189	4.57468	5.44604	4.40664	6.64247	2.54248	1.3604	0.123391	0.633756	0.867614	1.86496	1.59511	0.85349	0.0774134	0	0	0	0	1.17708	0	0.464044	-1.01029	0	-1.08999	0	0.54744	0.7927346	0.2368631	0.6273824	1.466364	1	0	1	1	0	1	0	1	0	1	0	0	0	1	1	0	0	0.255916	0	0	0	-0.851477	0.0125701	0	1.46636	0.792735	2.259098	0.633756	0.867614	1.86496
150	-716.4213	-689.8017	-26.6196	1.37077	0.55735	0.0409216	0.914849	1.38659	2.45191	6.82781	7.81325	5.1783	9.05976	3.66183	1.48888	0.109316	0.851542	1.29063	2.28224	1.37077	0.55735	0.0409216	0	0	0	0	0.986405	0	0	-1.01033	0	-1.56857	0	0.724801	2.001963	0.3461703	0.3743414	1.459712	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	0	-0.321281	-0.821031	-0.0448868	-0.427749	0.459793	0	1.45971	2.00196	3.461675	0.851542	1.29063	2.28224
