Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-971.538	-943.6035	-27.93446	15.1318	2.69478	0.221651	2.22478	1.89336	1.3191	7.09665	3.98995	3.65853	6.4362	7.77568	1.38475	0.113898	1.21349	1.03272	0.719494	15.1318	2.69478	0.221651	0	0	0	0	0	0	0.607518	-1.15938	0.82136	0	0	-0.133354	0.5205382	1.069398	1.946046	1.771197	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	1	1.26077	0.63795	-0.44807	0	0.204069	0	0.0984469	-0.201957	1.7712	0.520538	2.291735	1.21349	1.03272	0.719494
10	-972.8065	-945.8413	-26.96518	8.97076	2.93316	0.55653	1.94177	1.94177	1.58668	4.88565	5.90601	4.13528	7.03659	3.58092	1.17085	0.222154	1	1	0.81713	8.97076	2.93316	0.55653	0	0	0	0	0.948852	0	-0.0388834	-0.615565	0.750952	0.579396	0	0	0.7556885	0.6935406	2.505154	1.815358	1	0	1	1	1	1	0	0	0	1	0	1	0	1	0	1	0	-0.659008	0	-1.00438	0	-0.0710361	0	-0.201957	1.81536	0.755689	2.571046	1	1	0.81713
20	-972.3529	-943.6763	-28.6766	22.9739	3.38293	0.642167	2.04221	2.04221	1.66876	4.16306	4.92541	4.39807	6.33641	9.17064	1.35039	0.256338	1	1	0.81713	22.9739	3.38293	0.642167	0	0	0	0	0.172747	2.12533	0	0	0.757961	0	0	0	0.2305111	0.3320308	2.505154	1.90926	1	1	0	0	1	0	0	0	0	1	1	1	1	1	0	1	0	1.47625	0.450319	0.67642	0.511635	0.643508	0	-0.201957	1.90926	0.230511	2.139771	1	1	0.81713
30	-976.0831	-948.6316	-27.45155	6.8566	1.95972	0.71386	1.19531	1.31366	1.53392	2.65076	4.01224	3.01286	4.3933	5.01406	1.43309	0.522028	0.891713	0.980003	1.14432	6.8566	1.95972	0.71386	0	0	0	0	1.32496	0.943176	0	-1.5685	0.509832	-0.653515	-0.0509692	0	0.187103	0.400089	1.367475	1.340462	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	0	-0.0630724	0	-1.42988	0	1.32204	0	0	1.34046	0.187103	1.527564	0.891713	0.980003	1.14432
40	-974.1574	-944.7923	-29.36509	13.9258	2.37259	0.208221	1.24924	1.24924	1.24924	3.71729	4.07381	3.97328	5.86391	10.2878	1.75278	0.153825	1	1	1	13.9258	2.37259	0.208221	0	0	0	0	0	0.436692	0	-1.5272	0.624995	-1.29852	0	0	0.9981721	0.5762178	1.35362	1.249238	0	1	0	1	1	1	0	0	1	1	1	1	0	1	0	0	-1.27309	1.87459	0.686161	-0.638524	0	1.02023	0	0	1.24924	0.998172	2.24741	1	1	1
50	-971.956	-947.7589	-24.19708	11.1662	1.38889	0.246068	1.32912	1.32912	1.32912	5.15039	7.23363	3.79447	7.29134	11.4027	1.4183	0.251278	1	1	1	11.1662	1.38889	0.246068	0	0	0	0	0.95843	0.0901278	1.17497	0	0	-1.44745	0	0	1.56775	0.5078537	0.9792629	1.32912	1	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	-0.223412	0	0	0	1.40212	0	0	0	1.32912	1.56775	2.89687	1	1	1
60	-972.3526	-944.7736	-27.57908	21.7886	1.88976	0.248958	1.13964	1.17899	1.24571	4.00896	4.36817	4.38334	6.36944	15.8614	1.37568	0.181233	0.966627	1	1.05659	21.7886	1.88976	0.248958	0	0	0	0	0	0.0812184	1.17497	-0.740422	0.220642	-0.95889	0	0	1.322693	0.6698743	1.373689	1.187315	0	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0.173565	0	1.58425	-0.209387	-0.0339422	0.0550499	1.18732	1.32269	2.510008	0.966627	1	1.05659
70	-969.7909	-943.5736	-26.21733	20.2442	3.45681	0.625736	1.48617	1.48617	1.48617	4.72328	4.49628	4.49628	6.85006	7.15585	1.2219	0.221183	1	1	1	20.2442	3.45681	0.625736	0	0	0	0	0	0	0	-1.00035	0	-0.830069	0	0	1.127736	0.7252278	2.829049	1.486167	0	0	0	1	0	1	0	0	1	1	0	1	1	1	0	0	-0.244873	0.383723	0	0.864752	1.37626	-0.716693	0	0	1.48617	1.12774	2.613903	1	1	1
80	-978.1941	-945.6238	-32.57028	11.3664	3.68061	0.537899	1.23686	1.62257	1.62257	9.30407	3.67161	4.20787	6.48142	3.42873	1.11028	0.16226	0.762282	1	1	11.3664	3.68061	0.537899	0	0	0	0	0	-1.12609	0	-1.05061	-0.34864	-1.00559	0	0	1.050137	1.111054	3.315037	1.482209	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	-0.141463	0.721326	-1.298	1.29937	-1.78112	-0.271438	0	1.48221	1.05014	2.532346	0.762282	1	1
90	-969.1433	-945.4048	-23.73841	18.8957	2.3399	0.123731	1.29409	1.29409	1.29409	3.38039	4.13177	4.13177	5.70111	10.48	1.29776	0.0686239	1	1	1	18.8957	2.3399	0.123731	0	0	0	0	0	0	0	0	0	-1.07956	0	0	0.8581198	0.3080673	1.803026	1.294088	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	-0.667037	0	0.868529	0	1.57996	-1.64897	0	0	1.29409	0.85812	2.152208	1	1	1
