Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-1033.902	-1007.95	-25.95187	0.0523766	0.220446	0.0606462	0.0485121	0.030864	0.0801209	0.179786	0.635343	0.153601	0.312529	0.572769	2.41071	0.663203	0.858762	0.546356	1.4183	0.0523766	0.220446	0.0606462	0	0	0	0	-1.85537	-1.14358	0	0	0.254474	0	0.337703	-1.14917	0.07732199	1.1151	0.09144445	0.04931921	1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	0	-0.249593	0	-0.71665	1.34527	-0.206517	0.00574532	0.0493192	0.077322	0.1266412	0.858762	0.546356	1.4183
10	-1030.272	-1006.45	-23.82206	0.0317132	0.272352	0.0432852	0.0539581	0.0539581	0.0539581	0.221728	0.496952	0.221728	0.394885	0.425759	3.6564	0.581116	1	1	1	0.0317132	0.272352	0.0432852	0	0	0	0	0	0	-0.745374	0	-0.22292	1.15959	0	0	0.1142441	1.543209	0.0744863	0.05395806	0	0	1	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1.22913	-0.249593	-0.441983	-0.872942	1.64568	0	0	0.0539581	0.114244	0.1682022	1	1	1
20	-1030.271	-1008.717	-21.55362	0.0668655	0.270268	0.0885261	0.0336663	0.0336663	0.0336663	0.206376	0.591214	0.216893	0.39928	0.755319	3.05298	1	1	1	1	0.0668655	0.270268	0.0885261	0	0	0	0	0.327539	0.0810818	0	-0.394812	0	0	0	0	0.1468663	1.207796	0.08852609	0.03366633	1	1	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0.494193	1.60129	0	0	-0.280614	1.39673	0	0	0.0336663	0.146866	0.1805326	1	1	1
30	-1037.02	-1011.845	-25.17519	0.0526242	0.337458	0.0526242	0.0066566	0.000630263	0.0242278	0.224754	0.312203	0.24703	0.3882	1	6.41261	1	0.550929	0.0521633	2.0052	0.0526242	0.337458	0.0526242	0	0	0	0	0.345315	0	0	0	0	0	0	-0.893874	0.1683218	1.172607	0.05262417	0.004666911	1	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	-0.142594	0.539413	0.275142	-0.464896	0	1.85827	-0.473832	-1.90612	0.00466691	0.168322	0.1729887	0.550929	0.0521633	2.0052
40	-1038.758	-1015.436	-23.32207	0.0772668	0.436609	0.0772668	0.000508341	0.000508341	0.000264137	0.358874	0.369716	0.171499	0.415239	1	5.65067	1	1.92453	1.92453	1	0.0772668	0.436609	0.0772668	0	0	0	0	-0.150707	-1.12618	-0.464715	0.395299	0	0	0	0	0.1951532	1.070427	0.07726683	0.0004086767	1	1	1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	-0.19462	0.275142	0.177693	0	1.73177	0.654684	0	0.000408677	0.195153	0.1955619	1.92453	1.92453	1
50	-1038.523	-1011.923	-26.60064	0.0317286	0.223591	0.0295251	0.00032204	0.000253822	2.33437e-05	0.1764	0.550572	0.163907	0.344721	0.940684	6.62898	0.875356	4.58093	3.61056	0.332059	0.0317286	0.223591	0.0295251	0	0	0	0	0	-0.110776	-0.754317	0.63418	-0.246811	0.682773	0.683128	0	0.1680794	1.339293	0.03372928	0.0001240328	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	0	1.13081	-0.391321	0	0	1.69718	1.09406	-0.484794	0.000124033	0.168079	0.1682034	4.58093	3.61056	0.332059
60	-1034.324	-1010.051	-24.27214	0.0367679	0.271974	0.037341	0.00389312	0.00964725	1.40016e-05	0.180878	0.538158	0.176999	0.352075	0.99769	7.37996	1.01324	4.82323	11.9521	0.0173467	0.0367679	0.271974	0.037341	0	0	0	0	0	0	-0.0108626	0	0	-0.0168989	2.51227	0	0.165197	1.539721	0.03685306	0.0008071598	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	1.16085	-0.391321	0	0	2.00961	0	0	0.00080716	0.165197	0.1660042	4.82323	11.9521	0.0173467
70	-1037.945	-1010.312	-27.63367	0.0156871	0.0825855	0.0488269	0.000913094	0.000376578	0.00633066	0.154482	0.553285	0.155323	0.319505	0.764146	4.02288	2.37844	0.24585	0.101393	1.70452	0.0156871	0.0825855	0.0488269	0	0	0	0	-0.489341	0	-0.640345	-0.0580154	-0.340557	-0.407081	-0.33045	0	0.1535473	1.309409	0.02052893	0.001296004	1	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0.361244	0.871422	-0.391321	0	0	1.98945	-1.19607	-0.766352	0.001296	0.153547	0.1548433	0.24585	0.101393	1.70452
80	-1038.791	-1010.807	-27.98393	0.0119112	0.117552	0.0109855	0.000150818	5.66633e-05	0.00789611	0.195264	0.713964	0.203009	0.411287	1.01217	9.98908	0.933502	0.365686	0.137391	19.1456	0.0119112	0.117552	0.0109855	0	0	0	0	0	0	0.0291885	0	0	0.0884079	-1.44133	-0.80431	0.1985036	1.25087	0.011768	0.0004071204	0	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1.70382	1.28621	-0.391321	0	0	2.24478	0.0067894	-0.0524143	0.00040712	0.198504	0.1989107	0.365686	0.137391	19.1456
90	-1034.864	-1010.788	-24.07639	0.0168768	0.129072	0.0305177	0.000158244	0.000115939	0.00108938	0.151202	0.626089	0.196811	0.357091	0.847371	6.48062	1.53227	0.583109	0.427217	4.01422	0.0168768	0.129072	0.0305177	0	0	0	0	0.111906	0.388933	0	0	-0.264436	0	-0.861215	0	0.1747316	1.334117	0.01991661	0.0002713807	1	1	0	0	1	0	1	0	1	1	1	0	0	1	0	0	0.389278	1.54732	-0.391321	0	0	2.12995	0	0	0.000271381	0.174732	0.175003	0.583109	0.427217	4.01422
