Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-757.7142	-732.7612	-24.95296	0.980016	1.30636	0.723541	0.49294	3.47175	0.81446	5.10822	3.47548	5.36804	6.80543	1.00534	1.34012	0.742238	1	7.04293	1.65225	0.980016	1.30636	0.723541	0	0	0	0	0.185004	-0.0900482	0	-1.33838	-0.391435	0.473898	0	0	0.9646206	0.09117128	0.9748099	1.117045	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	1	0.566993	0	0	0.0429274	0	0	0.502137	1.44989	1.11705	0.964621	2.081666	1	7.04293	1.65225
10	-757.5665	-734.9678	-22.59866	1.72508	0.659391	1.23239	0.652029	2.78031	1.05477	3.77221	1.98978	4.69216	5.09763	1.54138	0.589173	1.10115	0.941865	4.0162	1.52362	1.72508	0.659391	1.23239	0	0	0	0	-0.0678629	0	0.036948	0	0	-0.707487	0.0794329	0	0.294996	0.05776566	1.11918	1.241192	1	0	1	0	0	1	1	0	1	0	0	1	0	0	1	1	-1.10481	0	0	0.0773397	0	0	0.373699	1.00414	1.24119	0.294996	1.536188	0.941865	4.0162	1.52362
20	-767.7735	-735.442	-32.33146	1.23807	1.58017	3.02506	0.608023	3.3795	0.930562	10.7913	1.61403	5.16209	5.81922	0.672743	0.858631	1.64375	0.935439	5.19933	1.43166	1.23807	1.58017	3.02506	0	0	0	0	-1.44554	0.46892	-0.184727	0	1.15685	-0.778141	0	0.109129	0.3459	0.04316258	1.840336	1.241192	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	-1.86385	0.130825	0.230928	-0.123712	-0.299211	0.546596	0.373699	1.19323	1.24119	0.3459	1.587092	0.935439	5.19933	1.43166
30	-766.3339	-738.4155	-27.91842	2.34397	0.00522408	0.69346	0.889677	2.42621	0.93705	4.4513	5.01227	4.49867	6.49476	4.7915	0.010679	1.41756	0.935438	2.551	0.985247	2.34397	0.00522408	0.69346	0	0	0	0	0	0	0	0	0	-2.562	0	0.10913	1.085229	0.09389491	0.4891929	1.264662	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	1	0	1.03163	-1.22811	0	0	-2.6237	0	0.854883	1.26466	1.08523	2.349891	0.935438	2.551	0.985247
40	-759.7595	-731.9383	-27.82127	1.38184	1.25246	1.35212	0.628271	3.75894	0.733778	4.90932	2.69914	4.88477	6.02355	0.917271	0.831387	0.897539	1	5.98299	1.16793	1.38184	1.25246	1.35212	0	0	0	0	-0.10811	0	0.896236	-1.01797	0.114523	0	0	0	0.4371226	0.02473057	1.506472	1.201137	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1.23215	-0.220888	0.866083	-0.176427	-0.0262561	0.155234	1.63369	1.20114	0.437123	1.638259	1	5.98299	1.16793
50	-757.5662	-732.9505	-24.61563	1.89779	0.707557	1.20805	1.30707	2.88258	1.04695	4.60607	5.3703	5.60652	7.01386	1.61516	0.602185	1.02814	1	2.20538	0.80099	1.89779	0.707557	1.20805	0	0	0	0	0	-1.27005	0	0	-0.103347	-0.656523	0	0	0.8074277	0.02755708	1.174983	1.580043	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	-1.09316	0	0	1.63727	0	0	-0.221907	1.01281	1.58004	0.807428	2.38747	1	2.20538	0.80099
60	-760.0811	-735.1361	-24.94502	1.55941	0.313768	0.890102	1.12518	2.61595	0.872735	5.32569	11.4226	5.55804	8.56454	2.05727	0.413941	1.17428	1.15239	2.67921	0.893838	1.55941	0.313768	0.890102	0	0	0	0	0	-1.1304	0.484302	0	0	-1.17955	-0.188107	0	1.999122	0.0424637	0.7580014	1.369551	0	1	1	0	0	1	1	0	0	1	1	1	0	0	0	1	0	0.020656	-0.833661	0.0553566	0	0	0	1.01513	1.36955	1.99912	3.368673	1.15239	2.67921	0.893838
70	-761.6915	-735.1063	-26.58521	0.751685	0.0667781	0.319185	0.843073	2.52594	0.530092	5.64651	1.54179	4.36584	5.03706	1.61313	0.143307	0.684978	1	2.99611	0.628762	0.751685	0.0667781	0.319185	0	0	0	0	-0.735222	0.396902	0	-0.998284	-0.634175	0	0	0	0.4626805	0.06165945	0.4659792	1.041229	1	1	0	1	1	0	0	0	1	0	0	1	0	1	1	1	-1.48889	0	0	0.150343	0	-1.84296	-0.464003	1.56132	1.04123	0.46268	1.503909	1	2.99611	0.628762
80	-758.9226	-733.4056	-25.51695	0.195378	0.128955	0.105554	0.484546	2.66491	0.657346	3.41582	2.06144	3.8262	4.51313	1.4102	0.930768	0.761867	0.867323	4.77012	1.17663	0.195378	0.128955	0.105554	0	0	0	0	0	-1.49127	0	-1.53586	-0.455865	0	0.254206	-0.0806638	0.3362779	0.02562481	0.1385464	0.9468273	0	1	0	1	1	0	1	1	1	1	0	1	0	0	0	1	-0.285464	-1.08596	0	-0.889042	0	0	0	1.58268	0.946827	0.336278	1.283105	0.867323	4.77012	1.17663
90	-759.5011	-734.3998	-25.10137	0.0440068	0.0648847	0.0782366	0.629144	2.97104	0.629144	36.785	1.54682	4.94721	6.04748	0.725264	1.06935	1.28939	1	4.72235	1	0.0440068	0.0648847	0.0782366	0	0	0	0	-1.12776	1.09116	1.0453	0	0.426013	0	0	0	1.021312	0.004936277	0.06067702	1.055527	1	1	1	0	1	0	0	0	1	0	1	1	0	0	0	1	-0.0420672	0	-1.31226	-1.07891	0	0	0	1.55231	1.05553	1.02131	2.076839	1	4.72235	1
100	-759.0623	-732.8502	-26.21209	0.330124	1.17856	1.71727	0.463952	3.17943	0.74207	3.83139	2.20212	4.77978	5.15887	1	3.57005	5.2019	0.769362	5.27238	1.23056	0.330124	1.17856	1.71727	0	0	0	0	0	-0.914928	0	-0.542311	0	0	0.347731	0	0.3490145	0.06468933	0.3301239	1.030598	0	1	0	1	0	0	1	0	1	1	1	0	1	1	0	1	-1.30241	0.240943	-1.30438	0	1.64902	-0.376446	0	1.60776	1.0306	0.349015	1.379613	0.769362	5.27238	1.23056
