Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-1140.702	-1117.364	-23.33812	1.92236	1.93655	0.488134	0.969009	0.969009	0.981591	2.21539	2.47394	2.2358	3.42612	1.57532	1.58694	0.400011	0.987183	0.987183	1	1.92236	1.93655	0.488134	0	0	0	0	0	0.0250436	0.510801	-1.05652	-0.104776	0.831703	0	0	0.2407725	0.7961954	1.220301	0.9731852	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0.599912	0	-0.943954	0	0	0	0	-0.0129002	0.973185	0.240773	1.213958	0.987183	0.987183	1
10	-1146.531	-1120.002	-26.52906	2.63689	2.52314	0.353381	0.980753	0.978356	0.960572	2.19437	2.14148	2.67401	3.36337	1.84394	1.76439	0.247114	1.00778	1.00531	0.98704	2.63689	2.52314	0.353381	0	0	0	0	-2.19301	0	-1.50556	0	0	1.07475	0	0.0100294	0.2171859	0.7873994	1.430033	0.9731852	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	-1.59618	0	0.60833	-0.218194	0	0	0	0.973185	0.217186	1.190371	1.00778	1.00531	0.98704
20	-1146.572	-1119.012	-27.56029	2.7055	2.25529	0.576526	0.999067	0.999067	0.999067	4.4916	2.14542	4.96227	4.63084	1.77892	1.48291	0.379079	1	1	1	2.7055	2.25529	0.576526	0	0	0	0	0	0	-1.11215	-0.399793	0	0.745775	0	0	0.5535418	0.5350215	1.520862	0.999067	0	0	1	1	0	1	0	0	1	1	1	1	0	0	0	0	-3.00196	-0.172913	-0.921118	1.00733	0	0	0	0	0.999067	0.553542	1.552609	1	1	1
30	-1141.799	-1115.944	-25.8556	2.80705	2.33097	0.578956	0.975529	1.01984	1.04259	2.38454	2.46842	2.3884	3.61319	1.80069	1.49529	0.371394	0.968968	1.01298	1.03558	2.80705	2.33097	0.578956	0	0	0	0	-0.304901	0.142913	-0.273632	0	0	0.761521	-0.02213	0	0.2714413	0.6368242	1.558873	1.012268	1	1	1	0	0	1	1	0	1	1	1	1	0	0	0	1	0.463299	0.272445	-1.29268	1.21007	0	0	0	0.008167	1.01227	0.271441	1.283709	0.968968	1.01298	1.03558
40	-1141.526	-1119.944	-21.58183	3.60028	2.59511	0.223153	0.961522	0.961522	0.823739	3.52057	2.71976	2.82777	4.46	2.81819	2.03138	0.174678	1.16727	1.16727	1	3.60028	2.59511	0.223153	0	0	0	0	0	-0.384236	0	0	0	1.34146	0	0	0.8113439	0.742379	1.277512	0.9132074	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	-0.929884	1.21198	0	0	0	0.154665	0.913207	0.811344	1.724551	1.16727	1.16727	1
50	-1142.376	-1118.573	-23.80315	2.43473	2.21909	0.268067	0.854611	0.854611	0.854611	1.92357	2.01744	2.12965	3.01007	2.02035	1.84141	0.222443	1	1	1	2.43473	2.21909	0.268067	0	0	0	0	0	0.606461	1.00901	-0.289722	0	1.15562	0	0	0.2111649	0.6455737	1.205104	0.8546111	0	1	1	1	0	1	0	0	1	0	1	1	1	0	0	0	-0.483084	0	-0.815226	1.07265	-0.189285	0	0	0	0.854611	0.211165	1.065776	1	1	1
60	-1142.048	-1116.336	-25.7127	3.12669	3.04685	0.573965	0.986985	0.986985	0.986985	2.41264	2.18655	2.3305	3.434	1.77478	1.72946	0.325796	1	1	1	3.12669	3.04685	0.573965	0	0	0	0	0.0509905	0.142476	-1.27854	0	-0.107867	0.993237	0	0	0.2235169	0.8532601	1.761734	0.9869851	1	1	1	0	1	1	0	0	1	1	1	1	0	0	0	0	-0.587888	0.376235	-1.13718	0.785337	0	0	0	0	0.986985	0.223517	1.210502	1	1	1
70	-1142.008	-1117.595	-24.41277	2.50344	2.2008	0.364759	0.614599	1.00147	1.00147	1.97783	2.62014	2.39687	3.35499	1.87594	1.64916	0.27333	0.613699	1	1	2.50344	2.2008	0.364759	0	0	0	0	0	0	-1.18251	-0.321021	0.0310773	0.959488	0	0	0.3558504	0.4747712	1.334501	0.8510496	0	0	1	1	1	1	0	0	1	1	0	1	1	0	1	0	0.935626	-0.0852023	0	0.706727	-0.167703	0	-0.488251	0	0.85105	0.35585	1.2069	0.613699	1	1
80	-1146.69	-1120.68	-26.00984	3.10466	2.24955	0.246677	0.847723	0.847723	0.847723	2.02758	5.52812	3.70442	4.45191	2.26038	1.63781	0.179595	1	1	1	3.10466	2.24955	0.246677	0	0	0	0	1.0889	0	-0.811814	-0.879271	0	1.32012	0	0	0.8152748	0.5144506	1.373514	0.8477231	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0	0	0	-1.57297	-0.429083	0.986629	0	-0.20408	0	0	0.847723	0.815275	1.662998	1	1	1
90	-1141.078	-1116.869	-24.20878	3.86682	3.12145	0.627188	1.08685	1.08685	1.08685	2.43815	2.33453	2.51404	3.6186	1.96933	1.58972	0.319419	1	1	1	3.86682	3.12145	0.627188	0	0	0	0	0.495523	0.134166	-2.11892	0	0	0.877428	0	0	0.1692731	0.8112661	1.963524	1.086855	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	-1.08172	0	0	0.674078	0	0	0	0	1.08685	0.169273	1.256128	1	1	1
