Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-464.4849	-442.9199	-21.56496	0.237894	0.237895	0.221333	0.767741	2.66121	0.160967	3.97582	1.6991	3.64618	4.63661	0.998852	0.998858	0.929318	0.916632	3.17731	0.192184	0.237894	0.237895	0.221333	0	0	0	0	0.380028	0	0	0	0.0074221	0	-0.587407	-1.15413	0.4939883	0.1077454	0.2381672	0.6902569	1	0	0	0	1	0	1	1	1	0	1	0	1	0	1	0	-0.0683168	0	1.00855	0	-0.0755961	0	-0.580316	0	0.690257	0.493988	1.184245	0.916632	3.17731	0.192184
10	-465.4946	-441.3374	-24.15716	0.116803	0.102422	0.171228	0.461763	2.56466	0.132075	3.61442	1.33729	3.50497	4.21444	1.01898	0.893523	1.49378	0.782395	4.34548	0.223783	0.116803	0.102422	0.171228	0	0	0	0	0	0.145379	-0.0977571	-1.03538	0	0.121937	0	-1.59119	0.498195	0.1042133	0.1146272	0.5387949	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	-0.197817	1.00789	0	0.307535	0	-0.587683	0.314345	0.538795	0.498195	1.03699	0.782395	4.34548	0.223783
20	-463.3397	-440.5777	-22.76197	0.222826	0.222826	0.0688429	0.511353	2.85089	0.105608	4.23217	1.75826	4.6955	5.23043	1	1	0.308954	0.78197	4.35963	0.161498	0.222826	0.222826	0.0688429	0	0	0	0	0.152472	0.638198	0	-0.897944	0	0	0	-1.59471	0.8356639	0.2583936	0.2228256	0.535961	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	-1.57381	0.399246	0	-0.596811	0.535961	0.835664	1.371625	0.78197	4.35963	0.161498
30	-464.9487	-443.2808	-21.66798	0.764549	0.411906	1.08812	0.59023	2.89376	0.130972	4.55058	2.13646	4.56821	5.59221	1.09256	0.588623	1.55495	0.797704	3.91095	0.17701	0.764549	0.411906	1.08812	0	0	0	0	0	0.150914	0	0.0605532	0	0.573998	-0.00985903	-1.47544	0.9330668	0.432478	0.699778	0.607044	0	1	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	-0.244671	0	0	0	0	0	-0.593786	0.607044	0.933067	1.540111	0.797704	3.91095	0.17701
40	-464.6149	-442.5087	-22.10626	0.85824	0.588612	0.791672	0.525644	2.77365	0.189318	3.89396	1.26764	3.496	4.32748	1.16488	0.798917	1.07453	0.807322	4.25997	0.290768	0.85824	0.588612	0.791672	0	0	0	0	-0.101434	0	-0.462203	-1.29197	-0.637656	0.349471	-0.155338	-1.54377	0.3955016	0.3853892	0.7367628	0.6510955	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.651095	0.395502	1.046597	0.807322	4.25997	0.290768
50	-472.4844	-445.3618	-27.12261	0.252235	0.252294	0.216082	0.425604	3.07825	0.425318	6.45644	1.35762	4.67598	5.55463	0.959444	0.959667	0.821927	0.573909	4.15089	0.573523	0.252235	0.252294	0.216082	0	0	0	0	-0.856151	0	-0.165629	0	0.267419	0	1.7589	-1.83485	0.7800076	0.4100171	0.262897	0.822889	1	0	1	0	1	0	1	1	1	0	0	0	1	1	1	1	1.14439	0	0	0	-0.601963	0.323289	0.0649555	0.247124	0.822889	0.780008	1.602897	0.573909	4.15089	0.573523
60	-468.0767	-443.1294	-24.94725	0.442551	0.442551	0.0302166	0.763774	3.25785	0.327771	4.51094	1.93858	4.43265	5.39321	1	1	0.0682783	0.809254	3.45184	0.347288	0.442551	0.442551	0.0302166	0	0	0	0	0	0	0	-1.4027	0	0	0.0260535	-1.34618	0.4926828	0.4100031	0.4425508	0.9343048	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	-0.54873	0	-0.642426	-1.76288	-0.921281	-0.0303356	0	0.934305	0.492683	1.426988	0.809254	3.45184	0.347288
70	-469.8465	-441.9774	-27.86906	0.777039	0.488599	0.195167	0.589329	3.03701	0.231221	4.7292	1.27956	3.55959	4.59037	1.25774	0.79086	0.315903	0.790826	4.07539	0.310277	0.777039	0.488599	0.195167	0	0	0	0	0.105384	0	-1.68697	0	-1.05312	0.429721	0	-1.52169	0.3538697	0.6605017	0.6178063	0.7452068	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	0	-0.492107	1.44479	0	-0.977955	-0.606922	-0.550717	0	0	0.745207	0.35387	1.099076	0.790826	4.07539	0.310277
80	-464.8692	-442.7987	-22.07056	0.421475	0.421475	0.421475	0.673042	3.04404	0.461589	4.31703	1.25295	3.91919	4.6143	1	1	1	0.787667	3.56246	0.540202	0.421475	0.421475	0.421475	0	0	0	0	0	-0.449538	0	-0.412285	0	0	0.146627	-1.40045	0.2006914	0.4924461	0.4214748	0.9815576	0	1	0	1	0	0	1	1	1	0	1	0	0	0	1	0	1.50981	0	-0.309161	0	0	0	0.415961	0	0.981558	0.200691	1.182249	0.787667	3.56246	0.540202
90	-467.3136	-445.6013	-21.71227	0.274306	0.078919	0.595246	0.404118	2.55707	0.214064	3.16078	0.817779	2.97073	3.47464	1.17003	0.336623	2.53898	0.86802	5.49242	0.459797	0.274306	0.078919	0.595246	0	0	0	0	0	0	0	0	0.13756	1.15631	-0.791979	-1.71283	0.1411363	0.504179	0.2344433	0.6047811	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	1	0	0	-0.318773	0	0	0	0.188719	0.596139	0.604781	0.141136	0.7459175	0.86802	5.49242	0.459797
