Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
0	-796.2105	-765.5527	-30.65777	3.92052	14.4073	0.179341	1.06738	0.848293	0.948028	4.26848	2.2439	4.14913	4.45663	2.32747	8.5531	0.106468	1.12311	0.892587	0.997531	3.92052	14.4073	0.179341	0	0	0	0	0	0	-0.0256471	1.69775	1.84399	1.01351	0	-0.160926	0.6333423	0.6151435	1.684455	0.9503748	0	0	1	1	1	1	0	1	1	1	0	1	0	1	0	0	-0.278475	-2.61035	0	0.187509	0	0.751169	0	0	0.950375	0.633342	1.583717	1.12311	0.892587	0.997531
10	-787.4146	-766.7002	-20.71441	4.93475	6.65717	0.279241	1.0338	1.0338	1.0338	2.55538	2.49884	2.55538	3.80306	2.35733	3.18013	0.133393	1	1	1	4.93475	6.65717	0.279241	0	0	0	0	0	0	-0.930286	0	1.65666	0.773923	0	0	0.330827	0.3782654	2.093364	1.033799	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0.123209	0	0	0	0	0	0	0	1.0338	0.330827	1.364626	1	1	1
20	-791.4725	-766.0084	-25.46408	3.16557	6.10725	0.0397843	0.7325	1.21496	0.951112	3.29109	2.24461	3.46905	4.34798	4.34406	8.38088	0.0545953	0.774355	1.28438	1.00546	3.16557	6.10725	0.0397843	0	0	0	0	0.756272	0.630279	0.95486	0	2.38726	0.792139	0	0.354451	0.6822323	0.1451791	0.7287132	0.9459477	1	1	1	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	-0.485069	0	0.686953	0	0	0.945948	0.682232	1.62818	0.774355	1.28438	1.00546
30	-794.476	-767.9457	-26.53035	11.9924	11.24	0.382582	1.15754	0.961275	1.30243	2.45439	2.74457	2.67071	3.92665	3.22187	3.01972	0.102784	0.890945	0.739879	1.00246	11.9924	11.24	0.382582	0	0	0	0	0.621656	0	-1.07016	0	1.86747	0.590608	0	0.160053	0.23857	0.9553291	3.722199	1.131653	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	-0.595099	0	0	0	-0.414282	1.13165	0.23857	1.370223	0.890945	0.739879	1.00246
40	-788.7277	-764.9447	-23.78291	7.41395	14.262	0.363772	1.11159	1.86838	1.11159	3.71099	2.9542	3.71099	5.18809	3.00729	5.78503	0.147556	1	1.68082	1	7.41395	14.262	0.363772	0	0	0	0	0	0	-0.578005	0	1.56862	0.332104	0	0	0.5169102	0.5284999	2.465323	1.321653	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	-0.793528	0	0.942763	0	0.519283	1.32165	0.51691	1.838563	1	1.68082	1
50	-793.1446	-765.9114	-27.23319	6.51304	7.74245	0.277371	1.11028	1.86618	1.11028	16.2252	3.14238	8.65189	9.71496	3.66284	4.35424	0.15599	1	1.68082	1	6.51304	7.74245	0.277371	0	0	0	0	0	2.0124	0	0	1.519	0	0	0	2.393957	0.12042	1.778139	1.320094	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	1	0.516572	0	0.68087	0.0860973	0	0.911423	0	0.519283	1.32009	2.39396	3.714051	1	1.68082	1
60	-793.6984	-767.6225	-26.07592	4.32412	5.13995	0.340542	0.954031	0.92807	1.25231	2.21658	2.54082	2.51485	3.63612	2.20236	2.61788	0.173445	0.886422	0.862301	1.16356	4.32412	5.13995	0.340542	0	0	0	0	0	0	0.25219	-1.40756	1.43996	0.611472	-0.123589	0.0207006	0.23651	0.3749557	1.963402	1.035027	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0.0502713	-1.29857	0	0	0	-0.117228	1.03503	0.23651	1.271537	0.886422	0.862301	1.16356
70	-787.4387	-765.2363	-22.20246	5.58352	6.85236	0.183831	0.942852	0.942852	0.942852	5.18097	2.19826	3.90753	4.63778	4.07185	4.99716	0.134061	1	1	1	5.58352	6.85236	0.183831	0	0	0	0	0	1.15957	0	-0.236436	1.64286	0	0	0	0.7657774	0.260075	1.371251	0.9428519	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	-1.11732	0	0	0	1.0035	0	0	0.942852	0.765777	1.708629	1	1	1
80	-786.6656	-766.8524	-19.81312	2.98587	8.63359	0.265059	0.947731	0.947731	0.947731	2.3478	2.3478	2.3478	3.52169	4.17392	12.0688	0.370523	1	1	1	2.98587	8.63359	0.265059	0	0	0	0	0	0	0	0	0.816061	0.346702	0	0	0.3198488	0.486469	0.7153632	0.9477306	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	-0.799551	0.981528	0.963584	0	0	0.947731	0.319849	1.267579	1	1	1
90	-796.4077	-768.2801	-28.12756	5.22052	5.39895	0.0532629	1.05838	0.833523	0.935633	2.29637	2.66332	2.20057	3.55073	9.30552	9.62357	0.0949405	1.12829	0.888579	0.997433	5.22052	5.39895	0.0532629	0	0	0	0	0.137465	-0.0518265	1.12768	-0.408153	1.93352	0.682033	0	-0.167301	0.3424368	0.3610872	0.5610134	0.9380404	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	-1.12086	-0.63608	0	-0.977225	1.07016	0	0	0	0.93804	0.342437	1.280477	1.12829	0.888579	0.997433
